0,1,2,3
,Sustainability statement,,
ESRS,Disclosure Requirement,,section concerned
,E2-5 — Substances of concern and substances of very high concern,4.1.2.2.2,"Pollution emitted by Veolia  / Substances of concern and 
very high concern"
,"E2-6 — Anticipated financial effects from pollution-related risks and 
opportunities",4.1.2.2.2,"Pollution emitted by Veolia  / Financial assessment of 
pollution risk"
ESRS E3 Water and,"ESRS 2 IRO-1 — Description of the processes to identify and 
assess material water and marine resources-related impacts, risks",,
marine resources,and opportunities,,"4.1.2.3.1 
Introduction"
,E3-1 — Policies related to water and marine resources,,"4.1.2.3.2 
Optimizing water resource management"
,"E3-2 — Actions and resources related to water and marine 
resources",,"4.1.2.3.2 
Optimizing water resource management"
,E3-3 — Targets related to water and marine resources,,"4.1.2.3.3 
Measuring our impact on water resources"
,E3-4 — Water consumption,,"4.1.2.3.3 
Measuring our impact on water resources"
,"E3-5 — Anticipated financial effects from water and marine 
resources-related impacts, risks and opportunities",,"4.1.2.3.4 
Supporting the efforts of municipal customers
4.1.2.3.5 
Supporting the efforts of industrial customers"
,,4.1.2.3.6,A Historical contractual model that needs to evolve
"ESRS E4 
Biodiversity and",E4-1 — Transition plan and consideration of biodiversity and,4.1.2.4.2,Veolia’s commitment to nature / Nature is integral to
ecosystems,ecosystems in strategy and business model,,Veolia’s strategy
,"ESRS 2 SBM-3 — Material impacts, risks and opportunities and their","4.1.1.7 
4.1.2.4.2","Disclosures in relation to specific circumstances 
Veolia’s commitment to nature / Incorporating biodiversity"
,interaction with strategy and business model,,within the Group’s risk management policy
,"ESRS 2 IRO-1 - Description of processes to identify and assess 
material biodiversity and ecosystem-related impacts, risks,","4.1.1.7 
4.1.2.4.4","Disclosures in relation to specific circumstances 
Protection and restoration of nature in Veolia’s direct"
,dependencies and opportunities,,operations and the value chain
,E4-2 — Policies related to biodiversity and ecosystems,4.1.2.4.2,"Veolia’s commitment to nature / Incorporating biodiversity 
within the Group’s risk management policy"
,"E4-3 — Actions and resources related to biodiversity and 
ecosystems",4.1.2.4.4,"Protection and restoration of nature in Veolia’s direct 
operations and the value chain"
,E4-4 — Targets related to biodiversity and ecosystems,4.1.2.4.4,"Protection and restoration of nature in Veolia’s direct 
operations and the value chain"
,"E4-5 — Impact metrics related to biodiversity and ecosystems 
change",4.1.2.4.4,"Protection and restoration of nature in Veolia’s direct 
operations and the value chain"
,"E4-6 — Anticipated financial effects from biodiversity and 
ecosystem-related risks and opportunities",4.1.2.4.4,"Protection and restoration of nature in Veolia’s direct 
operations and the value chain"
ESRS E5 Resource,"ESRS 2 IRO-1 — Description of the processes to identify and 
assess material resource use and circular economy-related impacts,",,
and circular economy,risks and opportunities,,"4.1.2.5.1 
Introduction"
,E5-1 — Policies related to resource use and circular economy,,"4.1.2.5.2 
Develop material and energy recovery"
,"E5-2 — Actions and resources related to resource use and circular 
economy",4.1.2.5.4,Manage circular solutions using resource-related metrics
,E5-3 — Targets related to resource use and circular economy,4.1.2.5.4,Manage circular solutions using resource-related metrics
,E5-4 — Resource inflows,4.1.2.5.4,Manage circular solutions using resource-related metrics
,E5-5 — Resource outflows,4.1.2.5.4,Manage circular solutions using resource-related metrics
,"E5-6 — Anticipated financial effects from resource use and circular 
economy-related impacts, risks and opportunities",4.1.2.5.4,Manage circular solutions using resource-related metrics
"ESRS S1 
Own workforce",ESRS 2 SBM-2 —  Interests and views of stakeholders,,"4.1.3.1.1 
Introduction"
,,4.1.3.1.3,"Guarantee a safe and healthy working environment and 
well-being at work"
,"ESRS 2 SBM-3 — Material impacts, risks and opportunities and their",,"4.1.3.1.4 
Attract, develop and retain employees
4.1.3.1.5. 
Ensure respect for diversity and inclusion"
,interaction with strategy and business model,,"4.1.3.1.6  
 Ensure social cohesion"
,,4.1.3.1.3,"Guarantee a safe and healthy working environment and 
well-being at work"
,,,"4.1.3.1.4 
Attract, develop and retain employees
4.1.3.1.5. 
Ensure respect for diversity and inclusion"
,S1-1 — Policies related to own workforce,,"4.1.3.1.6  
 Ensure social cohesion"
,"S1-2 — Processes for engaging with own workforce and workers’ 
representatives about impacts",,"4.1.3.1.6  
 Ensure social cohesion"
,"S1-3 — Processes to remediate negative impacts and channels for 
own workforce to raise concerns",,"4.1.3.1.6  
 Ensure social cohesion"
,"S1-4 — Taking action on material impacts on own workforce, and",4.1.3.1.3,"Guarantee a safe and healthy working environment and 
well-being at work"
,"approaches to managing material risks and pursuing material 
opportunities related to own workforce, and effectiveness of those",,"4.1.3.1.4 
Attract, develop and retain employees
4.1.3.1.5. 
Ensure respect for diversity and inclusion"
,actions,,"4.1.3.1.6  
 Ensure social cohesion"
