0,1
List of Datapoints in Cross-Cutting and Topical Standards That Derive From Other EU Legislation,
Disclosure Requirement and related datapoint,Section
ESRS 2 SBM-3 E4 paragraph 16 (a) i,not material
ESRS 2 SBM-3 E4 paragraph 16 (b),not material
ESRS 2 SBM-3 E4 paragraph 16 (c),not material
"ESRS E4-2 Sustainable land / agriculture practices or policies 
paragraph 24 (b)","4.2.5 Biodiversity and Ecosystems – Policies to reduce soil degradation 
and the decline in biodiversity on land used for agriculture [E4-2] as well"
,as Policies related to reputational risks [E4-2]
"ESRS E4-2 Sustainable oceans / seas practices or policies 
paragraph 24 (c)",not material
ESRS E4-2 Policies to address deforestation paragraph 24 (d),not material
ESRS E5-5 Nonrecycled waste paragraph 37 (d),4.2.6 Circular Economy – Resource outflows [E5-5]
ESRS E5-5 Hazardous waste and radioactive waste paragraph 39,4.2.6 Circular Economy – Resource outflows [E5-5]
"ESRS 2- SBM3 - S1 Risk of incidents of forced labor paragraph 
14 (f)","4.3.1 Own Workforce – Material impacts, risks and opportunities and 
their interaction with strategy and business model [S1.SBM-3]"
"ESRS 2- SBM3 - S1 Risk of incidents of child labor paragraph 14 
(g)","4.3.1 Own Workforce – Material impacts, risks and opportunities and 
their interaction with strategy and business model [S1.SBM-3]"
ESRS S1-1 Human rights policy commitments paragraph 20,"4.3.1 Own Workforce – Our principles regarding our own workforce [S1-
1]"
"ESRS S1-1 Due diligence policies on issues addressed by the 
fundamental International Labor Organisation Conventions 1 to 8","4.3.1 Own Workforce – Our principles regarding our own workforce [S1-
1]"
paragraph 21,
"ESRS S1-1 Processes and measures for preventing trafficking in 
human beings paragraph 22","4.3.1 Own Workforce – Our principles regarding our own workforce [S1-
1]"
"ESRS S1-1 Workplace accident prevention policy or management 
system paragraph 23","4.3.1 Own Workforce – Our principles regarding our own workforce [S1-
1] as well as Policies related to health & safety [S1-1]"
"ESRS S1-3 Grievance/complaints handling mechanisms 
paragraph 32 (c)","4.3.1 Own Workforce – Processes to remediate negative impacts and 
channels for own workers to raise concerns [S1-3]"
"ESRS S1-14 Number of fatalities and number and rate of work-
related accidents paragraph 88 (b) and (c)",4.3.1 Own Workforce – Health and safety metrics [S1-14]
"ESRS S1-14 Number of days lost to injuries, accidents, fatalities 
or illness paragraph 88 (e)",4.3.1 Own Workforce – Health and safety metrics [S1-14]
ESRS S1-16 Unadjusted gender pay gap paragraph 97 (a),4.3.1 Own Workforce – Compensation metrics [S1-16]
ESRS S1-16 Excessive CEO pay ratio paragraph 97 (b),4.3.1 Own Workforce – Compensation metrics [S1-16]
ESRS S1-17 Incidents of discrimination paragraph 103 (a),"4.3.1 Own Workforce – Incidents, complaints and severe human rights 
impacts [S1-17]"
"ESRS S1-17 Nonrespect of UNGPs on Business and Human 
Rights and OECD paragraph 104 (a)","4.3.1 Own Workforce – Incidents, complaints and severe human rights 
impacts [S1-17]"
"ESRS 2- SBM3 – S2 Significant risk of child labor or forced labor 
in the value chain paragraph 11 (b)","4.3.2 Workers in the Value Chain – Material impacts, risks and 
opportunities and their interaction with strategy and business model"
,related to workers in the value chain [S2.SBM-3]
ESRS S2-1 Human rights policy commitments paragraph 17,"4.3.2 Workers in the Value Chain – Policies related to value chain 
workers [S2-1]"
ESRS S2-1 Policies related to value chain workers paragraph 18,"4.3.2 Workers in the Value Chain – Policies related to value chain 
workers [S2-1]"
"ESRS S2-1 Nonrespect of UNGPs on Business and Human 
Rights principles and OECD guidelines paragraph 19","4.3.2 Workers in the Value Chain – Policies related to value chain 
workers [S2-1]"
"ESRS S2-1 Due diligence policies on issues addressed by the 
fundamental International Labor Organisation Conventions 1 to 8,","4.3.2 Workers in the Value Chain – Policies related to value chain 
workers [S2-1]"
paragraph 19,
"ESRS S2-4 Human rights issues and incidents connected to 
upstream and downstream value chain paragraph 36","4.3.2 Workers in the Value Chain – Prevention and mitigation through 
measures related to value chain workers [S2-4]"
ESRS S3-1 Human rights policy commitments paragraph 16,"4.3.3 Affected Communities – Policies related to affected communities 
[S3-1]"
"ESRS S3-1 Nonrespect of UNGPs on Business and Human 
Rights, ILO principles or OECD guidelines paragraph 17","4.3.3 Affected Communities – Policies related to affected communities 
[S3-1]"
