0,1,2,3,4
SECTION,TOPIC,SUB-TOPIC - SUB-SUB-TOPIC,DISCLOSURE REQUIREMENT,PAGE NUMBER
"Social 
information",ESRS S4 Consumers and end users,"Information-related impacts for 
consumers and/or end-users",ESRS 2 SBM-2 Interests and views of stakeholders,153
,,,"ESRS 2 SBM-3 Material impacts, risks and opportunities and their interaction 
with strategy and business model",155
,,,S4-1 Policies related to consumers and end-users,302
,,,S4-2 Processes for engaging with consumers and end-users about impacts,304
,,,"S4-3 Processes to remediate negative impacts and channels for consumers 
and end-users to raise concerns",304
,,,"S4-4 Taking action on material impacts on consumers and end-users, and 
approaches to managing material risks and pursuing material opportunities 
related to consumers and end1users, and effectiveness of those actions",304
,,,"S4-5 Targets related to managing material negative impacts, advancing positive 
impacts, and managing material risks and opportunities",313
,,"Social inclusion of consumers 
and/or end users",ESRS 2 SBM-2 Interests and views of stakeholders,153
,,,"ESRS 2 SBM-3 Material impacts, risks and opportunities and their interaction 
with strategy and business model",155
,,,S4-1 Policies related to consumers and end-users,302
,,,S4-2 Processes for engaging with consumers and end-users about impacts,304
,,,"S4-3 Processes to remediate negative impacts and channels for consumers 
and end-users to raise concerns",304
,,,"S4-4 Taking action on material impacts on consumers and end-users, and 
approaches to managing material risks and pursuing material opportunities 
related to consumers and end1users, and effectiveness of those actions",304
,,,"S4-5 Targets related to managing material negative impacts, advancing positive 
impacts, and managing material risks and opportunities",313
