0,1,2,3,4
SECTION,TOPIC,SUB-TOPIC - SUB-SUB-TOPIC,DISCLOSURE REQUIREMENT,PAGE NUMBER
"Governance 
information",ESRS G1 Business conduct,Corporate culture,"ESRS 2 GOV-1 The role of the administrative, supervisory and management 
bodies",137
,,,"ESRS 2 IRO-1 Description of the processes to identify and assess material 
impacts, risks and opportunities",165
,,,G1-1 Business conduct policies and corporate culture,314
,,Protection of whistle blowers,"ESRS 2 GOV-1 The role of the administrative, supervisory and management 
bodies",137
,,,"ESRS 2 IRO-1 Description of the processes to identify and assess material 
impacts, risks and opportunities",165
,,,G1-1 Business conduct policies and corporate culture,314
,,"Management of relationships with 
suppliers including payment 
practices","ESRS 2 GOV-1 The role of the administrative, supervisory and management 
bodies",137
,,,"ESRS 2 IRO-1 Description of the processes to identify and assess material 
impacts, risks and opportunities",165
,,,G1-1 Business conduct policies and corporate culture,314
,,,G1-2 Management of relationships with suppliers,317
,,,G1-6 Payment Practices,318
,,Corruption and bribery,"ESRS 2 GOV-1 The role of the administrative, supervisory and management 
bodies",137
,,,"ESRS 2 IRO-1 Description of the processes to identify and assess material 
impacts, risks and opportunities",165
,,,G1-1 Business conduct policies and corporate culture,314
,,,G1-3 Prevention and detection of corruption and bribery,317
,,,G1-4 Incidents of corruption or bribery,318
