0,1,2,3,4,5
CSRD Topic1,CSRD Disclosure requirement,Other EU legislation2,Reference,Pages3,Assurance level
ESRS S1,Disclosure Requirement related to ESRS 2 SBM-2 – Interests and views of stakeholders,,"ESG governance, strategy and policies: Strategy
Social: Our organization, people and culture","170
46",Limited Assurance
Own workforce,"Disclosure Requirement related to ESRS 2 SBM-3 – Material impacts, risks and opportunities 
and their interaction with strategy and business model",SFDR,"Social: Human rights
ESG governance, strategy and policies: Strategy","47
170","Reasonable 
Assurance"
,,,"Sustainability statement: IRO Table
Social information: Management of key material people topics","174
215",
,,,"(Impacts, Risks and Opportunities)
Social information: Human rights",235,
,Disclosure Requirement S1-1 – Policies related to own workforce,SFDR/BRR,"Double Materiality Assessment: Policy Overview
Social information: Policies, metrics and targets","180
215","Reasonable 
Assurance"
,"Disclosure Requirement S1-2 – Processes for engaging with own workers and workers’ 
representatives about impacts",,"Social: Our organization, people and culture
Own workforce: Workforce of the future","46
216",Limited Assurance
,,,Own workforce: Employee engagement,220,
,"Disclosure Requirement S1-3 – Processes to remediate negative impacts and channels for 
own workers to raise concerns channels for own workers to raise concerns",SFDR,"Governance: General Business Principles (GBP)
Governance information: Philips SpeakUp (Ethics Line)","51
237",Limited Assurance
,"Disclosure Requirement S1-4 – Taking action on material impacts on own workforce, and 
approaches to mitigating material risks and pursuing material opportunities related to own",,"Governance: General Business Principles (GBP)
Governance information: Philips SpeakUp (Ethics Line)","51
237",Limited Assurance
,"workforce, and effectiveness of those actions",,,,
,"Disclosure Requirement S1-5 – Targets related to managing material negative impacts, 
advancing positive impacts, and managing material risks and opportunities",,"Sustainability statement: Tracking our 2025 ESG program
Social information: Policies, metrics and targets","166
215",Limited Assurance
,Disclosure Requirement S1-6 – Characteristics of the undertaking’s employees,,Social statements: Workforce details,225,"Reasonable 
Assurance"
,"Disclosure Requirement S1-7 – Characteristics of non-employee workers in the undertaking’s 
own workforce",,Social information: Workforce details,225,Limited Assurance
,Disclosure Requirement S1-8 – Collective bargaining coverage and social dialogue,,"Workforce details: Collective bargaining coverage and social 
dialogue",227,"Reasonable 
Assurance"
,Disclosure Requirement S1-9 – Diversity metrics,,"Social information: Diversity, Inclusion and Well-being",218,"Reasonable 
Assurance"
,Disclosure Requirement S1-10 – Adequate wages,,Social information: Living Wage and Adequate Wage,222,Limited Assurance
,Disclosure Requirement S1-11 – Social protection,,Workforce details: Social protection,227,Limited Assurance
,Disclosure Requirement S1-12– Persons with disabilities,,"Social information: Diversity, Inclusion and Well-being",218,Limited Assurance
,Disclosure Requirement S1-13 – Training and skills development metrics,,"Workforce of the future: Career development
Workforce of the future: Learning","217
218",Limited Assurance
,Disclosure Requirement S1-14 – Health and safety metrics,SFDR/BRR,Social information: Health and Safety,223,"Reasonable 
Assurance"
,Disclosure Requirement S1-15 – Work-life balance metrics,"1,2,3","Social information: Diversity, Inclusion and Well-being",220,Limited Assurance
,Disclosure Requirement S1-16 – Compensation metrics (pay gap and total compensation),SFDR/BRR,"Supervisory Board: Remuneration report 2024
Social information: Equal opportunities and equal pay","83
221",Limited Assurance
,"Disclosure Requirement S1-17 – Incidents, complaints and severe human rights impacts",SFDR/BRR,Governance information: Philips SpeakUp (Ethics Line),237,"Reasonable 
Assurance"
