0,1,2,3
,Human rights issues and incidents connected,,
S2-4,to its upstream and downstream value chain,,
,paragraph 36,321,X
,Targets related to managing material negative,,
S2-5,"impacts, advancing positive impacts, and",321,
,managing material risks and opportunities,,
2 SBM-2,Interests and views of stakeholders,278,
,"Material impacts, risks and opportunities and",,
2 SBM-3,their interaction with strategy and business,278,
,model,,
S3-1,Policies related to,323,
,affected communities,,
S3-1,Human rights policy commitments paragraph,,
,16,323,X
,non-respect of UNGPs on Business and,,
S3-1,"Human Rights, ILO principles or OECD",,
,guidelines paragraph 17,323,X
S3-2,Processes for engaging with affected,324,
,communities about impacts,,
,Processes to remediate negative impacts and,,
S3-3,channels for affected communities to raise,324,
,concerns,,
,Taking action on material impacts on affected,,
,"communities, and approaches to managing",,
S3-4,material risks and pursuing material,324-325,
,"opportunities related to affected communities,",,
,and effectiveness of those actions,,
S3-4,Human rights issues and incidents paragraph,,
,36,324-325,X
,Targets related to managing material negative,,
S3-5,"impacts, advancing positive impacts, and",325,
,managing material risks and opportunities,,
2 SBM-2,Interests and views of stakeholders,278,
,"Material impacts, risks and opportunities and",,
2 SBM-3,their interaction with strategy and business,278,
,model,,
S4-1,Policies related to consumers and end-users,326-327,
S4-1,Policies related to consumers and end-users,,
,paragraph 16,326-327,X
,Non-respect of UNGPs on Business and,,
S4-1,Human Rights and OECD guidelines,,
,paragraph 17,326-327,X
S4-2,Processes for engaging with consumers and,327-329,
,end-users about impacts,,
,Processes to remediate negative impacts,,
S4-3,and channels for consumers and end-users to,329-330,
,raise concerns,,
,Taking action on material impacts on,,
,"consumers and end-users, and approaches to",,
S4-4,managing material risks and pursuing material,330,
,opportunities related to consumers and end-,,
,"users, and effectiveness of those actions",,
S4-4,Human rights issues and incidents paragraph,,
,35,330,X
