0,1
"Benchmark 
Disclosure Requirement and related 
EU Climate Law 
SFDR reference 
Pillar 3 reference 
Regulation 
Pages 
datapoint 
reference 
reference",
"ESRS S2-4 Human rights issues and 
incidents connected to its upstream and 
x 
 
 
 
downstream value chain paragraph 36",Not material
"ESRS S3-1 Human rights policy 
x 
 
 
 
commitments paragraph 16",Not material
"ESRS S3-1 non-respect of UNGPs on 
Business and Human Rights, ILO 
x 
 
x 
 
principles or OECD guidelines paragraph 
17",Not material
"ESRS S3-4 Human rights issues and 
x 
 
 
 
incidents paragraph 36",Not material
"ESRS S4-1 Policies related to consumers 
x 
 
 
 
and end-users paragraph 16",176
"ESRS S4-1 Non-respect of UNGPs on 
Business and Human Rights and OECD 
x 
 
x 
 
guidelines paragraph 17",176
"ESRS S4-4 Human rights issues and 
x 
 
 
 
incidents paragraph 35",Not material
"ESRS G1-1 United Nations Convention 
x 
 
 
 
against Corruption paragraph 10 (b)",196
"ESRS G1-1 Protection of whistle- blowers 
x 
 
 
 
paragraph 10 (d)",197
"ESRS G1-4 Fines for violation of anti-
corruption and anti-bribery laws 
x 
 
x 
 
paragraph 24 (a)",Not material
"ESRS G1-4 Standards of anti- corruption 
x 
 
 
 
and anti- bribery paragraph 24 (b)",Not material
