0,1,2,3,4
"Content index of ESRS disclosure requirements: Social standard – Own workforce
ESRS 2 IRO 2-56",,,,
Disclosure requirements,,"Section /  
Report",Page,Additional information
ESRS S1,Own workforce,,,
SBM-2,Interests and views of stakeholders,SUS,81,
SBM-3,"Material impacts, risks and opportunities and their interaction with strategy and business model",SUS,"83, 150",
S1-1,Policies related to own workforce,SUS,152,
S1-2,Process for engaging with own workers and workers' representatives about impacts,SUS,154,
S1-3,Process to remediate negative impacts and channels for own workers to raise concerns,SUS,155,
S1-4,Taking action on material impacts on own workforce,SUS,156,
S1-5,"Targets related to managing negative impacts, advancing positive impacts,  
and managing material risks and opportunities",SUS,151,
S1-6,Characteristics of the undertaking’s employees,SUS,157,
S1-7,Characteristics of non-employee workers in the undertaking’s own workforce,—,—,
S1-8,Collective bargaining coverage and social dialogue,SUS,159,
S1-9,Diversity metrics,—,—,
S1-10,Adequate wages,SUS,159,
S1-11,Social protection,—,—,
S1-12,Persons with disabilities,—,—,
S1-13,Training and skills development metrics,—,—,
S1-14,Health and safety metrics,SUS,159,
S1-15,Work-life balance metrics,—,—,
S1-16,Compensation metrics (pay gap and total compensation),—,—,
S1-17,"Incidents, complaints and severe human rights impacts",SUS,160,
SUS – Sustainability Statement; AR – Annual Report,,,,
