0,1,2,3,4
ESRS 2 MDR-M,"ESRS  2  MDR-M Metrics 
in 
relation 
to  material 
sustainability matters","• 
 C.2.2.5 Metrics 
and 
targets",,
E4-6,"Anticipated 
financial 
effects 
from  biodiversity 
and 
ecosystem-related 
risks and opportunities",-,-,"Phase 
in: For  FY 
2024 
the 
undertaking is 
omitting 
the 
disclosure 
requirement  ESRS 
E4-6, as detailed in 
Appendix C (ESRS 
1) of the delegated 
Regulation 
(EU) 
2023/2772."
ESRS E5 – Resource use and circular economy,,,,
"ESRS 2, IRO 1","Description 
of 
the 
processes  to  identify  and 
assess  material  resource 
use 
and 
circular 
economy-related impacts, 
risks and opportunities","• 
 C.2.5.2 Management 
of the 
IROs 
related 
to 
the 
resource use and waste",,
E5-1,"Policies 
related 
to 
resource use and circular 
economy","• 
 C.2.5.3 Policies 
related to resource use",,
ESRS 2 MDR-P,"ESRS  2  MDR-P Policies 
adopted 
to 
manage 
material 
sustainability 
matters","• 
 C.2.5.3 Policies 
related to resource use 
• 
 C.1.4.1 
Policies 
adopted 
to  manage  material 
sustainability matters",,
E5-2,"Actions 
and 
resources 
related 
to 
resource  use 
and circular economy","• 
 C.2.5.4 Actions 
and 
resources 
related 
to 
resource 
use",,
ESRS 2 MDR-A,"ESRS  2  MDR-A Actions 
and  resources  in  relation 
to  material  sustainability 
matters","• 
 C.2.5.4 Actions 
and 
resources 
related 
to 
resource 
use",,
E5-3,"Targets 
related 
to 
resource use and circular 
economy","• 
 C.2.5.5 Metrics 
and 
targets",,
ESRS 2 MDR-T,"ESRS  2  MDR-T Tracking 
effectiveness  of  policies 
and 
actions 
through 
targets","• 
 C.2.5.5 Metrics 
and 
targets 
• 
 C.1.4.3  Measure 
of 
actions  effectiveness 
through 
targets",,
E5-4,Resource inflows,"• 
 C.2.5.5 Metrics 
and 
targets",,
E5-5,Resource outflows,"• 
 C.2.5.5 Metrics 
and 
targets",,
ESRS 2 MDR-M,"ESRS  2  MDR-M Metrics 
in 
relation 
to  material 
sustainability matters","• 
 C.2.2.5 Metrics 
and 
targets",,
