0,1,2
"Entity-Specific Disclosure Requirements ESRS
Environmental: Measuring our environmental impact (Environmental 
Entity specific 
Profit & Loss statement 2024)
Environmental Profit 
Environmental information: Resource use and circular economy: 
& Loss (EP&L) 
Philips Environmental Profit & Loss account and Material Flow 
account
reporting methodology","40
201","Reasonable 
Assurance"
"Entity-Specific Disclosure Requirements ESRS
Environmental: Resource use and circular economy: EcoDesign
Entity specific Green/
Environmental information: Resource use and circular economy: 
EcoDesigned 
EcoDesign
Innovation (NPI)
Environmental information: Resource use and circular economy: 
Philips methodologies for 2025 circularity targets","44
201
204",Limited Assurance
"Entity-Specific Disclosure Requirements ESRS
Environmental: Resource use and circular economy: EcoDesign
Entity specific Green/
Environmental information: Resource use and circular economy: 
EcoDesigned 
EcoDesign
Innovation (spend)
Environmental information: Resource use and circular economy: 
Philips methodologies for 2025 circularity targets","44
201
204","Reasonable 
Assurance"
"Entity-Specific Disclosure Requirements ESRS
Environmental information: EcoHero Revenues and Green Revenues
Entity specific 
Environmental information: Resource use and circular economy: 
EcoHero Revenue
Philips methodologies for 2025 circularity targets","202
204","Reasonable 
Assurance"
"Entity-Specific Disclosure Requirements ESRS
Environmental information: Resource use and circular economy: 
Entity specific 
Circular revenues
Circular Revenue
Environmental information: Resource use and circular economy: 
Philips methodologies for 2025 circularity targets","198
204","Reasonable 
Assurance"
"1,2,3
Entity-Specific Disclosure Requirements ESRS
Environmental: Resource use and circular economy
Entity specific 
Resource use and circular economy: Policies, metrics and targets
Circular Materials 
Resource use and circular economy: Waste
Management
Environmental information: Resource use and circular economy: 
Philips methodologies for 2025 circularity targets","43
196
203
204","Reasonable 
Assurance"
"Entity-Specific Disclosure Requirements ESRS
Environmental: Resource use and circular economy
Entity specific 
Resource use and circular economy: Policies, metrics and targets
Closing the Loop
Resource use and circular economy: Circular end-of-use 
management
Environmental information: Resource use and circular economy: 
Philips methodologies for 2025 circularity targets","43
196
199
204","Reasonable 
Assurance"
"Entity-Specific Disclosure Requirements ESRS
Environmental: Resource use and circular economy
Entity specific Zero 
Resource use and circular economy: Policies, metrics and targets
Waste to Landfill
Resource use and circular economy: Waste
Environmental information: Resource use and circular economy: 
Philips methodologies for 2025 circularity targets","43
196
203
204","Reasonable 
Assurance"
"Entity-Specific Disclosure Requirements ESRS
Our organization, people and culture: Leadership and people 
Entity specific 
capabilities
Women in leadership 
Social information: Diversity, Inclusion and Well-being
positions
Diversity, Inclusion and Well-being: Diverse representation of talent
Diversity, Inclusion and Well-being: Philips diversity metrics 
methodology","47
218
219
220","Reasonable 
Assurance"
"Entity-Specific Disclosure Requirements ESRS
Our organization, people and culture: Our culture
Entity specific 
Social information: Employee engagement
Employee 
Employee engagement: Philips Employee Engagement Index (EEI) 
Engagement Index
calculation methodology","46
220
221",Limited Assurance
