0,1,2,3
Social standards – ESRS S1 “Own workforce”,,,
"Standard 
section",Disclosure requirement,Section/report,"Additional 
information"
"ESRS 2, 
SBM-2",Interests and views of stakeholders,"S1-3 Processes to remediate negative 
impacts and channels for own workforce to 
raise concerns",
"ESRS 2, 
SBM-3","Material impacts, risks and opportunities 
and their interaction with strategy and 
business model","SBM-3 Material impacts, risks and 
opportunities related to own workforce",
S1-1,Policies related to own workforce,S1-1 Policies related to own workforce,
S1-2,"Processes for engaging with own workers 
and workers’ representatives
about impacts","S1-2 Processes for engaging with own 
workforce and workers’ representatives 
about impacts",
S1-3,"Processes to remediate negative impacts 
and channels for own workers to 
raise concerns","S1-3 Processes to remediate negative 
impacts and channels for own workforce to 
raise concerns",
S1-4,"Taking action on material impacts on own 
workforce, and approaches to mitigating 
material risks and pursuing material 
opportunities related to own workforce, and 
effectiveness of those actions","S1-4 Taking action on material impacts 
on own workforce, and approaches to 
managing material risks and pursuing material 
opportunities related to own workforce, and 
effectiveness of those actions",
S1-5,"Targets related to managing material 
negative impacts, advancing positive 
impacts, and managing material risks 
and opportunities","S1-5 Targets related to managing material 
negative impacts, advancing positive impacts, 
and managing material risks and opportunities",
S1-6,"Characteristics of the 
undertaking’s employees","S1-6 Characteristics of the 
undertaking’s employees",
S1-7,"Characteristics of non-employee workers in 
the undertaking’s own workforce","S1-7 Characteristics of non-employees in the 
undertaking’s own workforce",
S1-8,"Collective bargaining coverage and 
social dialogue","S1-8 Collective bargaining coverage and 
social dialogue",
S1-9,Diversity metrics,S1-9 Diversity metrics,
S1-10,Adequate wages,S1-10 Adequate wages,
