0,1,2,3
Environmental standards – ESRS E1 “Climate change”,,,
"Standard 
section",Disclosure requirement,Section/report,"Additional 
information"
"ESRS 2, 
IRO-1","Description of the processes to identify and 
assess material climate related impacts, 
risks and opportunitie","SBM-3 Material impacts, risks and 
opportunities related to climate change","See also IRO-1 
Description of 
the process 
to identify and 
assess material 
impacts, risks 
and opportunities"
E1-2,"Policies related to climate change mitigation 
and adaptation","E1-2 Policies related to climate change 
mitigation and adaptation",
E1-3,"Actions and resources in relation to climate 
change policies","E1-3 Actions and resources in relation to 
climate change policies",
E1-4,"Targets related to climate change mitigation 
and adaptation","E1-4 Targets related to climate change 
mitigation and adaptation",
E1-5,Energy consumption and mix,,Not material
E1-6,"Gross Scopes 1, 2, 3 and total 
GHG emissions","E1-6 Gross Scopes 1, 2, 3 and Total 
GHG emissions",
E1-7,"GHG removals and GHG mitigation projects 
financed through carbon credits",,Not material
E1-8,Internal carbon pricing,,Not material
E1-9,"Anticipated financial effects from material 
physical and transition risks and potential 
climate-related opportunities",,Phase-in used
