0,1,2,3,4
S1-3,"Processes 
to 
remove 
negative 
impacts 
and 
channels 
for 
own 
workforce 
to 
raise 
concerns","• 
 C.3.1.3  IRO  management 
and 
their 
interaction  with  strategy 
and business model",,
S1-4,"Taking  action  on  material 
impacts on own workforce, 
and 
approaches 
to 
mitigating  material 
risks 
and 
pursuing 
material 
opportunities 
related 
to 
own 
workforce, 
and 
effectiveness 
of 
those 
actions","• 
 C.3.1.5  Actions  related  to 
own workforce 
• 
 D.3.5.2.5 Data Protection 
• 
 D.3.5.2.6 Data privacy, 
cybersecurity 
and 
business 
continuity 
• 
 D.3.6.4 Composition 
and 
diversity, 
independence,  skills  and 
expertise 
• 
 B.1 Major events",,
ESRS 2 MDR-A,"ESRS 
2  MDR-A Actions 
and resources in relation to 
material 
sustainability 
matters","• 
 C.3.1.5  Actions related 
to 
own workforce",,
S1-5,"Targets 
related 
to 
managing 
material 
negative 
impacts, 
advancing 
positive 
impacts, 
and  managing 
material 
risks 
and 
opportunities","• 
 C.3.1.6 Metrics 
and 
targets 
• 
 C.1.4.3 Measure of actions 
effectiveness through targets",,
ESRS 2 MDR-T,"ESRS  2  MDR-T Tracking 
effectiveness 
of 
policies 
and actions through targets","• 
 C.3.1.6 Metrics 
and 
targets",,
S1-6,"Characteristics 
of 
the 
undertaking’s employees","• 
 C.3.1.1 Characteristics 
of own workforce",,
S1-7,"Characteristics 
of 
non-
employees 
in 
the 
undertaking’s 
own 
workforce","• 
 C.3.1.1 Characteristics 
of own workforce",,
S1-8,"Collective 
bargaining 
coverage 
and 
social 
dialogue","• 
 C.3.1.5 Actions related 
to 
own workforce",,
S1-9,Diversity metrics,"• 
 C.3.1.5 Actions related 
to 
own workforce",,
S1-10,Adequate wages,"• 
 C.3.1.5 Actions related 
to 
own workforce",,
S1-11,Social protection,"• 
 C.3.1.5 Actions related 
to 
own workforce",,
S1-12,Persons with disabilities,"• 
 C.3.1.5 Actions related 
to 
own workforce",,
S1-13,"Training 
and 
skills 
development metrics","• 
 C.3.1.5 Actions related 
to 
own workforce",,
S1-14,Health and safety metrics,"• 
 C.3.1.5 Actions related 
to 
own workforce",,
