0,1,2,3
DR #,DR Description,Section,Additional information
S1-1,Policies related to own workforce,"Sustainability statements - Social information - Human capital - Diversity, equity, and inclusion - Policies",
,,Sustainability statements - Social information - Human capital - Other information - Human rights,
,,Sustainability statements - Social information - Human capital - Health and safety - Policies,
S1-2,Processes for engaging with own workers and workers’ representatives,Sustainability statements - Social information - Health and safety - Engagement and processes,
,about impacts,"Sustainability statements - Social information - Human capital - Talent attraction, retention, and people development - Engagement",
S1-3,Processes to remediate negative impacts and channels for own workers to,Sustainability statements - Social information - Human capital - Other information - Metrics - Incidents and complaints,
,raise concerns,Governance and risk management - Risk management - Speak Up channels and Anti-Retaliation Policy,
S1-4,"Taking action on material impacts on own workforce, and approaches to","Sustainability statements - Social information - Human capital - Talent attraction, retention, and people development and Diversity, equity and",
,mitigating material risks and pursuing material opportunities related to own,inclusion - Actions and progress,
,"workforce, and effectiveness of those actions",,
S1-5,"Targets related to managing material negative impacts, advancing positive","Sustainability statements - Social information - Human capital - Diversity, equity and inclusion - Targets",
,"impacts, and managing material risks and opportunities",Sustainability statements - Social information - Health and Safety - Performance - Targets,
S1-6,Characteristics of the undertaking’s employees,Sustainability statements - Social information - Human capital - Other information - Metrics,
S1-7,Characteristics of non-employee workers in the undertaking’s own workforce,-,Phase-in option used in
,,,line with ESRS 1 -
,,,Appendix C
S1-9,Diversity metrics,"Sustainability statements - Social information - Human capital - Diversity, equity, and inclusion - Metrics",
S1-10,Adequate wages,"Sustainability statements - Social information - Human capital - Diversity, equity, and inclusion - Equitable compensation",
S1-14,Health and safety metrics,Sustainability statements - Social information - Health and safety - Metrics,
S1-16,Compensation metrics,"Sustainability statements - Social information - Human capital - Diversity, equity, and inclusion - Metrics",Only DR97b pay ratio
,,,material
S1-17,"Incidents, complaints, and severe human rights impacts",Sustainability statements - Social information - Human capital - Other information - Metrics - Incidents and complaints,Only DR103 a and b
,,,material
ESRS S2 - Workers in the value chain,,,
SBM-2,Interests and views of stakeholders,Sustainability statements - General information - Interest and views of our stakeholders,
SBM-3,"Material impacts, risks, and opportunities and their interaction with strategy",Sustainability statements - Social information - Human rights in the supply chain,
,and business model,,
S2-1,Policies related to value chain workers,Sustainability statements - Social information - Human rights in the supply chain - How we manage our impact - Policies,
,,Sustainability statements - Social information - Human capital - Other information - Human rights,
S2-2,Processes for engaging with value chain workers about impacts,"Sustainability statements - Social information - Human rights in the supply chain - How we manage our impact - Engagement, grievances, and",
,,remediation,
S2-3,Processes to remediate negative impacts and channels for value chain,"Sustainability statements - Social information - Human rights in the supply chain - How we manage our impact - Engagement, grievances, and",
,workers to raise concerns,remediation,
