0,1,2,3
Disclosure requirements covered by the sustainability statement,,,
ESRS,Title,Section,Pages
ESRS 2,General disclosures,,
BP-1,General basis for preparation of the sustainability statement,GSS1),93
BP-2,Disclosures in relation to specific circumstances,GSS,"94, 112, 115-116, 
118, 121-123, 134,"
,,,"137-138, 140, 
143-144, 151"
GOV-1,"The role of the administrative, management and supervisory bodies","GSS
CGS2)","94
73-74, 76, 78-83,"
,,,"86-88, 91"
GOV-2,"Information provided to and sustainability matters addressed by Brenntag’s 
administrative, management and supervisory bodies",CGS,"74, 78"
GOV-3,Integration of sustainability-related performance in incentive schemes,GSS,94-95
GOV-4,Statement on due diligence,GSS,152
GOV-5,Risk management and internal controls over sustainability reporting,"GSS
RR3)","95
55-60, 62, 64-66"
SBM-1,"Strategy, business model and value chain","GSS
GO 4)","95-98, 134
31-32"
SBM-2,Interests and views of stakeholders,GSS,"99, 136, 138-139"
SBM-3,"Material impacts, risks and opportunities and their interaction with strategy and business 
model",GSS,"99-100, 103, 
106-107, 113, 117,"
,,,"119, 133, 145, 148"
