0,1,2,3
ESRS,Description,Section,Pag
ESRS 2 IRO-1 ESRS E1,"Description of the processes to identify and assess 
material climate-related impacts, risks and opportunities",GOV-5 IRO-1 SBM-3 - Double Materiality,92-97
ESRS 2 SBM-3 ESRS E1,"Material impacts, risks and opportunities and their 
interaction with strategy and business model",GOV-5 IRO-1 SBM-3 - Double Materiality,92-97
"E2 
POLLUTION",N.A,,
E3,"WATER AND MARINE RESOURCES 
 
           N.A",,
"E4 
BIODIVERSITY AND ECOSYSTEMS",,,
E4-1,"Transition plan and consideration of biodiversity and 
ecosystems in strategy and business model","E4-1 E4-2, E4-3, E4-4 Operating with respect for the 
environment and biodiversity",110-112
E4-2,Policies related to biodiversity and ecosystems,"BP 2 Sustainability policies  
E4-1 E4-2, E4-3, E4-4 Operating with respect for the",90-91;
,,environment and biodiversity,110-112
E4-3,"Actions and resources related to biodiversity and 
ecosystems","E4-1 E4-2, E4-3, E4-4 Operating with respect for the 
environment and biodiversity",110-112
E4-4,Targets related to biodiversity and ecosystems,"E4-1 E4-2, E4-3, E4-4 Operating with respect for the 
environment and biodiversity",110-112
E4-5,"Impact metrics related to biodiversity and ecosystems 
change",phase in,phase in
E4-6,"Anticipated financial effects from material biodiversity and 
ecosystem-related risks and opportunities",phase in,phase in
ESRS 2 IRO-1 ESRS E4,"Description of the processes to identify and assess 
material biodiversity and ecosystem-related impacts, risks",GOV-5 IRO-1 SBM-3 - Double Materiality,92-97
,and opportunities,,
ESRS 2 SBM-3 ESRS E4,"Material impacts, risks and opportunities and their 
interaction with strategy and business model",GOV-5 IRO-1 SBM-3 - Double Materiality,92-97
E5,RESOURCE USE AND CIRCULAR ECONOMY,,
E5-1,Policies related to resource use and circular economy,"BP 2 Sustainability policies  
E5-1 E5-2 E5-3 Policies, Actions and Objectives relating to",90-91;
,,resource use and circular economy,113-114
E5-2,"Actions and resources related to resource use and circular 
economy","E5-1 E5-2 E5-3 Policies, Actions and Objectives relating to 
resource use and circular economy",113-14
E5-3,Targets related to resource use and circular economy,"E5-1 E5-2 E5-3 Policies, Actions and Objectives relating to 
resource use and circular economy",113-114;
,,GOV-3 Sustainability performance in incentive systems,88-89
E5-4,Resource inflows,n.a.,n.a
E5-5,Resource outflows,E5-5 Towards circular waste management,115-116
E5-6,"Anticipated financial effects from material resource use 
and circular economy-related risks and opportunities",phase in,phase in
ESRS 2 IRO-1 ESRS E5,"Description of the processes to identify and assess 
material resource use and circular economy-related",GOV-5 IRO-1 SBM-3 - Double Materiality,92-97
,"impacts, risks and opportunities",,
"S1 
OWN WORKFORCE",,,
ESRS 2 SBM-2 ESRS S1,Interests and views of stakeholders,"SBM-2 Stakeholder engagement  
S1-2 S1-3 People engagement","152-153; 
122-123"
ESRS 2 SBM-3 ESRS S1,"Material impacts, risks and opportunities and their 
interaction with strategy and business model",GOV-5 IRO-1 SBM-3 - Double Materiality,92-97
S1-1,Policies related to own workforce,"BP 2 Sustainability policies  
S1-1 S1- 5 Strategies, Policies, Actions and Objectives","90-91; 
117"
S1-2,Processes for engaging with own workforce and workers’,"SBM-2 Stakeholder engagement  
S1-2 S1-3 People engagement",152-153;
,representatives about impacts,S1 – 2 Trade union and workers’ representatives,122-123
S1-3,Processes to remediate negative impacts and channels for,"GOV-5 IRO-1 SBM-3 - Double Materiality 
S1-2 S1-3 People engagement","92-97; 
122-123;"
,own workforce to raise concerns,S1-17 Whistleblowing,169-170
