0,1
,"6.3.2.3 Own workforce Policies (S1-1) 
6.3.2.7.1 Policies (S1-1)"
,"6.3.2.8.1 Policies (S1-1) 
6.3.2.9.1 Policies (S1-1)"
,"6.3.3.3 Policies related to value chain workers (S2-1) 
6.3.4.2 Policies related to consumers and end-users (S4-1)"
,"6.4.1.2 Business conduct policies and corporate culture (G1-1) 
6.4.2.2 Policies"
"MDR-A: Actions and resources in relation to material sustainability 
matters","6.2.2.5 Actions and resources (E1-3) 
6.2.3.2.2 Actions and resources (E2-2)"
,"6.2.3.3.2 Actions and resources (E2-2)  
6.2.4.3 Actions and resources (E3-2)"
,"6.2.5.5 Actions and resources (E4-3) 
6.2.6.3.1 Actions and resources (E5-2)"
,"6.2.6.4.1 Actions and resources (E5-2) 
6.3.2.7.2 Actions and resources (S1-4)"
,"6.3.2.8.2 Actions and resources (S1-4) 
6.3.2.9.2 Actions and resources (S1-4)"
,"6.3.3.6 Taking action on material impacts on value chain workers, and 
approaches to managing material risks and pursuing material opportunities"
,"related to value chain workers, and effectiveness of those actions (S2-4) 
6.3.4.5 Taking action on material impacts on consumers and end-users, and"
,"approaches to managing material risks and pursuing material opportunities 
related to consumers and end-users, and effectiveness of those actions (S4-4)"
,"6.4.1.2 Business conduct policies and corporate culture (G1-1) 
6.4.1.5 Management of relationships with suppliers (G1-2)"
,"6.4.1.3 Prevention and detection of corruption and bribery (G1-3) 
6.4.2.3 Actions and resources"
MINIMUM DISCLOSURES REQUIREMENTS ON METRICS AND TARGETS,
MDR-M: Metrics in relation to material sustainability matters,"6.2.2.7 Energy Consumption and Mix (E1-5) 
6.2.2.8 GHG Emissions (E1-6)"
,"6.2.2.9 GHG removals and carbon credits (E1-7) 
6.2.3.2.4 Metrics (E2-5)"
,"6.2.3.3.4 Metrics (E2-4) 
6.2.4.5 Metrics (E3-4)"
,"6.2.6.4.3 Metrics (E5-5) 
6.3.2.6 Characteristics of the undertaking’s employees (S1-6)"
,"6.3.2.9.4 Metrics (S1-8) 
6.3.2.8.4 Metrics (S1-9)"
,"6.3.2.7.4 Metrics (S1-14) 
6.3.4.6 Targets related to managing material negative impacts, advancing"
,"positive impacts and managing material risks and opportunities (S4-5) and 
metrics"
,"6.4.1.3 Prevention and detection of corruption and bribery (G1-3) 
6.4.1.4 Incidents of corruption or bribery (G1-4)"
,"6.4.1.6 Payment practices (G1-6) 
6.4.2.5 Metrics"
"MDR-T: Tracking effectiveness of policies and actions through 
targets","6.2.2.6 Targets (E1-4) 
6.2.3.2.3 Targets (E2-3)"
,"6.2.3.3.3 Targets (E2-3) 
6.2.4.4 Targets (E3-3)"
,"6.2.5.6 Targets and metrics related to biodiversity and ecosystems (E4-4) 
6.2.6.3.2 Targets (E5-3)"
,"6.2.6.4.2 Targets (E5-3) 
6.3.2.7.3 Targets (S1-5)"
,"6.3.2.8.3 Targets (S1-5) 
6.3.2.9.3 Targets (S1-5)"
,"6.3.3.7 Targets related to material negative impacts, advancing positive 
impacts, and managing material risks and opportunities (S2-5)"
,"6.3.4.6 Targets related to managing material negative impacts, advancing 
positive impacts and managing material risks and opportunities (S4-5) and"
,"metrics 
6.4.2.4 Targets"
ESRS 1 - CLIMATE CHANGE,
ESRS 2 General disclosures,See above
Governance,
"o Disclosure requirement related to ESRS 2 GOV-3 Integration of 
sustainability-related performance in incentive schemes","6.1.1.2.3 GOV-3: Integration of sustainability-related performance in incentive 
schemes"
Strategy,
"o Disclosure Requirement E1-1 – Transition plan for climate change 
mitigation",6.2.2.2 Transition plan for climate change mitigation (E1-1)
