0,1
Bayer Annual Report 2024,"A Combined Management Report 
238"
,4.6 Data Points From Other EU Legal Regulations
4.6 Data Points From Other EU Legal Regulations,
The following overview shows all data points resulting from other EU legal regulations that we took into,
account when preparing our sustainability statement.,
,A 4.6/1
List of Datapoints in Cross-Cutting and Topical Standards That Derive From Other EU Legislation,
Disclosure Requirement and related datapoint,Section
ESRS 2 GOV-1 Board's gender diversity paragraph 21 (d),"4.1 General Information on the Sustainability Statement – The role of 
the administrative, management and supervisory bodies [GOV-1]"
"ESRS 2 GOV-1 Percentage of board members who are 
independent paragraph 21 (e)","4.1 General Information on the Sustainability Statement – The role of 
the administrative, management and supervisory bodies [GOV-1]"
ESRS 2 GOV-4 Statement on due diligence paragraph 30,"4.1 General Information on the Sustainability Statement – Statement on 
due diligence [GOV-4]"
"ESRS 2 SBM-1 Involvement in activities related to fossil fuel 
activities paragraph 40 (d) i",not material
"ESRS 2 SBM-1 Involvement in activities related to chemical 
production paragraph 40 (d) ii","4.1 General Information on the Sustainability Statement – Strategy, 
business model and value chain [SBM-1]"
"ESRS 2 SBM-1 Involvement in activities related to controversial 
weapons paragraph 40 (d) iii",not material
"ESRS 2 SBM-1 Involvement in activities related to cultivation and 
production of tobacco paragraph 40 (d) iv",not material
"ESRS E1-1 Transition plan to reach climate neutrality by 2050 
paragraph 14","4.2.2 Climate Change – Our Transition and Transformation Plan for 
climate protection [E1-1]"
"ESRS E1-1 Undertakings excluded from Paris-aligned 
benchmarks paragraph 16 (g)","4.2.2 Climate Change – Our Transition and Transformation Plan for 
climate protection [E1-1]"
ESRS E1-4 GHG emission reduction targets paragraph 34,"4.2.2 Climate Change – Targets related to climate change mitigation 
and adaptation [E1-4]"
"ESRS E1-5 Energy consumption from fossil sources 
disaggregated by sources (only high climate impact sectors)",4.2.2 Climate Change – Energy consumption and mix [E1-5]
paragraph 38,
ESRS E1-5 Energy consumption and mix paragraph 37,4.2.2 Climate Change – Energy consumption and mix [E1-5]
"ESRS E1-5 Energy intensity associated with activities in high 
climate impact sectors paragraphs 40 to 43",4.2.2 Climate Change – Energy consumption and mix [E1-5]
"ESRS E1-6 Gross Scope 1, 2, 3 and Total GHG emissions 
paragraph 44","4.2.2 Climate Change – Greenhouse gas emissions of Scope 1, 2 and 3 
and total greenhouse gas emissions [E1-6]"
ESRS E1-6 Gross GHG emissions intensity paragraphs 53 to 55,"4.2.2 Climate Change – Greenhouse gas emissions of Scope 1, 2 and 3 
and total greenhouse gas emissions [E1-6]"
ESRS E1-7 GHG removals and carbon credits paragraph 56,"4.2.2 Climate Change – GHG removals and GHG mitigation projects 
financed through carbon credits [E1-7]"
"ESRS E1-9 Exposure of the benchmark portfolio to climate-
related physical risks paragraph 66",Phase-in disclosure
"ESRS E1-9 Disaggregation of monetary amounts by acute and 
chronic physical risk paragraph 66 (a)",Phase-in disclosure
"ESRS E1-9 Location of significant assets at material physical risk 
paragraph 66 (c)",Phase-in disclosure
"ESRS E1-9 Breakdown of the carrying value of real estate assets 
by energy-efficiency classes paragraph 67 (c)",Phase-in disclosure
"ESRS E1-9 Degree of exposure of the portfolio to climate-related 
opportunities paragraph 69",Phase-in disclosure
"ESRS E2-4 Amount of each pollutant listed in Annex II of the  
E-PRTR Regulation (European Pollutant Release and Transfer",not material
"Register) emitted to air, water and soil paragraph 28",
ESRS E3-1 Water and marine resources paragraph 9,"4.2.4 Water and Marine Resources – Policies related to water scarcity 
resulting from water consumption [E3-1]"
ESRS E3-1 Dedicated policy paragraph 13,"4.2.4 Water and Marine Resources – Policies related to water scarcity 
resulting from water consumption [E3-1]"
ESRS E3-1 Sustainable oceans and seas paragraph 14,not material
ESRS E3-4 Total water recycled and reused paragraph 28 (c),4.2.4 Water and Marine Resources – Water consumption [E3-4]
"ESRS E3-4 Total water consumption in m3 per net revenue on 
own operations paragraph 29",4.2.4 Water and Marine Resources – Water consumption [E3-4]
