0,1,2,3,4
"Content index of ESRS disclosure requirements: Environmental standard – Climate change
ESRS 2 IRO 1-56",,,,
Disclosure requirements,,"Section /  
Report",Page,Additional information
ESRS E1,Climate change,,,
"ESRS 2, 
GOV-3",Integration of sustainability-related performance in incentive schemes,SUS,97,
E1-1,Transition plan for climate change mitigation,SUS,116,
"ESRS 2, 
SBM-3","Material impacts, risks and opportunities, and their interaction with strategy and business model",SUS,"83, 115",
"ESRS 2, 
IRO-1","Description of the processes to identify and assess material climate-related impacts, risks and opportunities",SUS,88,
E1-2,Policies related to climate change mitigation and adaptation,SUS,119,
E1-3,Actions and resources in relation to climate change policies,SUS,120,
E1-4,Targets related to climate change mitigation and adaptation,SUS,116,
E1-5,Energy consumption and mix,SUS,126,
E1-6,"Gross Scopes 1, 2, 3 and total GHG emissions",SUS,124,
E1-7,GHG removals and G HG mitigation projects financed through carbon credits,SUS,117,
E1-8,Internal carbon pricing,SUS,119,
E1-9,Anticipated financial effects from material physical and transition risks and potential climate-related opportunities,SUS,83,
SUS – Sustainability Statement; AR – Annual Report,,,,
