0,1,2
Management Board Report on the Activity of Enea S.A. and the Enea Group in 2024,,
,Disclosure requirement,Section
,E5-1 – Policies related to resource use and circular economy,10.2.6.
,E5-2 – Actions and resources related to resource use and circular economy,10.2.6.
ESRS E5 Resource,E5-3 – Targets related to resource use and circular economy,10.2.6.
"use and circular 
economy",E5-4 – Resources inflows,10.2.6.
,E5-5 – Resource outflows,10.2.6.
,"E5-6 – Anticipated financial effects from resource use and circular economy-related risks and 
opportunities","Option of gradual 
disclosure used"
,ESRS 2 SBM-2 S1 – Interests and views of stakeholders,10.3.1.
,"ESRS 2 SBM-3 S1 – Material impacts, risks and opportunities and their interaction with strategy 
and business model",10.3.1.
,S1-1 – Policies related to own workforce,10.3.1.
,S1-2 – Processes for engaging with own workers and workers’ representatives about impacts,10.3.1.
,S1-3 – Processes to remediate negative impacts and channels for own workers to raise concerns,10.3.1.
,"S1-4 – Taking action on material impacts on own workforce, and approaches to mitigating material 
risks and pursuing material opportunities related to own workforce, and effectiveness of those",10.3.1.
,"actions 
S1-5 – Targets related to managing material negative impacts, advancing positive impacts, and",
,managing material risks and opportunities,10.3.1.
,S1-6 – Characteristics of the undertaking’s employees,10.3.1.
,S1-7 – Characteristics of non-employees in the undertaking’s own workforce,10.3.1.
"ESRS S1 Own 
workforce",S1-8 – Collective bargaining coverage and social dialogue,10.3.1.
,S1-9 – Diversity metrics,10.3.1.
,S1-10 – Adequate wages,10.3.1.
,S1-11 – Social protection,10.3.1.
,,"10.3.1. 
Option of gradual"
,S1-13 – Training and skills development metrics,disclosure used for
,,"paragraph 83.a. 
10.3.1."
,S1-14 – Health and safety metrics,"Option of gradual 
disclosure used for"
,,paragraph 89.
,S1-15 – Work-life balance metrics,10.3.1.
,S1-16 – Remuneration metrics (pay gap and total remuneration),10.3.1.
,"S1-17 – Incidents, complaints and severe human rights impacts",10.3.1.
,ESRS 2 SBM-2 S2 – Interests and views of stakeholders,10.3.2.
,"ESRS 2 SBM-3 S2 – Material impacts, risks and opportunities and their interaction with strategy 
and business model",10.3.2.
,E2-1 – Policies related to value chain workers,10.3.2.
ESRS S2 Workers in,S2-2 – Processes for engaging with value chain workers about impacts,10.3.2.
the value chain,"S2-3 – Processes to remediate negative impacts and channels for value chain workers to raise 
concerns",10.3.2.
,"S2-4 – Taking action on material impacts on value chain workers, and approaches to managing 
material risks and pursuing material opportunities related to value chain workers, and effectiveness",10.3.2.
,"of those actions 
S2-5 – Targets related to managing material negative impacts, advancing positive impacts, and",
,managing material risks and opportunities,10.3.2.
,ESRS 2 SBM-2 S3 – Interests and views of stakeholders,10.3.3.
,"ESRS 2 SBM-3 S3 – Material impacts, risks and opportunities and their interaction with strategy 
and business model",10.3.3.
,S3-1 – Policies related to affected communities,10.3.3.
ESRS S3 Affected,"S3-2 – Processes for engaging with affected communities about impacts 
S3-3 – Processes for remediation of negative impacts and channels for affected communities to",10.3.3.
communities,raise concerns,
,"S3-4 – Taking action on material impacts on affected communities, and approaches to managing 
material risks and pursuing material opportunities related to affected communities, and",10.3.3.
,"effectiveness of those actions 
S3-5 – Targets related to managing material negative impacts, advancing positive impacts, and",10.3.3.
,managing material risks and opportunities,
,ESRS 2 SBM-2 S4 – Interests and views of stakeholders,10.3.4.
"ESRS S4 Consumers 
and end-users","ESRS 2 SBM-3 S4 – Material impacts, risks and opportunities and their interaction with strategy 
and business model",10.3.4.
,S4-1 – Policies related to consumers and end-users,10.3.4.
