0,1,2,3
DR #,DR Description,Section,Additional information
MDR-P,Policies adopted to manage material sustainability matters,"Policies section in Our sustainable solutions, Climate, Water, Biodiversity, Health and safety, Human rights in the supply chain, Human capital,",
,,Consumer health and product safety,
MDR-A,Actions and resources in relation to material sustainability matters,"Actions and progress section in Our sustainable solutions, Climate, Water, Biodiversity, Health and safety, Human rights in the supply chain,",
,,"Human capital, Consumer health and product safety",
,,"Sustainability statements - General information - Minimum disclosure requirements on actions, targets, and metrics",
MDR-M,Metrics in relation to material sustainability matters,"Metrics section in Our sustainable solutions, Climate, Water, Biodiversity, Health and safety, Human rights in the supply chain, Human capital,",
,,"Consumer health and product safety Sustainability statements - General information - Minimum disclosure requirements on actions, targets,",
,,and metrics,
MDR-T,Tracking effectiveness of policies and actions through targets,"Targets section in Our sustainable solutions, Climate, Water, Biodiversity, Health and safety, Human rights in the supply chain, Human capital,",
,,"Consumer health and product safety Sustainability statements - General information - Minimum disclosure requirements on actions, targets,",
,,and metrics,
ESRS E1 - Climate change,,,
ESRS 2,Integration of sustainability-related performance in incentive schemes,Remuneration report,
GOV-3,,,
E1-1,Transition plan,Sustainability statements - Environmental information - Climate change - Climate Mitigation and Transition Plan,
ESRS 2,"Material impacts, risks, and opportunities and their interaction with strategy",Sustainability statements - Environmental information - Climate change - Climate related risks and opportunities assessment,
SBM 3,and business model,,
ESRS-2,Description of the processes to identify and assess material climate-related,"Sustainability statements - Environmental information - Climate change - Impacts, risks, and opportunities and Climate related risks and",
IRO-1,"impacts, risks, and opportunities",opportunities assessment,
E1-2,Policies related to climate change mitigation and adaptation,Sustainability statements - Environmental information - Climate change - Policies,
E1-3,Actions and resources in relation to climate change policies,Sustainability statements - Environmental information - Climate change - Actions and progress,
E1-4,Targets related to climate change mitigation and adaptation,Sustainability statements - Environmental information - Climate change - Targets,
E1-5,Energy consumption and mix,Sustainability statements - Environmental information - Climate change - Metrics,
E1-6,"Gross scopes 1, 2, 3 and Total GHG emissions",Sustainability statements - Environmental information - Climate change - Metrics,
E1-8,Internal carbon pricing,Sustainability statements - Environmental information - Climate change - Policies - Climate change mitigation and transition risk,
E1-9,Anticipated financial effects from material physical and transition risks and,-,Phase-in option used in
,potential climate-related opportunities,,line with ESRS 1 -
,,,Appendix C
ESRS E3 - Water and marine resources,,,
IRO-1,Description of the processes to identify and assess material water and,"Sustainability statements - Environmental information - Water - Impacts, risks, and opportunities",
,"marine resources-related impacts, risks, and opportunities",Sustainability statements - General information - Interest and views of our stakeholders - Stakeholders,
E3-1,Policies related to water and marine resources,Sustainability statements - Environmental information - Water - Policies,
E3-2,Actions and resources related to water and marine resources,Sustainability statements - Environmental information - Water - Actions and progress,
