0,1,2,3,4,5,6,7
Introduction,Disclosure Requirement and related datapoint,SFDR reference,Pillar 3 reference,Benchmark Regulation reference,EU Climate Law reference,Page,Additional information
Who we are,"ESRS S1-14 Number of days lost to injuries, accidents, 
fatalities or illness paragraph 88 (e)",●,,,,97,
,ESRS S1-16 Unadjusted ge der pay gap paragraph 97 (a),●,,●,,,Not Applicable
ASSA ABLOY as an investment,ESRS S1-16 Excessive CEO pay ratio paragraph 97 (b),●,,,,,Not Applicable
,"ESRS S1-17 Incidents of discrimination paragraph 103 
(a)",●,,,,95,
Divisions overview,"ESRS S1-17 Non-respect of UNGPs on Business and 
Human Rights and OECD paragraph 104 (a)",●,,●,,94-95,
,"ESRS 2- SBM3 – S2 Significant risk of child labour or 
forced labour in the value chain paragraph 11 (b)",●,,,,98-101,
Report of the Board of Directors,"ESRS S2-1 Human rights policy commitments 
paragraph 17",●,,,,"80, 98-101",
Report of the Board of Directors,"ESRS S2-1 Policies related to value chain workers 
paragraph 18",●,,,,"80, 98-101",
Significant risks and risk management,ESRS S2-1 Non-respect of UNGPs on Business and,●,,●,,68,
Corporate governance,"Human Rights principles and OECD guidelines 
paragraph 19",,,,,,
Board of Directors,ESRS S2-1 Due diligence policies on issues addressed,,,●,,80,
Executive Team,"by the fundamental International Labor Organisation 
Conventions 1 to 8, paragraph 19",,,,,,
Internal control – financial reporting,ESRS S2-4 Human rights issues and incidents connected,●,,,,98-100,
Sustainability statement,"to its upstream and downstream value chain paragraph 
36",,,,,,
General information,ESRS S3-1 Human rights policy commitments,●,,,,,Not Applicable
Environmental information,paragraph 16,,,,,,
Social information,"ESRS S3-1 Non-respect of UNGPs on Business and 
Human Rights, ILO principles or and OECD guidelines",●,,●,,,Not Applicable
Governance information,paragraph 17,,,,,,
,"ESRS S3-4 Human rights issues and incidents paragraph 
36",●,,,,,Not Applicable
Financial statements,"ESRS S4-1 Policies related to consumers and end-users 
paragraph 16",●,,,,102,
,"ESRS S4-1 Non-respect of UNGPs on Business and 
Human Rights and OECD guidelines paragraph 17",●,,●,,102,
,"ESRS S4-4 Human rights issues and incidents paragraph 
35",●,,,,102,
,"ESRS G1-1 United Nations Convention against 
Corruption paragraph 10 (b)",●,,,,103,
,"ESRS G1-1 Protection of whistle- blowers paragraph 
10 (d)",●,,,,103,
,"ESRS G1-4 Fines for violation of anti-corruption and 
anti-bribery laws paragraph 24 (a)",●,,●,,103-104,
,"ESRS G1-4 Standards of anti- corruption and anti- 
bribery paragraph 24 (b)",●,,,,103-104,
