0,1
"S1-3 Processes to remediate negative impacts and channels 
for own workforce to raise concerns",Social information - 3.1 Exor employees (see page 123)
"S1-4 Taking action on material impacts on own workforce, 
and approaches to managing material risks and pursuing 
material opportunities related to own workforce, and 
effectiveness of those actions",Social information - 3.1 Exor employees (see page 123-124)
"S1-5 Targets related to managing material negative impacts, 
advancing positive impacts, and managing material risks and 
opportunities",Social information - 3.1 Exor employees (see page 124)
S1-6 Characteristics of the undertaking's employees,Social information - 3.1 Exor employees (see page 124)
S1-9 Diversity metrics,"Social information - 3.2.1 Diversity in Exor (see page 
125-126)"
S1-14 Health and safety metrics,Social information - 3.1 Exor employees (see page 125)
"S1-16 Remuneration metrics (pay gap and total 
remuneration)","Social information - 3.2.1 Diversity in Exor (see page 
126-128)"
"S1-17 Incidents, complaints and severe human rights 
impacts",Social information - 3.2.1 Diversity in Exor (see page 128)
ESRS S2 WORKERS IN THE VALUE CHAIN,
"SBM-3 Material impacts, risks and opportunities and their 
interaction with strategy and business model","Social information - 3.3 Working conditions in the value 
chain (see page 128-129)"
S2-1 Policies related to value chain workers,"Social information - 3.3 Working conditions in the value 
chain (see page 128-129)"
"S2-4 Taking action on material impacts on value chain 
workers, and approaches to managing material risks and 
pursuing material opportunities related to value chain 
workers, and effectiveness of those actions","Social information - 3.3 Working conditions in the value 
chain (see page 128-129)"
"S2-5 Targets related to managing material negative impacts, 
advancing positive impacts, and managing material risks and 
opportunities","Social information - 3.3 Working conditions in the value 
chain (see page 128-129)"
ESRS S4 CONSUMERS AND END-USERS,
"SBM-3 Material impacts, risks and opportunities and their 
interaction with strategy and business model","Social information - 3.4 End users in the value chain (see 
page 130-131)"
S4-1 Policies related to consumers and end-users,"Social information - 3.4 End users in the value chain (see 
page 130-131)"
"S4-4 Taking action on material impacts on consumers and 
end- users, and approaches to managing material risks and 
pursuing material opportunities related to consumers and 
end-users, and effectiveness of those actions","Social information - 3.4 End users in the value chain (see 
page 130-131)"
