0,1
"ESRS E1-2 
Policies related to climate change mitigation and adaptation",Environment
"ESRS E1-3 
Actions and resources in relation to climate change policies",Environment
"ESRS E1-4 
Targets related to climate change mitigation and adaptation",Environment
"ESRS E1-5 
Energy consumption and mix",Environment
"ESRS E1-6 
Gross Scopes 1, 2, 3 and Total GHG emissions",Environment
"ESRS E1-7 
GHG removals and GHG mitigation projects financed through carbon credits",Environment
"ESRS E1-8 
Internal carbon pricing",Environment
"Anticipated financial effects from material physical and transition risks and potential climate-
ESRS E1-9 
related opportunities",Environment
"ESRS S1 
Own workforce",Own workforce
"ESRS 2 SBM-2 – S1 
Interests and views of stakeholders","Strategy, business model, value chain, interests and views of stakeholders, and material impacts, risks and 
opportunities"
"ESRS 2 SBM-3 – S1  Material impacts, risks and opportunities and their interaction with strategy and business model","Strategy, business model, value chain, interests and views of stakeholders, and material impacts, risks and 
opportunities"
,Own workforce
"ESRS S1-1 
Policies related to own workforce",Own workforce
"ESRS S1-2 
Processes for engaging with own workforce and workers’ representatives about impacts",Own workforce
"ESRS S1-3 
Processes to remediate negative impacts and channels for own workers to raise concerns",Own workforce
"Taking action on material impacts on own workforce, and approaches to mitigating material risks 
ESRS S1-4 
and pursuing material opportunities related to own workforce, and effectiveness of those actions",Own workforce
"Targets related to managing material negative impacts, advancing positive impacts, and  
ESRS S1-5 
managing material risks and opportunities",Own workforce
"ESRS S1-6 
Characteristics of the undertaking’s employees",Own workforce
"ESRS S1-7 
Characteristics of non-employee workers in the undertaking’s own workforce",Own workforce
"ESRS S1-8 
Collective bargaining coverage and social dialogue",Own workforce
"ESRS S1-9 
Diversity metrics",Own workforce
"ESRS S1-10 
Adequate wages",Own workforce
"ESRS S1-13 
Training and skills development metrics",Own workforce
"ESRS S1-14 
Health and safety metrics",Own workforce
"ESRS S1-16 
Compensation metrics (pay gap and total compensation)",Own workforce
"ESRS S1-17 
Incidents, complaints and severe human rights impacts",Own workforce
"ESRS S2 
Workers in the value chain",Workers in the value chain
"118 
DHL Group –2024 Annual Report",
