0,1,2,3
Social standards Disclosure requirements,,,
ESRS S1,,Section/,Page Additional Information
Own workforce,,Report,
"ESRS 2,
SBM-2",Interests and views of stakeholders,SS,"121
Stakeholder Mapping and Engagement"
"ESRS 2,
SBM-3","Material impacts, risks and opportunities and their 
interaction with strategy and business model",SS,"101
General Basis for Preparation"
,,SS,"106
Sustainability Governance framework"
,,SS,"119
Double Materiality Assessment Process"
,,SS,"110
DMA outcome"
,,SS,"113
Material IROs identified"
S1-1,Policies related to own workforce,SS,"146
Key policies"
,,SS,"148
Human rights policy commitments"
,,SS,"150
Workplace accident prevention system"
,,SS,"151
Diversity and inclusion"
S1-2,"Processes for engaging with own workers and workers’ 
representatives about impacts",SS,"147
Engaging with our own workforce"
S1-3,"Processes to remediate negative impacts and channels for 
own workers to raise concerns",SS,"155
Remediation and channels to raise concerns"
S1-4,"Taking action on material impacts on own workforce, and 
approaches to mitigating material risks and pursuing",SS,"125
Future-proofing our IRO management process"
,"material opportunities related to own workforce, and",SS,"148
Actions"
,effectiveness of those actions,SS,"150
Actions"
,,SS,"152
Actions"
,,SS,"154
Actions"
