0,1,2,3,4
"Social 
ESRS S1 & S2",,,,
Disclosure requirement,,Reference,"Mandatory (M) / 
Voluntary (V)  
disclosure",Page
S1-1,Policies related to own workforce,"Occupational health and safety
Employee training and development",M,"122, 
130"
,,Human and labor rights,V,115
S1-2,"Processes for engaging with own 
workers and workers’ representatives 
about impacts",Occupational health and safety,M,124
,,Human and labor rights,V,117
S1-3,"Processes to remediate negative 
impacts and channels for own 
workers to raise concerns",Occupational health and safety,M,124
,,Human and labor rights,V,117
S1-4,"Taking action on material impacts on 
own workforce, and approaches to 
mitigating material risks and pursuing 
material opportunities related to own 
workforce, and effectiveness of those 
actions","Occupational health and safety
Employee training and development",M,"124, 
130"
,,Human and labor rights,V,117
