0,1,2,3,4
"Environment
ESRS E1, E3, E5",,,,
Disclosure requirement,,Reference (chapter),"Mandatory (M) / 
Voluntary (V)  
disclosure",Page
E1-9,"Anticipated financial effects from 
material physical and transition risks 
and potential climate-related oppor-
tunities",Climate change and energy,M,82
E3-1,"Policies related to water and marine 
resources",Water and wastewater management,V,88
E3-2,"Actions and resources in relation to 
water and marine resources",Water and wastewater management,V,89
E3-3,"Targets related to water and marine 
resources",Water and wastewater management,V,89
E3-4,Water consumption,Water and wastewater management,V,89
E3-5,"Anticipated financial effects from 
water and marine resources-related 
impacts, risks and opportunities",Water and wastewater management,V,90
E5-1,"Policies related to resource use and 
circular economy",Resource use and circular economy,M,91
E5-2,"Actions and resources related to 
resource use and circular economy",Resource use and circular economy,M,92
E5-3,"Targets related to resource use and 
circular economy",Resource use and circular economy,M,92
E5-4,Resource inflows,Resource use and circular economy,M,92
E5-5,Resource outflows,Resource use and circular economy,V,93
E5-6,"Anticipated financial effects from 
resource use and circular econo-
my-related impacts, risks and oppor-
tunities",Resource use and circular economy,M,95
NA,"Disclosures pursuant to Article 8 of 
Regulation (EU) 2020/852 (Taxono-
my Regulation)",Resource use and circular economy,M,96
