0,1,2,3
Sartorius,,Combined Group Management Report    Sustainability Report,139.0
2. Environmental information,,,
,Disclosure,Page,
Section,Requirement,"number 
Brief description",
Disclosures pursuant to Article 8 of Regulation (EU) 2020/852 (Taxonomy Regulation),,145f.,
Climate,,,
change,,,
Governance,,,
,related to,"Integration of sustainability-related performance in incentive schemes 
119",
,ESRS 2 GOV-3,,
Strategy,,,
,E1 -1,"Transition plan for climate change mitigation 
156",
,related to,"Material impacts, risks and opportunities and their interaction with strategy and 
124f.",
,ESRS 2 SBM-3,business model,
"Impact, risk and opportunity management",,,
,related to,"Description of the processes to identify and assess material climate-related impacts, 
130f.",
,ESRS 2 IRO-1,risks and opportunities,
,MDR-P,"Policies adopted to manage material sustainability matters 
156",
,E1 -2,"Policies related to climate change mitigation and adaptation 
156",
,MDR-A,"Actions and resources in relation to material sustainability matters 
156",
,E1 -3,"Actions and resources in relation to climate change policies 
156",
Metrics and targets,,,
,MDR-T,"Tracking effectiveness of policies and actions through targets 
157",
,E1 -4,"Targets related to climate change mitigation and adaptation 
157",
,MDR-M,"Metrics in relation to material sustainability matters 
160f., 162f.",
,E1 -5,"Energy consumption and mix 
160f.",
,E1 -6,"Gross Scopes 1, 2, 3 and Total GHG emissions 
162f.",
,E1 -7,"GHG removals and GHG mitigation projects financed through carbon credits 
167",
,E1 -8,"Internal carbon pricing 
167",
,E1 -9,"Anticipated financial effects from material physical and transition risks and potential 
167",
,,climate-related opportunities,
