0,1,2,3,4
2024 Financial Report,,,"Management, Sustainability and Governance Report",Consolidated financial statements
,Separate financial,,,
,,,,statements
Governance disclosure,Disclosure requirement,Section,Page/,Notes
,,,Paragraph,
ESRS G1 - Business conduct,,,,
"ESRS 2, GOV-1","The 
role 
of 
the","• 
 C.1.2.1 Role 
of 
the",,
,"administrative,","administrative,  management  and",,
,"supervisory 
and",supervisory bodies,,
,management bodies,,,
"ESRS 2, IRO 1","Description 
of 
the","• 
 C.4.1.1. Description 
of",,
,processes to identify and,"the  processes 
to 
identify  and",,
,"assess  material  impacts,","assess  material 
impacts, 
risks",,
,risks and opportunities,and opportunities,,
G1-1,"Corporate 
culture 
and","• 
 C.4.1.2 
Policy 
on",,
,business conduct policies,corporate  culture  and  business,,
,,conduct,,
,,"• 
 D.3.5.1 Culture 
and",,
,,business conduct,,
"ESRS 2, MDR-P",ESRS  2  MDR-P Policies,"• 
 C.4.1.2 Policies 
related",,
,"adopted 
to 
manage",to business conduct and culture,,
,"material 
sustainability","• 
 C.1.4.1 Policies adopted",,
,matters,to  manage  material  sustainability,,
,,matters,,
G1-2,Management  of  relations,"• 
 C.4.1.3 Management  of",,
,with suppliers,relationships with suppliers,,
"ESRS 2, MDR-A",ESRS  2  MDR-A Actions,"• 
 C.4.1.3 Management  of",,
,and  resources  in  relation,relationships with suppliers,,
,to  material  sustainability,,,
,matters,,,
G1-3,Prevention and detection,"• 
 C.4.1.4 Business Ethics",,
,of corruption and bribery,"• 
 D.3.5.1 
Culture 
and",,
,,business conduct,,
G1-4,"Confirmed 
incidents 
of","• 
 C.4.1.4 Business Ethics",,
,corruption or bribery,,,
G1-5,"Political 
influence 
and",-,-,Not material.
,lobbying activities,,,
G1-6,Payment practices,"• 
 C.4.1.4 Business Ethics",,
"ESRS 2, MDR-T",ESRS 2 MDR-T Tracking,"• 
 C.4.1.5 
Metrics 
and",,
,effectiveness  of  policies,targets,,
,"and 
actions 
through",,,
,targets,,,
ESRS 2 MDR-M,ESRS  2  MDR-M Metrics,"• 
 C.4.1.5 
Metrics 
and",,
,"in 
relation 
to  material",targets,,
,sustainability matters,,,
