0,1,2,3
Sustainability Report,,,Annex to the sustainability Report
ESRS INDICES,,,
INDEX OF ESRS DISCLOSURE REQUIREMENTS,,,
,,Chapter/section of the report,Page number
,,,(from)
ESRS 2 – General disclosures,,General information,
"BP-1 
BP-2","General basis for preparation of the sustainability statement 
Disclosures in relation to specific circumstances","About this sustainability report 
About this sustainability report","229 
229"
"GOV-1 
GOV-2","The role of the administrative, management and supervisory bodies 
Information provided to and sustainability matters addressed by the undertaking’s","Information on the Board of Management and Supervisory Board 
Information on the Board of Management and Supervisory Board;","243 
243"
GOV-3,"administrative, management and supervisory bodies 
Integration of sustainability-related performance in incentive schemes","Sustainability management 
Information on the Board of Management and Supervisory Board","246 
243"
"GOV-4 
GOV-5","Statement on due diligence 
Risk management and internal controls over sustainability reporting","Annex: Disclosures on due diligence 
Risk management and internal controls over sustainability reporting","444 
249"
"SBM-1 
SBM-2","Strategy, business model and value chain 
Interests and views of stakeholders","Business model, value chain and strategy 
Interests and views of stakeholders","230 
239"
SBM-3,"Material impacts, risks and opportunities and their interaction with strategy and 
business model","Sustainability management; 
Procedure for and results of the double materiality assessment;","246 
249"
,,"In all topical standards, in each case under 
“Material impacts, risks and opportunities and their interaction with strategy and business",
,,"model”: 
Climate change",264
,,"Pollution 
Water","298 
311"
,,"Biodiversity and ecosystems 
Resource use and circular economy","318 
327"
,,"Employees and non-employees 
Workers in the value chain","362 
392"
,,"Corporate Citizenship 
Customers","411 
416"
,,"Business conduct information 
Climate change: Strategy: Climate change resilience;","426 
269"
IRO-1,"Description of the process to identify and assess material impacts, risks and","Biodiversity and ecosystems: Impacts and dependencies in or near biodiversity-sensitive areas 
Procedure for and results of the double materiality assessment","320 
 
249"
IRO-2,"opportunities 
Disclosure Requirements in ESRS covered by the undertaking’s sustainability statement",Procedure for and results of the double materiality assessment;,249
,,"Index of ESRS Disclosure Requirements; 
Index of ESRS datapoints that derive from other EU legislation","445 
449"
