0,1,2,3,4
ESRS STANDARD,DISCLOSURE REQUIREMENT,PHASE-IN,"INCORPORATION 
BY REFERENCE",PAGE
Social information,,,,
,Strategy,,,
,S1 SBM-2 Interests and views of stakeholders,,,198
,"S1 SBM-3 Material impacts, risks and opportunities and their interaction with 
strategy and business model",,,198
,"Impact, risk and opportunity management",,,
,MDR-P Obbligo minimo di rendicontazione sulle politiche,,,275
,S1-1 Policies related to own workforce,,,275
,"S1-2 Processes for engaging with own workforce and workers' representatives 
about impacts",,,284
,"S1-3 Processes to remedy negative impacts and channels for own workers to 
raise concerns",,,285
,MDR-A Minimum action reporting requirement,,,287
,"S1-4 Taking action on material impacts on own workforce, and approaches 
to managing material risks and pursuing material opportunities related to own",,,287
,"workforce, and effectiveness of those actions",,,
,Metrics and targets,,,
,MDR-T Minimum measurable target reporting requirement,,,307
S1 Own,"S1-5 Targets related to managing material negative impacts, advancing positive 
impacts, and managing material risks and opportunities",,,307
workforce,MDR-M Minimum disclosure requirement regarding metrics,,,308-312
,S1-6 Characteristics of the undertaking’s employees,,,308
,"S1-7 Characteristics of non-employee workers in the undertaking’s own 
workforce",,,308
,S1-8 Collective bargaining coverage and social dialogue,,,309
,S1-9 Diversity metrics,,,309
,S1-10 Adequate wages,,,309
,S1-11 Social protection,,,309
,S1-12 Persons with disabilities,,,310
,S1-13 Training and skills development metrics,,,310
,S1-14 Health and safety metrics,"Phase-in par. 88 
(non-employee",,310
,,workers),,
,S1-15 Work-life balance metrics,,,311
,S1-16 Remuneration metrics (pay gap and total remuneration),,,311
,"S1-17 Incidents, complaints and severe human rights impacts",,,312
,Strategy,,,
,S2 SBM-2 Interests and views of stakeholders,,,200
,"S2 SBM-3 Material impacts, risks and opportunities and their interaction with 
strategy and business model",,,200
,"Impact, risk and opportunity management",,,
,MDR-P Minimum policy reporting requirement,,,313
,S2-1 Policies related to value chain workers,,,313
S2 Workers in,S2-2 Processes for engaging with value chain workers about impacts,,,315
the value chain,"S2-3 Processes to remedy negative impacts and channels for value chain 
workers to raise concerns",,,285; 315
,MDR-A Minimum action reporting requirement,,,315
,"S2-4 Taking action on material impacts on value chain workers, and approaches 
to managing material risks and pursuing material opportunities related to value",,,315
,"chain workers, and effectiveness of those actions",,,
,Metrics and targets,,,
,MDR-T Minimum measurable target reporting requirement,,,317
,"S2-5 Targets related to managing material negative impacts, advancing positive 
impacts, and managing material risks and opportunities",,,317
