0,1
Disclosure Requirements in ESRS Covered by the Undertaking’s Sustainability Statement [IRO-2],
General Disclosures [ESRS 2],Section
"Disclosure Requirement related to ESRS 2 IRO-1 – Description of 
the processes to identify and assess material pollution-related","4.1 General Information on the Sustainability Statement – Description 
of the processes to identify and assess material pollution-related"
"impacts, risks and opportunities [E2.IRO-1]","impacts, risks and opportunities [E2.IRO-1]"
"Disclosure Requirement related to ESRS 2 IRO-1 – Description of 
the processes to identify and assess material water and marine","4.1 General Information on the Sustainability Statement – Description 
of the processes to identify and assess material water and marine"
"resources-related impacts, risks and opportunities [E3.IRO-1]","resources-related impacts, risks and opportunities [E3.IRO-1]"
"Disclosure Requirement related to ESRS 2 IRO-1 Description of 
processes to identify and assess material biodiversity and","4.1 General Information on the Sustainability Statement – Description 
of processes to identify and assess material biodiversity and"
"ecosystem-related impacts, risks and opportunities [E4.IRO-1]","ecosystem-related impacts, risks and opportunities [E4.IRO-1]"
"Disclosure Requirement related to ESRS 2 IRO-1 Description of 
processes to identify and assess resource use and circular","4.1 General Information on the Sustainability Statement – Description 
of the processes to identify and assess material impacts, risks and"
"economy-related impacts, risks and opportunities [E5.IRO-1]",opportunities related to circular economy [E5.IRO-1]
"Disclosure Requirement IRO-1 - Description of the processes to 
identify and assess material impacts, risks and opportunities","4.1 General Information on the Sustainability Statement – Description 
of the processes to identify and assess material impacts, risks and"
[G1.IRO-1],opportunities related to business conduct [G1.IRO-1]
"Disclosure requirements in ESRS covered by the undertaking’s 
sustainability statement [IRO-2]","4.1 General Information on the Sustainability Statement – Disclosure 
requirements in ESRS covered by the undertaking’s sustainability"
,statement [IRO-2]
"Minimum disclosure requirement - Policies MDR-P – Policies 
adopted to manage material sustainability matters [MDR-P]","4.1 General Information on the Sustainability Statement – Holistic 
policies for managing material sustainability matters [MDR-P] as well"
,as in topical chapters
"Minimum disclosure requirement - Actions MDR-A – Actions and 
resources in relation to material sustainability matters [MDR-A]",In individual topical chapters
"Minimum disclosure requirement – Metrics MDR-M – Metrics in 
relation to material sustainability matters [MDR-M]",In individual topical chapters
"Minimum disclosure requirement – Targets MDR-T – Tracking 
effectiveness of policies and actions through targets [MDR-T]",In individual topical chapters
Climate change [ESRS E1],
Transition plan for climate change mitigation [E1-1],"4.2.2 Climate Change – Our Transition and Transformation Plan for 
climate protection [E1-1]"
"Disclosure Requirement SBM-3 - Material impacts, risks and 
opportunities and their interaction with strategy and business","4.2.2 Climate Change – Material impacts, risks and opportunities and"
model [E1.SBM-3],their interaction with strategy and business model [E1.SBM-3]
Policies related to climate change mitigation and adaptation [E1-2],"4.2.2 Climate Change – Policies related to the reduction of greenhouse 
gas emissions [E1-2] as well as Policies in relation to the adaptation of"
,our business models [E1-2]
Actions and resources in relation to climate change policies [E1-3],"4.2.2 Climate Change – Actions in relation to reducing greenhouse gas 
emissions for Scope 1 and Scope 2 through 2029 [E1-3] as well as"
,"Actions in relation to reducing greenhouse gas emissions for Scope 3 
through 2029 [E1-3] as well as Actions in relation to reducing"
,"greenhouse gas emissions for Scope 1, 2 and 3 through 2050 [E1-3] 
as well as Actions in relation to the reduction of greenhouse gas"
,"emissions in agriculture [E1-3] as well as Actions in relation to the 
adaptation of our business models [E1-3]"
Targets related to climate change mitigation and adaptation [E1-4],"4.2.2 Climate Change – Targets related to climate change mitigation 
and adaptation [E1-4]"
Energy consumption and mix [E1-5],4.2.2 Climate Change – Energy consumption and mix [E1-5]
"Gross Scopes 1, 2, 3 and Total GHG emissions [E1-6]","4.2.2 Climate Change – Greenhouse gas emissions of Scope 1, 2 and 
3 and total greenhouse gas emissions [E1-6]"
"GHG removals and GHG mitigation projects financed through 
carbon credits [E1-7]","4.2.2 Climate Change – GHG removals and GHG mitigation projects 
financed through carbon credits [E1-7]"
Internal carbon pricing [E1-8],4.2.2 Climate Change – Internal carbon pricing [E1-8]
