0,1,2,3
Sustainability Report,,,Annex to the sustainability Report
ESRS S1 – Employees and non-employee workers,,Employees and non-employee workers,
S1-1,Policies related to own workforce,"Processes: Engaging with employees and workers’ representatives about impacts 
Policy: Employees and non-employees","365 
370"
"S1-2 
S1-3","Processes for engaging with own workforce and workers’ representatives about impacts 
Processes to remediate negative impacts and channels for own workforce to raise","Processes: Engaging with employees and workers’ representatives about impacts 
Processes: Remediation of negative impacts and complaint channels","365 
367"
S1-4,"concerns 
Taking action on material impacts on own workforce, and approaches to managing",Working conditions,374
,"material risks and pursuing material opportunities related to own workforce, and 
effectiveness of those actions",,
S1-5,"Targets related to managing material negative impacts, advancing positive impacts, and 
managing material risks and opportunities","Working conditions 
Occupational health and safety","374 
383"
"S1-6 
S1-7","Characteristics of the undertaking’s employees 
Characteristics of non-employee workers in the undertaking’s own workforce","Working conditions 
Working conditions","374 
374"
"S1-8 
S1-9","Collective bargaining coverage and social dialog 
Diversity metrics","Working conditions 
Equal treatment and equal opportunities","374 
385"
"S1-10 
S1-13","Adequate wages 
Training and skills development metrics","Working conditions 
Working conditions","374 
374"
"S1-14 
S1-16","Health and safety metrics 
Remuneration metrics (pay gap and total remuneration)","Occupational health and safety 
Equal treatment and equal opportunities","383 
385"
"S1-17 
ESRS S2 – Workers in the value chain","Incidents, complaints and severe human rights impacts","Other work-related rights 
Workers in the value chain",389
"S2-1 
S2-2","Policies related to value chain workers 
Processes for engaging with value chain workers about impacts","Policy: Workers in the value chain 
Processes: Engaging with value chain workers","395 
398"
S2-3,"Processes to remediate negative impacts and channels for value chain workers to raise 
concerns",Processes: Remedy and complaint channels,400
S2-4,"Taking action on material impacts on value chain workers, and approaches to managing 
material risks and pursuing material opportunities related to value chain workers, and","Actions: Workers in the value chain  
Policy: Workers in the value chain","401 
395"
S2-5,"effectiveness of those actions 
Targets related to managing material negative impacts, advancing positive impacts, and","Targets: Managing material negative impacts, advancing positive impacts, and managing",410
ESRS S3 – Entity-specific disclosures on corporate citizenship in connection with societal,managing material risks and opportunities,"material risks 
Corporate Citizenship",
"impact 
Entity specific disclosures: Policies related to corporate citizenship in connection with societal",,Policies: Societal Impact and Corporate Citizenship,412
"impact  
Entity specific disclosures: Actions related to corporate citizenship in connection with societal",,Actions: Societal Impact and Corporate Citizenship,413
"impact 
Entity specific disclosures: Targets related to corporate citizenship in connection with societal",,Targets: Societal Impact and Corporate Citizenship,415
impact,,,
