0,1,2,3
General Disclosures,,,
ESRS,Topic,Data requirement,Section and page number
ESRS 2,General,BP-1,6.1.1.1 General Basis for Preparation of Sustainability Statements
,requirements,,p. 333
,,BP-2,6.1.1.2 Disclosures in Relation to Specific Circumstances p. 335
,,GOV-1,"6.1.2.1 The Role of the Administrative, Management and Supervisory"
,,,Bodies p. 335
,,GOV-2,6.1.2.2 Information Provided to and Sustainability Matters Addressed
,,,"by EssilorLuxottica’s Administrative, Management and Supervisory"
,,,Bodies p. 337
,,GOV-3,6.1.2.3 Integration of Sustainability-Related Performance in Incentive
,,,Schemes p. 337
,,GOV-4,6.1.2.4 Statement on Due Diligence p. 338
,,GOV-5,6.1.2.5 Risk Management and Internal Controls Over Sustainability
,,,Reporting p. 338
,,SBM-1,"6.1.3.1 Strategy, Business Model and Value Chain p. 338"
,,SBM-2,6.1.3.2 Interests and Views of Stakeholders p. 341
,,SBM-3,6.1.4.1 Description of the Processes to Identify and Assess Material
,,,"Impacts, Risks and Opportunities – EssilorLuxottica Double Materiality"
,,,Assessment p. 343
,,IRO-1,6.1.4.1 Description of the Processes to Identify and Assess Material
,,,"Impacts, Risks and Opportunities – EssilorLuxottica Double Materiality"
,,,Assessment p. 343
,,IRO-2,6.1.4.2 Disclosure Requirements in ESRS Covered by EssilorLuxottica’s
,,,Sustainability Statement p. 356
ESRS E1,Climate change,GOV-3,6.1.2.3 Integration of Sustainability-Related Performance in Incentive
,,,Schemes p. 337
,,SBM-3,"6.2.1.2 Material Impacts, Risks and Opportunities p. 364"
,,IRO-1,"6.2.1.2 Material Impacts, Risks and Opportunities p. 364"
,,E1-1,6.2.1.3 Transition Plan for Climate Change Mitigation p. 366
,,E1-2,6.2.1.4 Policies p. 367
,,E1-3,6.2.1.5 Actions and Resources p. 368
,,E1-4,6.2.1.6 Targets p. 371
,,E1-5,6.2.1.7 Energy Consumption and Mix p. 373
,,E1-6,"6.2.1.8 Total GHG Emissions (Scopes 1, 2 and 3) p. 374"
,,E1-7,6.2.1.9 GHG Removals and GHG Mitigation Projects Financed
,,,Through Carbon Credits p. 376
,,E1-8,6.2.1.10 Internal Carbon Pricing p. 376
,,E1-9,Phase-in
