0,1,2,3
ESRS,Disclosure requirement,Section within,Section
,,Annual Report,page
Entity-specific,Workforce gender balance: Percentage of women in leadership position (L1-L2-L3),Sustainability Statement,227
Entity-specific,Percentage of technical engineering reskill/upskilling,Sustainability Statement,240
Entity-specific,Access rate to training,Sustainability Statement,240
Entity-specific,Employee positions accountable for a direct contribution to P&L,Sustainability Statement,239
Entity-specific,Percentage of countries with more than 150 employees covered by collective agreements,Sustainability Statement,232
S1-6,Characteristics of the undertaking’s employees,Sustainability Statement,228
S1-7,Characteristics of non-employee in the undertaking’s own Workforce,Sustainability Statement,229
S1-8,Workforce Collective bargaining coverage and social dialogue,Sustainability Statement,232
S1-9,Diversity metrics,Sustainability Statement,228
S1-10,Adequate wages,Sustainability Statement,233
S1-11,Social protection,Sustainability Statement,231
S1-12,Person with disabilities metrics,Sustainability Statement,229
S1-13,Training and skills development metrics,Sustainability Statement,241
S1-14,Health and safety metrics,Sustainability Statement,238
Entity-specific,Number of audits on activities likely to produce serious injuries and fatalities,Sustainability Statement,235
S1-15,Work-life balance metrics,Sustainability Statement,233
S1-16,Remuneration metrics (pay gap and total compensation),Sustainability Statement,234
Entity-specific,Number of salary agreements signed in 2024,Sustainability Statement,233
S1-17,"Incidents, complaints and severe human rights impacts",Sustainability Statement,226
Entity-specific,Number of corporate human rights risk-assessment surveys,Sustainability Statement,230
Entity-specific,Number of facilities assessed for human rights,Sustainability Statement,230
Entity-specific,Employee survey participation rate,Sustainability Statement,235
ESRS S2 · Workers in the value chain,,,
"ESRS 2, SBM-2",Interests and views of stakeholders,Sustainability Statement,"182, 241"
"ESRS 2, SBM-3","Material impacts, risks and opportunities and their interaction with strategy and business model",Sustainability Statement,"185, 241"
S2-1,Policies related to value chain workers,Sustainability Statement,242
S2-2,Processes for engaging with value chain workers about impacts,Sustainability Statement,247
S2-3,Processes to remediate negative impacts and channels for value chain workers to raise concerns,Sustainability Statement,249
S2-4,"Taking action on material impacts on value chain workers, and approaches to managing material risks 
and pursuing material opportunities related to value chain workers, and effectiveness of those actions",Sustainability Statement,250
S2-5,"Targets related to managing material negative impacts, advancing positive impacts, and managing 
material risks and opportunities",Sustainability Statement,250
Entity-specific,Percentage of APV from Tier 1 suppliers evaluated on sustainability criteria - direct materials,Sustainability Statement,250
Entity-specific,"Average sustainability scores of Stellantis Tier-1 suppliers assessed by independent third party vs. 
average sustainability scores of all companies assessed by third party",Sustainability Statement,250
Entity-specific,Number of site-audits,Sustainability Statement,250
Entity-specific,Percentage of GRPG acceptance rate by direct material suppliers,Sustainability Statement,250
Entity-specific,Number of Tier 1 suppliers in direct material,Sustainability Statement,247
Entity-specific,Number of countries of our supply base,Sustainability Statement,247
Entity-specific,Value of purchases worldwide,Sustainability Statement,247
ESRS S3 · Affected Communities,,,
"ESRS 2, SBM-2",Interests and views of stakeholders,Sustainability Statement,"182, 251"
"ESRS 2, SBM-3  Material impacts, risks and opportunities and their interaction with strategy and business model",,Sustainability Statement,"185, 251"
S3-1,Policies related to affected communities,Sustainability Statement,252
S3-2,Processes for engaging with affected communities about impacts,Sustainability Statement,252
S3-3,Processes to remediate negative impacts and channels for affected communities to raise concerns,Sustainability Statement,252
S3-4,"Taking action on material impacts on affected communities, and approaches to managing material 
risks and pursuing material opportunities related to affected communities, and effectiveness of those",Sustainability Statement,253
,actions,,
S3-5,"Targets related to managing material negative impacts, advancing positive impacts, and managing 
material risks and opportunities",Sustainability Statement,253
ESRS S4 · Consumers and end-users,,,
"ESRS 2, SBM-2",Interests and views of stakeholders,Sustainability Statement,182
"ESRS 2, SBM-3","Material impacts, risks and opportunities and their interaction with strategy and business model",Sustainability Statement,"185, 253"
S4-1,Policies related to consumers and end-users,Sustainability Statement,"254, 255, 259"
