0,1,2,3,4
SECTION,TOPIC,SUB-TOPIC - SUB-SUB-TOPIC,DISCLOSURE REQUIREMENT,PAGE NUMBER
"Social 
information",ESRS S2 Workers in the value chain,"Other work-related rights - Child 
labour",ESRS 2 SBM-2 Interests and views of stakeholders,153
,,,"ESRS 2 SBM-3 Material impacts, risks and opportunities and their interaction 
with strategy and business model",155
,,,S2-1 Policies related to value chain workers,291
,,,S2-2 Processes for engaging with value chain workers about impacts,291
,,,"S2-3 Processes to remediate negative impacts and channels for value chain 
workers to raise concerns",291
,,,"S2-4 Taking action on material impacts, and approaches to mitigating material 
risks and pursuing material opportunities related to value chain workers, and 
effectiveness of those actions and approaches",291
,,,"S2-5 Targets related to managing material negative impacts, advancing positive 
impacts, and managing material risks and opportunities",292
,,"Other work-related rights - Forced 
labour",ESRS 2 SBM-2 Interests and views of stakeholders,153
,,,"ESRS 2 SBM-3 Material impacts, risks and opportunities and their interaction 
with strategy and business model",155
,,,S2-1 Policies related to value chain workers,291
,,,S2-2 Processes for engaging with value chain workers about impacts,291
,,,"S2-3 Processes to remediate negative impacts and channels for value chain 
workers to raise concerns",291
,,,"S2-4 Taking action on material impacts, and approaches to mitigating material 
risks and pursuing material opportunities related to value chain workers, and 
effectiveness of those actions and approaches",291
,,,"S2-5 Targets related to managing material negative impacts, advancing positive 
impacts, and managing material risks and opportunities",292
