0,1,2,3,4,5
CSRD Topic1,CSRD Disclosure requirement,Other EU legislation2,Reference,Pages3,Assurance level
ESRS E1,"Disclosure requirement related to ESRS 2 GOV-3 Integration of sustainability-related 
performance in incentive schemes",,"Remuneration Report: Non-financial Annual Incentive
Remuneration Report: Long-term Sustainability objectives","76
80",Limited Assurance
Climate change,Disclosure Requirement E1-1 – Transition plan for climate change mitigation,EUCL/P3/BRR,Climate change: Philips transition plan,189,Limited Assurance
,"Disclosure Requirement related to ESRS 2 SBM-3 – Material impacts, risks and opportunities 
and their interaction with strategy and business model",,"Governance: Working with stakeholders and advocacy
ESG governance, strategy and policies: Strategy","54
170","Reasonable 
Assurance"
,,,"Sustainability statement: IRO Table
Climate change: Impact, risk and opportunity management","174
188",
,"Disclosure requirement related to ESRS 2 IRO-1 – Description of the processes to identify and 
assess material climate-related impacts, risks and opportunities",,"Governance: Working with stakeholders and advocacy
Sustainability statement: Double Materiality Assessment","54
171","Reasonable 
Assurance"
,,,"Climate change: Impact, risk and opportunity management",188,
,Disclosure Requirement E1-2 – Policies related to climate change mitigation and adaptation,,"Double Materiality Assessment: Policy Overview
Climate change: Policies, metrics and targets","180
183","Reasonable 
Assurance"
,Disclosure Requirement E1-3 – Actions and resources in relation to climate change policies,,"Climate change: Actions associated with climate change
Climate change: Resources allocated to climate change","184
194",Limited Assurance
,Disclosure Requirement E1-4 – Targets related to climate change mitigation and adaptation,SFDR/P3/BRR,"Climate change: Policies, metrics and targets
Climate change: Designing energy-efficient products","183
189",Limited Assurance
,Disclosure Requirement E1-5 – Energy consumption and mix,SFDR,Climate change: Philips’ energy consumption and mix,184,"Reasonable 
Assurance"
,"Disclosure Requirement E1-6 – Gross Scopes 1, 2, 3 and Total GHG emissions",SFDR/P3/BRR,"Climate change: Philips’ gross Scopes 1, 2, 3 and Total GHG 
emissions",185,"Reasonable 
Assurance"
,"Disclosure Requirement E1-7 – GHG removals and GHG mitigation projects financed through 
carbon credits",EUCL,"Climate change: Philips’ GHG removals and GHG mitigation projects 
financed through carbon credits",187,"Reasonable 
Assurance"
,Disclosure Requirement E1-8 – Internal carbon pricing,,Climate change: Philips’ Internal carbon pricing,188,"Reasonable 
Assurance"
,"Disclosure Requirement E1-9 – Anticipated financial effects from material physical and 
transition risks and potential climate-related opportunities",P3/BRR,Environmental information: Climate change,,"Philips makes use 
of the phase-in"
,,,,,provision
ESRS E5,"Disclosure Requirement related to ESRS 2 IRO-1 – Description of the processes to identify 
and assess material resource use and circular economy-related impacts, risks and",,"Governance: Working with stakeholders and advocacy
Sustainability statement: Double Materiality Assessment","54
171","Reasonable 
Assurance"
Resource use and,opportunities,,"Resource use and circular economy: Impact, risk and opportunity 
management",200,
circular economy,Disclosure Requirement E5-1 – Policies related to resource use and circular economy,,Double Materiality Assessment: Policy Overview,180,Reasonable
,,,"Resource use and circular economy: Policies, metrics and targets",196,Assurance
,"Disclosure Requirement E5-2 – Actions and resources related to resource use and circular 
economy",,"Resource use and circular economy: Actions
Resource use and circular economy: Allocated Resources to","198
200",Limited Assurance
,,,Resource use and circular economy,,
,Disclosure Requirement E5-3 – Targets related to resource use and circular economy,,"Resource use and circular economy: Policies, metrics and targets",196,Limited Assurance
,Disclosure Requirement E5-4 – Resource inflows,,"Resource use and circular economy: Policies, metrics and targets",196,"Reasonable 
Assurance"
,Disclosure Requirement E5-5 – Resource outflows,SFDR,"Resource use and circular economy: Policies, metrics and targets
Resource use and circular economy: Waste","196
203","Reasonable 
Assurance"
,Disclosure Requirement E5-6 – Anticipated financial effects from resource use and circular,"1,2,3",Environmental information: Resource use and circular economy,,Philips makes use
,"economy-related impacts, risks and opportunities",,,,"of the phase-in 
provision"
