0,1,2,3,4,5,6
"Disclosure 
requirement",Datapoint,SFDR reference,Pillar reference,"Benchmark 
Regulation","EU Climate Law 
reference",Page number
,,,,reference,,
ESRS S2-1,Due diligence policies on issues addressed by the fundamental International Labor Organisation Conventions 1 to,,,●,,91
,"8, paragraph 19",●,,,,
ESRS S2-4,Human rights issues and incidents connected to its upstream and downstream value chain paragraph 36,●,,,,91
ESRS S3-1,Human rights policy commitments paragraph 16,●,,●,,Not material
ESRS S3-1,"Non-respect of UNGPs on Business and Human Rights, ILO principles or and OECD guidelines paragraph 17",●,,,,Not material
ESRS S3-4,Human rights issues and incidents paragraph 36,●,,,,Not material
ESRS S4-1,Policies related to consumers and end-users paragraph 16,●,,●,,94
ESRS S4-1,Non-respect of UNGPs on Business and Human Rights and OECD guidelines paragraph 17,●,,,,94
ESRS S4-4,Human rights issues and incidents paragraph 35,●,,,,94
ESRS G1-1,United Nations Convention against Corruption paragraph 10 (b),●,,,,Not material
ESRS G1-1,Protection of whistle-blowers paragraph 10 (d),●,,●,,Not material
ESRS G1-4,Fines for violation of anti-corruption and anti-bribery laws paragraph 24 (a,●,,,,102
ESRS G1-4,Standards of anti- corruption and anti- bribery paragraph 24 (b),,,,,102
