0,1,2,3
5.13.4 ESRS vs GRI cross-reference table,,,
GRI Standards,Disclosure Requirement,Sustainability report,Sections
GRI 2: General,2-1 Organisational details,See the requirements of Directive 2013/34/EU,5.1.1.1
2021 Publication,"2-2 Entities included in the organisation’s 
sustainability report",ESRS 2 BP-1,5.1.4.1
,"2-3 Reporting period, frequency and contact point",ESRS 1,5.1.4.1
,2-4 Information reviews,ESRS 2 BP-2,5.1.4.2
,2-5 External insurance,"See the external insurance requirements of Directive 
(EU) 2022/2464",5.13.6
,"2-6 Activities, value chain and other business 
relationships",ESRS 2 SBM-1,5.1.2.1
,2-7 Employees,ESRS 2 SBM-1; ESRS S1 S1-6,5.1.2.1; 5.8.3.2
,2-8 Workers who are not employees,ESRS S1 S1-7,5.8.3.3
,2-9 Governance structure and composition,ESRS 2 GOV-1; ESRS G1,5.1.1.1
,,"See also the requirements of the corporate 
governance statement of Directive 2013/34/EU for",
,,public interest entities,
,"2-10 Appointment and selection of the highest 
governance body","This topic is not covered by the list of sustainability 
questions in ESRS 1.",3.1
,2-11 Chair of the highest governance body,"This topic is not covered by the list of sustainability 
questions in ESRS 1.",3.1
,"2-12 Role of the highest governance body in 
overseeing impact management",ESRS 2 GOV-1; SBM-2; ESRS G1,5.1.1.1
,"2-13 Delegation of responsibility for impact 
management",ESRS 2 GOV-1; GOV-2; ESRS G1 G1-3,5.1.1.1
,"2-14 Role of the highest governance body in the 
sustainability report",ESRS 2 GOV-5; IRO-1,5.1.1.5
,2-15 Conflicts of interest,"This topic is not covered by the list of sustainability 
questions in ESRS 1.",3.1.1.4
,2-16 Communication of critical concerns,ESRS 2 GOV-2; ESRS G1 G1-1; G1-3,5.1.1.2
,"2-17 Collective knowledge of the highest governance 
body",ESRS 2 GOV-1,5.1.1.1
,"2-18 Assessment of the performance of the highest 
governance body","This topic is not covered by the list of sustainability 
questions in ESRS 1.",5.1.1.1
,,,3.2.1
,2-19 Remuneration policies,ESRS 2 GOV-3; ESRS E1,3.2.1
,,"See also the remuneration report requirements of 
Directive (EU) 2017/828 for listed companies",
,2-20 Process for determining remuneration,ESRS 2 GOV-3,3.2.1
,[ for listed companies only ],"See also the remuneration report requirements of 
Directive (EU) 2017/828 for listed companies",
,2-21 Annual total remuneration ratio,ESRS S1 S1-16,5.8.3.12
,"2-22 Statement on the sustainable development 
strategy",ESRS 2 SBM-1,5.1.2.1
,2-23 Political commitments,"ESRS 2 GOV-4; MDR-P; ESRS S1 S1-1; ESRS S2 S2-1; 
ESRS S3 S3-1; ESRS S4 S4-1; ESRS G1 G1-1","5.1.1.4; 5.8.2.1;
5.9.2.1; 5.10.2.1;"
,,,5.11.2.1; 5.12.2.2
,2-24 Integration of political commitments,"ESRS 2 GOV-2; MDR-P; ESRS S1 S1-4; ESRS S2 S2-4; 
ESRS S3 S3-4; ESRS S4 S4-4; ESRS G1 G1-1","5.1.1.2; 5.8.2.4;
5.9.2.4;"
,,,"5.10.2.4;
5.11.2.4; 5.12.2.2"
,2-25 Negative impacts remediation process,ESRS S1 S1-1; S1-3; ESRS S2,"5.8.2.1; 5.8.2.3;
5.9.2.1; 5.9.2.3;"
,,S2-1; S2-3; S2-4; ESRS,5.9.2.4; 5.10.2.1;
,,S3 S3-1; S3-3; S3-4; ESRS S4 S4-1; S4-3; S4-4,"5.10.2.3;
5.10.2.4; 5.11.2.1;"
,,,5.11.2.3; 5.11.2.4
,"2-26 Mechanisms for seeking advice and reporting 
concerns","ESRS S1 S1-3; ESRS S2 S2-3; ESRS S3 S3- 3; ESRS S4 S4-
3; ESRS G1 G1-1; G1-3","5.8.2.3; 5.9.2.3;
5.10.2.3; 5.11.2.3;"
,,,"5.12.2.2;
5.12.2.6"
,2-27 Compliance with laws and regulations,ESRS 2 SMB-3; ESRS E2,"5.10.11.1; 5.4.2.2;
 5.8.3.13;"
,,E2-4; ESRS S1 H1-17; ESRS G1 G1-4,5.12.3.2
,2-28 Membership associations,"“Political commitment” is a sustainability issue for G1 
covered by ESRS 1. Therefore, this GRI disclosure is",5.12.3.3
,,"covered by MDR-P, MDR-A, MDR-T, and/or as an 
entity-specific metric to be disclosed according to",
,,ESRS 1 §11 and in accordance with MDR-M.,
