0,1,2,3,4
SECTION,TOPIC,SUB-TOPIC - SUB-SUB-TOPIC,DISCLOSURE REQUIREMENT,PAGE NUMBER
"Social 
information",ESRS S1 Own workforce,"Equal treatment and opportunities 
for all - Gender equality and equal 
pay for work of equal value",ESRS 2 SBM-2 Interests and views of stakeholders,153
,,,"ESRS 2 SBM-3 Material impacts, risks and opportunities and their interaction 
with strategy and business model",155
,,,S1-1 Policies related to own workforce,276
,,,"S1-2 Processes for engaging with own workers and workers’ representatives 
about impacts",279
,,,"S1-4 Taking action on material impacts and approaches to mitigating material 
risks and pursuing material opportunities related to own workforce, and 
effectiveness of those actions and approaches",280
,,,"S1-5 Targets related to managing material impacts, advancing positive impacts, 
as well as to risks and opportunities",284
,,,S1-6 Characteristics of the Undertaking’s Employees,285
,,,"S1-7 Characteristics of non employee workers in the undertaking’s own 
workforce",287
,,,S1-16 Remuneration metrics (pay gap and total remuneration),290
,,,"S1-17 Incidents, complaints and severe human rights impacts",290
,,"Equal treatment and opportunities 
for all - Training and skills 
development",ESRS 2 SBM-2 Interests and views of stakeholders,153
,,,"ESRS 2 SBM-3 Material impacts, risks and opportunities and their interaction 
with strategy and business model",155
,,,S1-1 Policies related to own workforce,276
,,,"S1-2 Processes for engaging with own workers and workers’ representatives 
about impacts",279
,,,"S1-4 Taking action on material impacts and approaches to mitigating material 
risks and pursuing material opportunities related to own workforce, and 
effectiveness of those actions and approaches",280
,,,"S1-5 Targets related to managing material impacts, advancing positive impacts, 
as well as to risks and opportunities",284
,,,S1-6 Characteristics of the Undertaking’s Employees,285
,,,"S1-7 Characteristics of non employee workers in the undertaking’s own 
workforce",287
,,,S1-13 Training and skills development metrics,288
,,,"S1-17 Incidents, complaints and severe human rights impacts",290
,,"Equal treatment and opportunities 
for all - Employment and inclusion 
of persons with disabilities",ESRS 2 SBM-2 Interests and views of stakeholders,153
,,,"ESRS 2 SBM-3 Material impacts, risks and opportunities and their interaction 
with strategy and business model",155
,,,S1-1 Policies related to own workforce,276
,,,"S1-2 Processes for engaging with own workers and workers’ representatives 
about impacts",279
,,,"S1-4 Taking action on material impacts and approaches to mitigating material 
risks and pursuing material opportunities related to own workforce, and 
effectiveness of those actions and approaches",280
,,,"S1-5 Targets related to managing material impacts, advancing positive impacts, 
as well as to risks and opportunities",284
,,,S1-6 Characteristics of the Undertaking’s Employees,285
,,,"S1-7 Characteristics of non employee workers in the undertaking’s own 
workforce",287
,,,S1-12 Persons with disabilities,288
,,,"S1-17 Incidents, complaints and severe human rights impacts",290
