Code,Name,Description,Page Range,Relevant Pages,Section Reference
,"stakeholders include other banks, scientists, representatives of non- | governmental organisations and the Commerzbank Sustainability | Advisory Board, which also represents the Bank’s customer per- | spective. The internal stakeholders surveyed were taken from Group | Sustainability Management, Group Strategy, Group Organisation, | Legal, Human Resources, Corporate Clients segment, and Private | and Small-Business Customers segment. Stakeholders from the two | largest subsidiaries, Commerz Real and mBank, were also involved. | Further analysis of the negative and positive impacts is per- | formed independently of the outcome of the initial assessment. Con- | sequently, all IROs are treated as equally material in line with their | assessment. The responsible experts are in charge of prioritising | and monitoring the topic-specific IROs. Overall monitoring of the | sessment are used as a basis and taken into account accordingly. | ing quality assurance measures. Additional quality assurance and | decisions regarding implementation of the actions were undertaken | Overview of the risks and | opportunities assessment process | on the initial stakeholder survey, quality assurance was performed | The materiality of risks and opportunities is determined by as- | sessing their scale and likelihood of occurrence. | Within the framework of the CSRD, the analysis of interrelation- | ships between impacts, dependencies, risks and opportunities plays | an important role for sustainable corporate governance. This ap- | proach facilitates a comprehensive understanding of the complex | interactions that influence Commerzbank’s business strategy. To | make sure the relationships were depicted accurately between im- | pacts, on the one hand, and the risks and opportunities potentially | arising from these impacts, on the other, the corresponding assess- | ment was carried out by the respective responsible experts. This | ensured that the reasons behind assessing the impacts were also | taken into account when assessing the risks and opportunities. | The systematic assessment of risks and opportunities is a central | component of Group sustainability reporting. This assessment was | performed in multiple stages to ensure that we fully understand the | material impacts of our business activities on the environment, so- | ciety and economy. As stipulated in the implementation guidance, | the likelihood of occurrence was determined using a five-point scale: | low, medium, high, very high and actual. The scale of the impact | was also assessed using a five-point scale: minimal to none, low, | medium, high and very high. The type of impact was determined | across three thematic dimensions: environment, social and business | conduct. | Input parameters | the Bank’s Environmental Risk Control department, based primarily | In order to provide as complete an overview as possible of all po- | tentially applicable IROs, different perspectives were taken into ac- | count when defining the IROs. A list of suggestions for all standards | was developed by the central CSRD project to aid in identifying im- | pacts, risks and opportunities. Consistency in reporting is promoted | by including new topics introduced by the ESRS and taking into ac- | count existing content from other reports, supplemented by sug- | gestions from a market comparison on Group sustainability | fleshed out with additional IROs to ensure it provides a complete | picture. Finally, the GRM-RC division validated IROs for the portfo- | lio from a risk perspective to reflect the risk view as it pertains to | various ESRS topics. | in the Bank’s own business operations were assessed by Com- | merzbank’s experts in its Eco and Energy Management department, | Changes to prior reporting periods and dates of | the next review | Since this is the first time this Group Sustainability Report has been | published according to the ESRS, there are no changes to disclose | compared to prior reporting periods. | material impacts, risks and | [E1 IRO-1] Description of the | processes to identify and assess | opportunities | non-greenhouse gas emissions, impacts from toxic soil and water | pollutants, impacts from soil and water pollutants, and the creation | The IROs were identified analogously to the overarching process. | The impacts the Bank can have on climate change due to its financ- | ing activities, as well as the opportunities that could arise for the | Bank from those of its financing activities that promote the climate- | friendly transformation of the economy, were assessed first and | foremost by experts from Group Sustainability Management, draw- | ing on the expertise of various other areas of the Bank, where ap- | propriate, particularly the corporate client business. For the 2024 | financial year, the assessment was carried out predominantly in the | form of a qualitative analysis. | not the upstream or downstream value chain. No consultations were | carried out, including with affected communities. | Commerzbank AG used the WWF Biodiversity Risk Filter to per- | form an analysis of the dependencies and impacts of its locations | with regard to the topic of pollution. No consultations were carried | out with potentially affected communities as part of the analysis. | The analysis shows that Commerzbank AG has no increased nega- | tive impacts or dependencies on environmental pollution in its di- | rect operating business. | [E3 IRO-1] Description of the | processes to identify and assess | Commerzbank AG’s own banking operations on biodiversity, eco- | material impacts, risks and | opportunities relating to | The IROs for the banking business with regard to the topic of | water and marine resources | the overarching process. The assessment of material transition and | ment was again carried out from the impact and dependency per- | spective, encompassing the risk drivers of freshwater use, water | consumption, water supply, water purification and water flow con- | trol. For water and marine resources, no material risk was identified | for the Bank from either a physical or transition risk perspective. | with regard to the topic of water and resource management. No | consultations were carried out with potentially affected communi- | ties as part of the analysis. The analysis shows that Commerzbank | AG has no material negative impacts or dependencies on water and | other resources in its direct operating business. | financing the protection of biodiversity and ecosystem services are | identified according to the overarching processes that apply to all | sustainable financing as described in ESRS IRO-1. | [E5 IRO-1] Description of the | processes to identify and assess | material impacts, risks and | opportunities relating to resource | use and circular economy | A risk assessment was also carried out for resource use and circular | analysis, Commerzbank AG considered resource use from an impact | and dependency perspective, assessing the risk drivers of freshwa- | ter use, seabed use, land use, water use, abiotic and biotic resources, | animal energy, biomass, genetic material and water supply. No ma- | terial risk was identified for the Bank in terms of resource use and | the circular economy, either from an impact or dependency per- | spective. | Commerzbank AG used the WWF Biodiversity Risk Filter to per- | form an analysis of the dependencies and impacts of its locations. | No consultations were carried out with potentially affected commu- | nities as part of the analysis. However, the tool’s methodology does | not explicitly take the aspects of resource use and circular economy | into account, meaning that no specific conclusions can be drawn | regarding dependencies and impacts. | topics, at least one positive and one negative impact were identified, | as well as an opportunity and a risk. Based on the IROs identified as | material, the IROs were assigned to the disclosure requirements un- | der ESRS in order to ascertain which disclosure requirements need | to be disclosed for each standard. This was then used to define and | develop the qualitative and quantitative datapoints at the individual | level together with the responsible experts, including process de- | scriptions, information on estimation methods and calculation for- | mulas. The table below lists all the disclosure requirements and data | points that derive from the ESRS, cross-referencing the correspond- | ing sections in this report. | The next table lists all data points that derive from other EU leg- | islation, cross-referencing the corresponding sections in this report. | Covered disclosure requirements | Disclosure requirement | General information | according to EFRAG FAQ are not applicable as at 31 | December 2024. | Environmental disclosures | Disclosures pursuant to Article 8 of Regulation 2020/852 (EU Taxonomy) | Disclosure requirement | accordance with the relief provided for phased-in | disclosure requirements. | not reported as at 31 December 2024 in | Entity-specific disclosure of the €300bn target ESD | Social disclosures | effectiveness of those actions | need to be reported as at 31 December 2024 in | Disclosure requirement | and end-users, and effectiveness of those actions | Entity-specific disclosure: Product responsibility ESD | Entity-specific disclosure: Customer satisfaction ESD | Entity-specific disclosure: Customer service and customer proximity ESD | Entity-specific disclosure: Protection against over-indebtedness ESD | Entity-specific disclosure: Access to banking products for people with physical and ESD cognitive impairments | Entity-specific disclosure: Data protection ESD | Governance disclosures | Entity-specific disclosure: Prevention of money laundering and terrorist financing ESD | Entity-specific disclosure: Tax transparency ESD | List of datapoints in cross-cutting and topical standards that derive from other EU legislation | (according to ESRS 2, Appendix B) | Disclosure requirement and SFDR Pillar 3 reference related datapoint reference | Board’s gender diversity, Annex II Annex 1 paragraph 21 (d) | Percentage of board members who are independent, | paragraph 21 (e) | Statement on due diligence, Annex 1 paragraph 30 | Commission Implementing Regulation Involvement in activities related to of Annex 1 (EU) 2022/2453, Table 1: Qualitative fossil fuel activities, | information on Environmental risk and paragraph 40 (d) i | Table 2: Qualitative information on Social risk | Involvement in activities related to Table #2 of Annex chemical production, | 1 paragraph. 40 (d) ii","At Commerzbank AG, sustainability risks are viewed as a cross-cut- 81 81 | ting topic that can manifest themselves in the traditional risk types. 81 81 | A special unit has been established in Risk Management. to take 81 81 | account of the particular importance of sustainability risks. 81 81 | 81 81 | Decision-making process and internal 81 81 | control procedures 81 81 | In a first step, the findings of the stakeholder survey (for the pur- 81 81 | poses of initial appraisal) were mapped to the results of the as- 81 81 | sessment in order to provide a comparison and identify deviations. 81 81 | The second step included extensive quality assurance by independ- 81 81 | were validated and any identified anomalies were documented us- 81 81 | and documented by Group Sustainability Management. For IROs as- 81 81 | sessed by GM-STS using standards identified as non-material based 81 81 | by the responsible departments and then again by independent 81 81 | third parties. 81 81 | Inclusion in the general risk management 81 81 | process 81 81 | As stipulated by the Bank’s internal hierarchy of responsibilities, 81 81 | environmental topics were assessed from the risk perspective by 81 81 | Group Risk Management Environmental Risk Control, and from the 81 81 | opportunity perspective by Group Sustainability Management. So- 81 81 | cial and governance issues were assessed by Group Sustainability 81 81 | Management, focusing on both the opportunity perspective and the 81 81 | risk perspective to determine financial materiality. Risk Manage- 81 81 | ment was also involved to assess the topics based on the findings of 81 81 | the risk inventory. Detailed descriptions can be found in 81 81 | for climate and for biodiversity. The impact 81 81 | assessments were performed by the responsible departments. Sup- 81 81 | plementary coordination and quality assurance was carried out cen- 81 81 | trally by Group Sustainability Management. 81 81 | Based on the findings from the 2024 materiality assessment, the 81 81 | next reporting cycle will assess the extent to which existing risk 81 81 | management processes need to be expanded. 81 81 | The assessment of material risks was performed by experts from 82 82 | 82 82 | on the results of the annual climate risk materiality assessment. The 82 82 | sector-based SBTi steering at Commerzbank was used to identify 82 82 | the key business activities where considerable effort will be needed 82 82 | to make such activities compatible with the transition to a climate- 82 82 | neutral economy. The sectors covered by the Sectoral Decarboniza- 82 82 | tion Approach (SDA) are extremely carbon intensive and account 82 82 | for up to 87% of the global carbon emissions budget by 2050, ac- 82 82 | cording to the Science Based Targets initiative. Commerzbank’s ob- 82 82 | detail in ESRS E1-4. A more detailed description of this analysis can 82 82 | be found in Material impacts, risks and opportuni- 82 82 | ties and their interaction with strategy and business model. 82 82 | The impacts, opportunities and risks related to climate change 82 82 | backed by their many years of experience in setting up and manag- 82 82 | ing an ISO-certified energy and environmental management system. 82 82 | [E2 IRO-1] Description of the 82 82 | processes to identify and assess 82 82 | opportunities relating to pollution 82 82 | As part of the risk assessment, Commerzbank AG evaluates the neg- 82 82 | ative impacts on the environment based on the following drivers: 82 82 | and discharge of waste. When translating this to the risk perspective, 82 82 | a regulatory filter is also added to assess whether the negative im- 82 82 | pacts from the sectors could translate into a transition risk. For this 82 82 | purpose, we consult applicable legal provisions as well as regula- 82 82 | tory requirements such as the EU Biodiversity Strategy; the Zero 82 82 | Pollution Action Plan for Air, Water and Soil; the EU Circular Econ- 82 82 | omy Action Plan; and the German Biodiversity Strategy. The risk 82 82 | assessment for 2024 concluded that individual analysis of pollution 82 82 | as a driver does not result in a material transition risk for the Bank. 82 82 | So far, the assessment only takes into account the respective sector, 82 82 | [E4 IRO-1] Description of the 83 83 | 83 83 | processes to identify and assess 83 83 | material impacts, risks and 83 83 | opportunities relating to 83 83 | biodiversity and ecosystems 83 83 | A separate analysis applying the WWF Biodiversity Risk Filter is 83 83 | used to determine the material impacts, risks and dependencies of 83 83 | systems and biodiversity sensitive areas. Further information can 83 83 | be found in SBM-3. 83 83 | biodiversity and ecosystem services were determined in line with 83 83 | tal risks, based primarily on the findings of the annual environmen- 83 83 | tal risk materiality assessment. Further information can be found in 83 83 | SBM-3. 83 83 | The material impacts that Commerzbank AG can have on biodi- 83 83 | versity in connection with its financing activities are a key impact 83 83 | driver for transition risks and were therefore also included in the 83 83 | environmental risk materiality assessment. Given the limited pool of 83 83 | data, this impact assessment is currently only carried out on a sec- 83 83 | tor-specific basis, not a location-specific basis. For this reason, no 83 83 | meaningful consultation with affected communities is possible at 83 83 | the present time. 83 83 | The material opportunities that arise for Commerzbank AG from 83 83 | [G1 IRO-1] Description of the 84 84 | processes to identify and assess 84 84 | material impacts, risks and 84 84 | opportunities relating to 84 84 | business conduct 84 84 | The IROs were identified analogously to the overarching process. 84 84 | managing relationships with suppliers, including payment practices, 84 84 | consideration was given to aspects including due diligence vis-à-vis 84 84 | business partners to ensure respect for human rights, prevention of 84 84 | child and forced labour, relevant guidelines for suppliers, and the 84 84 | established codes of conduct aimed at reducing negative impacts 84 84 | on the environment and society. 84 84 | 84 84 | [IRO-2] Disclosure 84 84 | requirements covered 84 84 | Using ESRS 1 AR 16 as a base, the list of topics provided therein 84 84 | was supplemented with company-specific topics. For each of these 84 84 | 85 85 | Comments Page number 85 85 | 91 85 85 | Comments Page number 86 86 | 86 86 | 115 86 86 | Comments Page number 87 87 | 87 87 | 142 87 87 | 143 87 87 | 144 87 87 | 145 87 87 | 146 87 87 | 147 87 87 | 154 87 87 | 156 87 87 | Benchmark Regulation reference EU Climate Law reference Page number 87 87 | according to 87 87 | EFRAG Q&A 87 87",81,"16,31,40,87,91,115,142,143,144,145,146,147,154,156,852","paragraph 21, paragraph 30, paragraph 40"
BP-1,General basis for preparation of Group sustainability statements,49 85 85,85,49,
BP-2,Disclosures in relation to specific circumstances,49 85 85,85,49,
E1-3,Actions and resources in relation to climate change policies,96 86 86,86,96,
E1-4,Targets related to climate change mitigation and adaptation,97 86 86,86,97,
E1-6,"Gross Scopes 1, 2, 3 and Total GHG emissions",101 86 86,86,101,
E1-7,GHG removals and GHG mitigation projects financed through CO2 credits,110 86 86,86,110,
E1-9,Anticipated financial effects from material physical and transition risks and potential climate-related opportunities,Disclosures are not reported as at 31 December 2024 in 86 86,86,31,
E2,"As with the procedure described in IRO-1, the risk assess- | economy analogous to and . As part of this",physical risks was performed by the Bank’s experts on environmen- 83 83 | Concerning IROs within the context of the company’s policy on 84 84,83,,
E4-1,Transition plan and consideration of biodiversity and ecosystems in strategy and business model,111 86 86,86,111,
