Code,Name,Description,Page Range,Relevant Pages,Section Reference
,"ESRS Content index | ESRS | ESRS 2 GENERAL DISCLOSURES | management and supervisory bodies | Policies related to climate change mitigation and | Targets related to climate change mitigation and | Anticipated financial effects from material physical and | opportunities | incentive schemes | ESRS | environment and biodiversity | and opportunities | resource use and circular economy | impacts, risks and opportunities | representatives about impacts | own workforce to raise concerns | ESRS | Taking action on material impacts on own workforce, and approaches to managing material risks and pursuing material | those actions | and opportunities | ENTITY-SPECIFIC DISCLOSURES | and objectives related to Workers in the value chain | Processes for engaging with value chain workers about | Processes to remediate negative impacts and channels | Taking action on material impacts on value chain workers, and approaches to managing material risks | chain workers, and effectiveness of those action | Targets related to managing material negative impacts, | ESRS Description | communities | Processes to remediate negative impacts and channels | Taking action on material impacts on affected communities, and approaches to managing material | affected communities, and effectiveness of those actions | Targets related to managing material negative impacts, | objectives related to customers | about impacts | for consumers and end-users to raise concerns | Taking action on material impacts on consumers and end- users, and approaches to managing material risks and | end-users, and effectiveness of those actions | risks and opportunities | ENTITY-SPECIFIC DISCLOSURES | ESRS | ENTITY-SPECIFIC DISCLOSURES | Sustainable Finance | ICT | Tax Strategy","192 192 | Description Section Pag 192 192 | 2 Sustainability policies Transition Plan Policies and Actions 90-91; 192 192 | Transition Plan Policies and Actions Objectives 99-104; 192 192 | Climate change risk management (TCFD framework) Anticipated financial effects from material physical 99-100; 192 192 | Sustainability performance in incentive systems 88-89 192 192 | Description Section Pag 193 193 | 110-112 193 193 | 193 193 | 113-114 193 193 | – 2 Trade union and workers’ representatives 122-123 193 193 | Whistleblowing 169-170 193 193 | Description Section Pag 194 194 | 194 194 | Sustainability performance in incentive systems 88-89 194 194 | 141-146 194 194 | 147 194 194 | Stakeholder engagement - Strategies, policies, actions 152-153; 194 194 | - Double Materiality - Strategies, policies, actions 92-97; 194 194 | - Double Materiality 92-97; 194 194 | Sustainability performance in incentive systems Health and safety metrics 88-89; 194 194 | Section Pag 195 195 | 195 195 | Objective policies and management of impacts relating to the affected 148-151; 195 195 | - Double Materiality 195 195 | communities 195 195 | - Double Materiality Objective policies and 92-97; 195 195 | 164 195 195 | objectives related to customers 164 195 195 | Whistleblowing 169-170 195 195 | - Double Materiality 92-97; 195 195 | Description Section Pag 196 196 | 173-182 196 196 | - Double Materiality Sustainable Finance 92-97; 174-175; 196 196 | - Double Materiality ICT 92-97; 175-176 196 196 | - Double Materiality Tax Strategy 92-97; 177-182 196 196",192,"88,89,90,91,92,93,94,95,96,97,99,100,101,102,103,104,110,111,112,113,114,122,123,141,142,143,144,145,146,147,148,149,150,151,152,153,164,169,170,173,174,175,176,177,178,179,180,181,182",
BP,2 Sustainability policies Objective policies and | 2 Sustainability policies Corporate culture and business conduct,90-91; 195 195,195,"90,91",
BP-1,General basis for preparation of sustainability statements,Methodological note 73-74 192 192,192,"73,74",
BP-2,Disclosures in relation to specific circumstances,Methodological note 73-74 192 192,192,"73,74",
E1,CLIMATE CHANGE,192 192,192,,
E1-2,The constant improvement of energy efficiency,192 192,192,,
E2,POLLUTION,N.A 193 193,193,,
E4,BIODIVERSITY AND ECOSYSTEMS,193 193,193,,
G1,BUSINESS CONDUCT,195 195,195,,
G1-1,Business conduct policies and corporate culture,policies and objectives 165; 88-89 195 195,195,"88,89,165",
