Code,Name,Description,Page Range,Relevant Pages,Section Reference
,The Disclosure Requirements included in this sustainability statement are listed below. | Section / ESRS | General information | ESRS 2 General Disclosures | opportunities | MDR-P – Policies adopted to manage material sustainability matters | MDR-A – Actions and resources in relation to material sustainability matters | MDR-M – Metrics in relation to material sustainability matters | MDR-T – Tracking effectiveness of policies and actions through targets | Section / ESRS | Social information | concerns | and effectiveness of those actions,"108 108 | Disclosure Requirement Page Section / ESRS Disclosure Requirement Page 108 108 | Environmental information 108 108 | – General basis for preparation of sustainability statements 33 Climate change Integration of sustainability related performance in incentive schemes 64 108 108 | 45 – Internal carbon pricing 79 108 108 | 42 108 108 | Disclosure Requirement Page Section / ESRS Disclosure Requirement Page 109 109 | Social information 109 109 | 86 – Taking action on material impacts on value chain workers, and approaches to 109 109 | 87 – Targets related to managing material negative impacts, advancing positive 109 109",108,"33,42,45,64,79,86,87",
BP-2,– Disclosures in relation to specific circumstances,34 – Transition plan for climate change mitigation 65 108 108,108,"34,65",
G1-4,– Confirmed incidents of corruption or bribery,107 109 109,109,107,
G1-6,– Payment practices,107 109 109,109,107,
GOV-1,"– The role of the administrative, management and supervisory bodies","35 – Material impacts, risks and opportunities and their interaction with strategy and business model 67 108 108",108,"35,67",
GOV-2,"– Information provided to and sustainability matters addressed by the undertaking’s administrative, management and supervisory bodies",38 – Description of the processes to identify and assess material climate- 108 108,108,38,
GOV-3,- Integration of sustainability-related performance in incentive schemes,"38 related impacts, risks and opportunities 68 108 108",108,"38,68",
GOV-4,- Statement on due diligence,39 – Policies related to climate change mitigation and adaptation 69 108 108,108,"39,69",
GOV-5,- Risk management and internal controls over sustainability reporting,39 – Actions and resources in relation to climate change policies 70 108 108,108,"39,70",
IRO-1,"- Description of the processes to identify and assess material impacts, risks and",– GHG removals and GHG mitigation projects financed through carbon credits 79 108 108,108,79,
IRO-2,– Disclosure requirements in ESRS covered by the undertaking’s sustainability statement,47 108 108,108,47,
S1,Own workforce,– Interests and views of stakeholders 81 Workers in the value chain – Interests and views of stakeholders 94 109 109,109,"81,94",
S1-1,– Policies related to own workforce,83 – Policies related to value chain workers 95 109 109,109,"83,95",
S1-10,– Adequate wages,"92 – Description of the processes to identify and assess material impacts, risks and opportunities 103 109 109",109,"92,103",
S1-14,– Health and safety metrics,92 G1-1– Business conduct policies and corporate culture 104 109 109,109,"92,104",
S1-16,– Compensation metrics (pay gap and total compensation),93 – Management of relationships with suppliers 105 109 109,109,"93,105",
S1-17,"– Incidents, complaints and severe human rights impacts",93 – Prevention and detection of corruption and bribery 106 109 109,109,"93,106",
S1-2,– Processes for engaging with own workers and workers’ representatives about impacts,85 – Processes for engaging with value chain workers about impacts 97 109 109,109,"85,97",
S1-3,– Processes to remediate negative impacts and channels for own workers to raise,– Processes to remediate negative impacts and channels for value chain workers to raise concerns 97 109 109,109,97,
S1-4,"– Taking action on material impacts on own workforce, and approaches to mitigating material risks and pursuing material opportunities related to own workforce,","managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions 98 109 109",109,98,
S1-5,"– Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities","89 impacts, and managing material risks and opportunities 99 109 109",109,"89,99",
S1-6,– Characteristics of the undertaking’s employees,91 Governance information 109 109,109,91,
S1-9,– Diversity metrics,"92 Business Conduct – The role of the administrative, supervisory and management bodies 101 109 109",109,"92,101",
SBM-1,"– Strategy, business model and value chain",39 – Targets related to climate change mitigation and adaptation 72 108 108,108,"39,72",
SBM-2,– Interests and views of stakeholders,41 – Energy consumption and mix 74 108 108,108,"41,74",
SBM-3,"- Material impacts, risks and opportunities and their interaction with strategy and business model | Material impacts, risks and opportunities and their interaction with","42 – Gross Scopes 1, 2, 3 and Total GHG emissions 75 108 108 | 82 – Material impacts, risks and opportunities and their interaction with strategy and business model 95 109 109",108,"42,75,82,95",
