Code,Name,Description,Page Range,Relevant Pages,Section Reference
,"Sartorius | workshops, forums) on general corporate development and infrastructure and construction projects, as well | as the complaint mechanisms that ensure continuous feedback. | Sartorius refers in this regard to its comments under ESRS 2 SBM-2. The interests of the relevant stakeholder | groups have therefore been incorporated into the process for identifying and assessing the material impacts, | risks and opportunities associated with resource use and circular economy and thus have been taken into | account. | In the above-mentioned double materiality assessment, the material impacts, risks and opportunities | associated with business conduct were identified and assessed with the involvement of various internal | experts, taking into account the company’s business model and activities and the geographical locations of | its activities. | and marine resources | In the double materiality assessment mentioned above, the impacts, risks and opportunities associated with | water and marine resources and with biodiversity and ecosystems were also examined. Primarily physical | risks as well as systemic risks and transition risks were taken into consideration. | For the company’s own operations, | environmental management systems of the production sites was mainly consulted and an examination was | made of the extent to which there are indications as to whether these contribute to the direct factors | influencing the loss of biodiversity or whether the sites have impacts on the status of species, on the extent | and status of ecosystems or on ecosystem services. As a result, Sartorius has not identified any of its own sites | in or near biodiversity sensitive areas. Therefore, no remedial action relating to biodiversity needs to be | taken. Due to the operational activities of Sartorius, there are therefore no significant impacts that have a | negative impact on areas with biodiversity in need of protection. | The company also carried out a water stress analysis for the relevant production sites. Furthermore, Sartorius | does not currently have any sites in high water stress areas as defined by the “Aqueduct” water risk atlas of the | World Resources Institute (WRI) where there is a dependency on water (e.g. in the production process). | At present, there are also no significant dependencies on biodiversity and water resources with regard to the | consumption of materials and raw materials along the entire value chain, as the company currently only uses | insignificant quantities of biological materials and does not purchase any significant quantities of water. | As regards the upstream value chain, there is currently no comprehensive information available that would | allow an assessment of the negative impacts on biodiversity and ecosystems or on water and marine resources. | The evaluation of sustainability-related supplier monitoring by an external provider has not revealed any | indications of incidents relating to water and marine resources, biodiversity or ecosystems. | As regards the downstream value chain, information on customers available to the company from product | management and sales was taken into account. According to this information, no significant impacts on water | resources and biodiversity have been identified. | Local communities have not yet been consulted. | As a result, Sartorius has come to the conclusion that there were no significant actual or potential impacts, | risks or opportunities relating to either topic in the reporting year. | Sartorius | The company will regularly monitor the topics of biodiversity and water and marine resources as part of its | sustainability reporting in order to identify potential changes or new risks at an early stage. | Integration of the results of the double materiality assessment into corporate processes | The entire double materiality assessment process and its results are closely coordinated and interlinked with | Corporate Risk Management. Risk | inventory. Close cooperation between Corporate Sustainability and the central risk management team also | ensured that, where impacts and dependencies were identified, a review was carried out to determine whether | these gave rise to financial risks and/or opportunities. The assessment criteria used for the double materiality | assessment are also coordinated with Corporate Risk Management. During the validation phase, the | assessments were also subjected to a final comparison with the company’s previous risk profile. In addition, | the material sustainability risks are part of the company’s risk inventory, ensuring that sustainability risks have | the same importance as other risks in the company. | Sartorius did not | opportunity management processes is not yet relevant. | Prioritization and monitoring of sustainability issues | The Corporate Sustainability department is responsible for the entire process of identifying, evaluating, | prioritizing and monitoring material sustainability | interlinking it with other corporate processes such as the human rights due diligence process, risk and | opportunity management and other relevant processes. A further prioritization of the material IROs has not | yet taken place and will be reviewed in fiscal year 2025. | sustainability statement | The following table summarizes the ESRS reporting requirements contained in the Sustainability Statement. | The table refers to the page numbers and/or paragraphs where the corresponding reporting requirements can | be found in the Sustainability Statement. | The disclosures subject to reporting requirements were determined on the basis of EFRAG’s implementation | guide (‘List of ESRS Datapoints’). The company has not identified any immaterial datapoints and therefore has | not made use of the materiality of information principle. In the first reporting year, the company concentrated | on mandatory disclosures. However, it has also voluntarily included disclosures that are subject to a transitional | Sartorius | 1. General information | Index of ESRS Disclosure Requirements | Section | Requirement | 1. Basis for preparation | 2. Governance | administrative, management and supervisory bodies | 3. Strategy | business model | 4. Impact, risk and opportunity management | opportunities | statement | Sartorius | 2. Environmental information | Disclosure | Section | Disclosures pursuant to Article 8 of Regulation (EU) 2020/852 (Taxonomy Regulation) | Climate | change | Governance | related to | Strategy | Impact, risk and opportunity management | MDR-P | MDR-A | Metrics and targets | MDR-T | MDR-M | climate-related opportunities | Sartorius | Disclosure | Section | Pollution | Impact, risk and opportunity management | related to | MDR-P | MDR-A | Metrics and targets | MDR-T | MDR-M | Water and marine resources | Biodiversity and ecosystems | Resource use and circular economy | risks and opportunities | Sartorius | 3. Social information | Disclosure | Section | Own workforce | Strategy | related to | Impact, risk and opportunity management | MDR-P | impacts | concerns | MDR-A | material risks and pursuing material opportunities related to own workforce, and | effectiveness of those actions | Metrics and targets | MDR-T | and managing material risks and opportunities | MDR-M | Sartorius | Disclosure | Section | Workers in the value chain | Strategy | related to | Impact, risk and opportunity management | MDR-P | concerns | MDR-A | managing material risks and pursuing material opportunities related to value chain | workers, and effectiveness of those actions | Metrics and targets | MDR-T | and managing material risks and opportunities | MDR-M | 4. Governance information | Corporate culture | Governance","Combined Group Management Report Sustainability Report 136.0 136 136 | nan 136 136 | information from environmental compatibility assessments and the nan 136 136 | Combined Group Management Report Sustainability Report 137.0 137 137 | nan 137 137 | identification is already based on the Corporate Risk Management nan 137 137 | identify any opportunities in fiscal year 2024, so their integration into the company’s nan 137 137 | issues and the associated IROs. This also includes nan 137 137 | Combined Group Management Report Sustainability Report 138.0 138 138 | nan 138 138 | Disclosure Brief description Page nan 138 138 | number nan 138 138 | Combined Group Management Report Sustainability Report 139.0 139 139 | nan 139 139 | Page nan 139 139 | Requirement number Brief description nan 139 139 | 145f. nan 139 139 | Integration of sustainability-related performance in incentive schemes 119 nan 139 139 | Material impacts, risks and opportunities and their interaction with strategy and 124f. nan 139 139 | Description of the processes to identify and assess material climate-related impacts, 130f. nan 139 139 | Policies adopted to manage material sustainability matters 156 nan 139 139 | Actions and resources in relation to material sustainability matters 156 nan 139 139 | Tracking effectiveness of policies and actions through targets 157 nan 139 139 | Metrics in relation to material sustainability matters 160f., 162f. nan 139 139 | Combined Group Management Report Sustainability Report 140.0 140 140 | Brief description Page nan 140 140 | Requirement number nan 140 140 | nan 140 140 | Description of the process to identify and assess material pollution-related impacts, 130f. nan 140 140 | Policies adopted to manage material sustainability matters 168 nan 140 140 | Actions and resources in relation to material sustainability matters 168 nan 140 140 | Tracking effectiveness of policies and actions through targets 169 nan 140 140 | Metrics in relation to material sustainability matters 169 nan 140 140 | Description of processes for identifying and assessing material impacts, risks and 130f. nan 140 140 | Description of the processes for identifying and assessing significant impacts, risks and 130f. nan 140 140 | Description of the processes to identify and assess material resource use and circular 130f. nan 140 140 | Policies adopted to manage material sustainability matters 172 nan 140 140 | Actions and resources in relation to material sustainability matters 172 nan 140 140 | Tracking effectiveness of policies and actions through targets 173 nan 140 140 | Metrics in relation to material sustainability matters 173 nan 140 140 | Combined Group Management Report Sustainability Report 141.0 141 141 | nan 141 141 | Brief description Page nan 141 141 | Requirement number nan 141 141 | Interests and views of stakeholders 122f. nan 141 141 | Material impacts, risks and opportunities and their interaction with strategy and 124f. nan 141 141 | Policies adopted to manage material sustainability matters 179f. nan 141 141 | Actions and resources in relation to material sustainability matters 182f. nan 141 141 | Tracking effectiveness of policies and actions through targets 184 nan 141 141 | Metrics in relation to material sustainability matters 184f. nan 141 141 | Combined Group Management Report Sustainability Report 142.0 142 142 | Brief description Page nan 142 142 | Requirement number nan 142 142 | nan 142 142 | Disclosure Requirement – Interests and views of stakeholders 122f. nan 142 142 | Disclosure Requirement – Material impacts, risks and opportunities and their 124f. nan 142 142 | Policies adopted to manage material sustainability matters 202 nan 142 142 | Actions and resources in relation to material sustainability matters 203 nan 142 142 | Tracking effectiveness of policies and actions through targets 204 nan 142 142 | Metrics in relation to material sustainability matters 204 nan 142 142 | The role of the administrative, management and supervisory bodies 116 nan 142 142 | Description of the processes to identify and assess material impacts, risks and 130f. nan 142 142 | Policies adopted to manage material sustainability matters 205 nan 142 142 | Actions and resources in relation to material sustainability matters 205 nan 142 142 | Tracking effectiveness of policies and actions through targets 206 nan 142 142 | Metrics in relation to material sustainability matters 206 nan 142 142",136,"116,119,156,157,168,169,172,173,184,202,203,204,205,206,852",
BP-1,General basis for preparation of sustainability statements 111,nan 138 138,138,111,
BP-2,Disclosures in relation to specific circumstances 112,nan 138 138,138,112,
E1,-1 | -2 | -3 | -4 | -5 | -6 | -7 | -8 | -9,"Transition plan for climate change mitigation 156 nan 139 139 | Policies related to climate change mitigation and adaptation 156 nan 139 139 | Actions and resources in relation to climate change policies 156 nan 139 139 | Targets related to climate change mitigation and adaptation 157 nan 139 139 | Energy consumption and mix 160f. nan 139 139 | Gross Scopes 1, 2, 3 and Total GHG emissions 162f. nan 139 139 | GHG removals and GHG mitigation projects financed through carbon credits 167 nan 139 139 | Internal carbon pricing 167 nan 139 139 | Anticipated financial effects from material physical and transition risks and potential 167 nan 139 139",139,"156,157,167",
E2,-1 | -2 | -3 | -5 | -6,"Policies related to pollution 168 nan 140 140 | Actions and resources related to pollution 168 nan 140 140 | Targets related to pollution 169 nan 140 140 | Substances of concern and substances of very high concern 169 nan 140 140 | Anticipated financial effects from pollution-related impacts, risks and opportunities 171 nan 140 140",140,"168,169,171",
E3,Disclosure Requirements and : Specific disclosures on biodiversity and on water,nan 136 136,136,,
E5,-1 | -2 | -3 | -4 | -5 | -6,"Policies related to resource use and circular economy 172 nan 140 140 | Actions and resources related to resource use and circular economy 172 nan 140 140 | Targets related to resource use and circular economy 173 nan 140 140 | Resource inflows 173 nan 140 140 | Resource outflows 175 nan 140 140 | Anticipated financial effects from resource use and circular economy-related impacts, 178 nan 140 140",140,"172,173,175,178",
G1,Disclosure Requirement IRO-1: Specific disclosures on business conduct | -1,nan 136 136 | Corporate culture and business conduct policies 205 nan 142 142,136,205,
GOV-1,"The role of the administrative, management and supervisory bodies 116 | nan",nan 138 138 | 142 142,138,116,
GOV-2,Information provided to and sustainability matters addressed by the undertaking’s 118,nan 138 138,138,118,
