Code,Name,Description,Page Range,Relevant Pages,Section Reference
,in preparing our sustainability statement. | Disclosure requirement | ESRS 2 General disclosures | ESRS 2-BP-1 | ESRS 2-BP-2 | ESRS 2-SBM-1 | ESRS 2-SBM-2 | ESRS 2-SBM-3 | ESRS 2-IRO-1 | ESRS 2-IRO-2 | 1 Company | Disclosure requirement | Zalando SE | 1 Company | Disclosure requirement | action | effectiveness of those actions | Zalando SE | 1 Company | Disclosure requirement | effectiveness of those actions | Entity-specific information: innovation and partnerships,"285 285 | Title Reference 285 285 | 158 285 285 | General basis for preparation of the Sustainability Statement 158 285 285 | Disclosures in relation to specific circumstances 158 285 285 | Strategy, business model and value chain 169 285 285 | Interests and views of stakeholders 172 285 285 | Material impacts, risks and opportunities and their interaction with strategy and business model 182 285 285 | Description of the process to identify and assess material impacts, risks and opportunities 175 285 285 | Disclosure requirements in ESRS covered by the undertaking’s sustainability statement 285 285 285 | 2 Combined management 3 Consolidated financial 4 Other information 286.0 286 286 | Title Reference nan 286 286 | ANNUAL REPORT 2024 nan 286 286 | 2 Combined management 3 Consolidated financial 4 Other information 287.0 287 287 | Title Reference nan 287 287 | nan 287 287 | ANNUAL REPORT 2024 nan 287 287 | 2 Combined management 3 Consolidated financial 4 Other information 288.0 288 288 | Title Reference nan 288 288 | nan 288 288 | 277 nan 288 288",285,"158,169,172,175,182,277",
E1,Climate change,201 285 285,285,201,
E2,Pollution,217 nan 286 286,286,217,
E3,Water resources,218 nan 286 286,286,218,
E5,Resource use and circular economy,222 nan 286 286,286,222,
G1,Business conduct,270 nan 288 288,288,270,
GOV-1,ESRS 2- | ESRS G1-ESRS 2,"The role of the administrative, management and supervisory bodies 161 285 285 | The role of the administrative, supervisory and management bodies 270 nan 288 288",285,"161,270",
GOV-2,ESRS 2-,"Information provided to and sustainability matters addressed by the undertaking’s administrative, management and supervisory bodies 163 285 285",285,163,
GOV-3,ESRS 2- | ESRS E1-ESRS 2,Integration of sustainability-related performance in incentive schemes (ESRS 2 paragraph 29: 2021 incentive scheme is incorporated by reference in 1.3 Remuneration report) 164 285 285 | Integration of sustainability-related performance in incentive schemes 201 285 285,285,201,1.3 Remuneration
GOV-4,ESRS 2-,Statement on due diligence 166 285 285,285,166,
GOV-5,ESRS 2-,Risk management and internal controls over sustainability reporting 168 285 285,285,168,
IRO-1,ESRS E1-ESRS 2 | ESRS E2-ESRS 2 | ESRS E3-ESRS 2 | ESRS E5-ESRS 2 | ESRS G1-ESRS 2,"Description of the processes to identify and assess material climate-related impacts, risks and opportunities 202 285 285 | Description of the processes to identify and assess material pollution-related impacts, risks and opportunities 217 nan 286 286 | Description of the processes to identify and assess material water resources-related impacts, risks and opportunities 218 nan 286 286 | Description of the processes to identify and assess material resource use and circular economy- related impacts, risks and opportunities 222 nan 286 286 | Description of the processes to identify and assess material impacts, risks and opportunities 270 nan 288 288",285,"202,217,218,222,270",
S1,Own workforce,233 nan 286 286,286,233,
S2,Workers in the value chain,250 nan 287 287,287,250,
S4,Consumers and end-users – Social inclusion | Consumers and end-users – Information-related impacts | Consumers and end-users – Personal safety | Consumers and end-users – Privacy,257 nan 287 287 | 262 nan 287 287 | 264 nan 287 287 | 268 nan 288 288,287,"257,262,264,268",
SBM-2,ESRS S1-ESRS 2 | ESRS S2-ESRS 2 | ESRS S4-ESRS 2 | ESRS S4-ESRS 2,Interests and views of stakeholders 233 nan 286 286 | Interests and views of stakeholders 250 nan 287 287 | Interests and views of stakeholders 257 nan 287 287 | Interests and views of stakeholders 262 nan 287 287 | Interests and views of stakeholders 264 nan 287 287 | Interests and views of stakeholders 268 nan 288 288,286,"233,250,257,262,264,268",
SBM-3,ESRS E1-ESRS 2 | ESRS S1-ESRS 2 | ESRS S2-ESRS 2 | ESRS S4-ESRS 2 | ESRS S4-ESRS 2,"Material impacts, risks and opportunities and their interaction with strategy and business model 201 285 285 | Material impacts, risks and opportunities and their interaction with strategy and business model 233 nan 286 286 | Material impacts, risks and opportunities and their interaction with strategy and business model 250 nan 287 287 | Material impacts, risks and opportunities and their interaction with strategy and business model 257 nan 287 287 | Material impacts, risks and opportunities and their interaction with strategy and business model 262 nan 287 287 | Material impacts, risks and opportunities and their interaction with strategy and business model 264 nan 287 287 | Material impacts, risks and opportunities and their interaction with strategy and business model 268 nan 288 288",285,"201,233,250,257,262,264,268",
