Code,Name,Description,Page Range,Relevant Pages,Section Reference
,The Sustainability statements comply with all aspects of ESRS. | Disclosure number | General disclosures (ESRS 2) | ESRS 1 Appendix C: List of phased-in Disclosure Requirements. | MDR-P | MDR-A | MDR-M | MDR-T | REFERENCE TABLE CONTINUED | Disclosure number | Climate change (ESRS E1) | E1.SBM-3 | E1.IRO-1 | Entity-specific | Own workforce (ESRS S1) | S1.SBM-3 | Disclosure Requirements. | Business conduct (ESRS G1) | G1.SBM-3,"93 93 | Disclosure requirement Section reference Explanation 93 93 | Policies adopted to manage material sustainability matters Pages 72, 75, 80, 89 93 93 | Actions and resources in relation to material sustainability matters Pages 72, 75, 81, 83, 87, 90, 92 93 93 | Metrics in relation to material sustainability matters Pages 72, 76, 82, 85, 87, 91, 92 93 93 | Tracking effectiveness of policies and actions through targets Pages 72, 76, 81, 83, 87, 91, 92 93 93 | 94 94 | Disclosure requirement Section reference Explanation 94 94 | Material impacts, risks and opportunities, and their interaction with strategy and business model Pages 73, 75, 74 94 94 | Description of the processes to identify and assess material climate-related impacts, risks and opportunities Pages 74, 73, 64 94 94 | Climate change company-specific metrics Page 79 94 94 | Material impacts, risks and opportunities, and their interaction with strategy and business model Pages 81, 83, 87 94 94 | Other own workforce company-specific metrics Page 87 94 94 | Material impacts, risks and opportunities, and their interaction with strategy and business model Pages 89, 92 94 94 | Business conduct company-specific metrics Pages 90, 91, 92 94 94",93,"64,72,73,74,75,76,79,80,81,82,83,85,87,89,90,91,92",
BP-1,General basis for preparation,"Pages 64, 150, 157 93 93",93,"64,150,157",
BP-2,Disclosures in relation to specific circumstances,Page 64 93 93,93,64,
GOV-1,"The role of the administrative, management and supervisory bodies","Pages 65, 25, 28 93 93",93,"25,28,65",
GOV-2,"Information provided to and sustainability matters addressed by the undertaking’s administrative, management and supervisory bodies","Pages 65, 69 93 93",93,"65,69",
GOV-3,Integration of sustainability-related performance in incentive schemes,"Pages 65, 38 93 93",93,"38,65",
GOV-4,Statement on due diligence,Page 65 93 93,93,65,
GOV-5,Risk management and internal controls over sustainability reporting,"Pages 66, 53 93 93",93,"53,66",
IRO-1,"Description of the process to identify and assess material impacts, risks and opportunities",Page 68 93 93,93,68,
IRO-2,Disclosure requirements covered by the Sustainability statements,"Pages 71, 95 93 93",93,"71,95",
SBM-1,"Strategy, business model and value chain","Pages 66, 7, 69 93 93",93,"66,69",
SBM-2,Interests and views of stakeholders,Page 66 93 93,93,66,
SBM-3,"Material impacts, risks and opportunities, and their interaction with strategy and business model","Pages 69, 73, 81, 83, 87, 89, 92 Phased-in option used for DR48e (anticipated financial effects), in line with 93 93",93,"69,73,81,83,87,89,92",
