Code,Name,Description,Page Range,Relevant Pages,Section Reference
,"4. Non-financial Statement | 4.1 General Information | Requirements in ESRS covered by the under- | taking’s non-financial statement | The following index shows the disclosure requirements that | were followed in the creation of the non-financial state- | ment based on the results of the materiality assessment | (see ESRS 1 Chapter 3), including the page numbers that | contain the corresponding disclosures in the non-financial | statement. | Index of disclosure requirements covered in the non-financial statement | Disclosure Requirement | 4.2 Environmental information | Group and Shareholders | Disclosure Requirement | 4.3 Social information | Disclosure Requirement | 4.4 Governance information | ESRS 2 General disclosures | covers impacts, risks and opportunities associated with the | BASIS FOR PREPARATION | Austrian Post’s policies, actions, targets and metrics extend | preparation of the non-financial statement | Reporting encompasses the parent company Österreichische | Post AG as well as its consolidated Group companies. The | scope of consolidation for the non-financial statement is | identical to that used for financial reporting. A list of all the | Group companies included in this report is provided in the | consolidated financial statements. | Group and Shareholders Corporate Governance Management Report | relation to specific circumstances | Reports prepared in accordance with the Sustainability and | Time horizons | The definition of medium and long-term time horizons | differs from the ESRS definition and is four years for | medium-term time horizons and more than four years for | long-term time horizons. These definitions are used in order | to be consistent with the risk management definitions, | enabling a standardised approach across the Group. The | year 2030 has often been defined as the target horizon for | the sustainability master plan defined in 2020. | Value chain estimates | The metrics on Scope 3 GHG emissions from the upstream | considerable degree on extrapolations and assumptions | due to primary data not being available. | The spend method is used to calculate the GHG | emissions for the Scope 3 categories 1) Purchased goods | and services, 2) Capital goods, and in part the Scope 3 | category 6) Business travel. This is based on Austrian Post’s | financial reporting. | The calculation of category 4) Upstream transpor- | tation and distribution is based on the distance-based | method. Kilometre data from shipping companies is used, | before being extrapolated based on consumption data from | Austrian Post’s own fleet. | The waste type-specific method is used for Scope 3 | category 5) Waste generated in operations. Waste con- | sumption data for Österreichische Post AG is extrapolated | for the Group. | The GHG emissions from category 7) Employee | commuting are based on the extrapolation of an employee | mobility scheme from 2021 and data from public sources. | The distance-based method is used. | The GHG emissions from category 13) Downstream | leased assets are extrapolated on the basis of the area using | the consumption values for the company’s own buildings | (average data method). | Emissions data from secondary providers is used to | calculate the GHG emissions from the bank99 portfolio | (Scope 3.15 Investments). | The aim is to further improve data quality and the | calculation methods over the next few years. Austrian Post is | heavily reliant on the availability of trustworthy primary data.","nan 52 52 | Page nan 52 52 | 50.0 52 52 | 88.0 52 52 | Corporate Governance Management Report Consolidated Financial Statements Information nan 53 53 | Page nan 53 53 | 123.0 53 53 | Page nan 54 54 | 163.0 54 54 | The materiality assessment described in nan 54 54 | nan 54 54 | upstream and downstream value chain. The extent to which nan 54 54 | standards. Further information on the value chain can be nan 54 54 | found under SBM-1. nan 54 54 | No use was made of the option to omit specific nan 54 54 | pieces of information corresponding to intellectual property, nan 54 54 | know-how or the results of innovation. nan 54 54 | Consolidated Financial Statements Information 55 55 | recognised sustainability reporting pronouncements 55 55 | 55 55 | Diversity Improvement Act (NaDiVeG) include separate key 55 55 | indicators for the parent company and the Group. The former 55 55 | is hereinafter referred to as Österreichische Post AG, the 55 55 | latter as the Austrian Post Group, the Group, Austrian Post or 55 55 | the company. 55 55 | Incorporation by reference 55 55 | For the following disclosure requirement, reference is made 55 55 | in part to other documents: 55 55 | ESRS 2 – IRO-1: 55 55 | Group Management Report, Opportunities 55 55 | GOVERNANCE 55 55 | Disclosure Requirement – The role of 55 55 | the administrative, management and supervisory 55 55 | bodies 55 55 | Austrian Post has a multi-level governance structure that 55 55 | comprises a Management Board, Supervisory Board, top 55 55 | management and various operational departments that are 55 55 | responsible for implementing and monitoring the sustaina- 55 55 | bility strategy. Embedding and supporting ESG agendas in 55 55 | all areas of the organisation contributes significantly to the 55 55 | successful implementation of the goals and the continued 55 55 | development of the strategy. 55 55 | As the highest management body, the Management 55 55 | Board bears full responsibility for the strategic orientation 55 55 | of the company, including the sustainability strategy. It 55 55 | regularly reviews the company’s progress in terms of 55 55 | the sustainability objectives, and ensures that these are 55 55 | in accordance with the long-term corporate goals. 55 55 | As the highest governance body, the Supervisory 55 55 | Board is involved in strategic sustainability management. It is 55 55 | responsible for monitoring the corporate strategy, including 55 55 | the integration of sustainability matters. 55 55 | The Corporate Sustainability department is respon- 55 55 | sible for developing and monitoring the sustainability 55 55 | strategy and is integrated into the organisation in the areas 55 55 | of Investor Relations, Corporate Sustainability, Audit & 55 55 | Compliance. The head of the division is the Chief Sustaina- 55 55 | bility Officer. 55 55",52,13,"4.1 General Information, 4.2 Environmental information"
BP-1,General basis for preparation of the non-financial statement | Disclosure Requirement – General basis for,52.0 52 52 | to its value chain is defined in the relevant topic-specific nan 54 54,52,,
BP-2,Disclosures in relation to specific circumstances | Disclosure Requirement – Disclosures in,53.0 52 52 | Disclosures based on other legal provisions or generally 55 55,52,,
E1,Disclosure Requirement related,nan 52 52,52,,
E1-6,and downstream value chain (see ) are based to a,and risks 55 55,55,,
E2,Disclosure related to ESRS 2,nan 53 53,53,,
E5,Disclosure related to ESRS 2,nan 53 53,53,,
GOV-1,"The role of the administrative, management and supervisory bodies",53.0 52 52,52,,
GOV-2,"Information provided to and sustainability matters addressed by the undertaking’s administrative, management and supervisory bodies",59.0 52 52,52,,
GOV-3,Integration of sustainability-related performance in incentive schemes,60.0 52 52,52,,
GOV-4,Statement on due diligence,62.0 52 52,52,,
GOV-5,Risk management and internal controls over sustainability reporting,64.0 52 52,52,,
IRO-1,"Description of the processes to identify and assess material impacts, risks and opportunities",78.0 52 52,52,,
IRO-2,Disclosure Requirement – Disclosure | Disclosure Requirements in ESRS covered by the undertaking’s non-financial statement | Disclosure Requirements in ESRS covered by the undertaking’s non-financial statement (Appendix B),nan 52 52 | 50.0 52 52 | 84.0 52 52,52,,
S1,Disclosure Requirement related,nan 53 53,53,,
S2,Disclosure Requirement related,nan 54 54,54,,
S4,Disclosure Requirement related,nan 54 54,54,,
SBM-1,"Strategy, business model and value chain",65.0 52 52,52,,
SBM-2,Interests and views of stakeholders,68.0 52 52,52,,
