Code,Name,Description,Page Range,Relevant Pages,Section Reference
,"and Duty of Care Plan | 3.1 | 3.1.1 | 3.1.1.1 | 3.1.1.2 | 3.1.2 | 3.1.2.1 | 3.1.2.2 | 3.1.2.3 | 3.1.2.4 | 3.1.3 | 3.1.3.1 | (ESRS 2 SBM-1) | 3.1.3.2 | 3.1.3.3 | 3.1.4 | 3.1.4.1 | 3.1.4.2 | sustainability statement (ESRS 2 IRO-2) | 3.2 | matters | 3.2.1 | 2020/852, Article 8) | 3.2.1.1 | 3.2.1.2 | 3.2.1.3 | 3.2.2 | 3.2.2.1 | 3.2.2.2 Material climate-related impacts, risks and | 3.2.2.3 | 3.2.2.4 | 3.2.2.5 | 3.3.2.5 Partnerships with non-profit organisation and corporate foundations: policies, actions, metrics | Patients and residents (ESRS S4) 3.3.3 | 3.3.3.1 Material impacts, risks and opportunities related to patients and residents (ESRS 2 SBM-3) | 3.3.3.3 General overview of policies related to patients | 3.3.3.8 Diversification of offers and services: policies, | 3.3.3.9 Protection of personal data of patients and | nan | 3.4 Information on governance and business conduct (ESRS G1) | Cybersecurity: policies, actions and metrics 3.4.4 (ESRS G1)","nan 63 63 | General disclosures (ESRS 2) 63 3.2.2.6 GHG removals and GHG mitigation projects (ESRS E1-7) 132.0 63 63 | Context, scope and specific circumstances 64 Internal carbon pricing (ESRS E1-8) 3.2.2.7 133.0 63 63 | Context and scope of sustainability statement (ESRS 2, BP-1) 64 3.2.2.8 Anticipated financial effects from climate-related risks and opportunities (ESRS E1-9) 133.0 63 63 | Specific circumstances during the reporting period (ESRS 2 BP-2) 66 3.2.3 Water management (ESRS E3) 133.0 63 63 | Governance over sustainability matters 68 3.2.3.1 Water management policies, actions, indicators and targets (ESRS E3-1, E3-2, E3-3) 133.0 63 63 | The role of the administrative, management and supervisory bodies in relation to sustainability 3.2.3.2 Water consumption (ESRS E3-4) 135.0 63 63 | Inclusion of sustainability targets in variable 3.2.4.1 Waste management policies, actions, indicators and targets (ESRS E5-1, E5-2, E5-3) 138.0 63 63 | Due diligence process (ESRS 2 GOV-4) 77 nan 63 63 | Risk management and internal controls over sustainability reporting (ESRS 2 GOV-5) 79 nan 63 63 | Strategy and material matters 80 3.3 Disclosures relating to social matters 141.0 63 63 | Strategy, business model and value chain Own workforce (ESRS S1) 3.3.1 142.0 63 63 | 80 3.3.1.1 Material impacts, risks and opportunities related to the undertaking’s own workforce (ESRS 2 SBM-3) 142.0 63 63 | Interests and views of stakeholders (ESRS 2 SBM-2) 86 3.3.1.2 Processes and channels for own employees to nan 63 63 | Material impacts, risks and opportunities (ESRS 2 SBM-3) 89 raise concerns (ESRS and S1-3) 144.0 63 63 | Impact, risk and opportunity management 94 General overview of HR policies, characteristics, 3.3.1.3 attractiveness and retention of own workforce nan 63 63 | Process for identifying material impacts, risks and opportunities (ESRS 2 IRO-1) 94 (ESRS S1-1, S1-4, S1-6) 147.0 63 63 | Disclosure requirements covered by this 3.3.1.4 Wages and social protection: policies, actions, metrics and targets (ESRS S1-1, S1-4, S1-10, S1-11, S1-16) 153.0 63 63 | 100 Social dialogue: policies, actions, metrics and 3.3.1.5 targets (ESRS S1-1, S1-4, S1-8) 155.0 63 63 | Disclosures relating to environmental 3.3.1.6 Work-related health, safety and well-being: policies, actions, metrics and targets nan 63 63 | 103 (ESRS S1-1, S1-4, S1-14, S1-15) 159.0 63 63 | European Taxonomy (Regulation (EU) 3.3.1.7 Training and skills development: policies, actions, metrics and targets (ESRS S1-1, S1-4, S1-13) 165.0 63 63 | 103 Gender equality: policies, actions, metrics and 3.3.1.8 nan 63 63 | Background 103 targets (ESRS S1-1, S1-4, S1-9, S1-16) 170.0 63 63 | Summary 103 3.3.1.9 Diversity and inclusion: policies, actions, metrics and targets (ESRS S1-1, S1-4, S1-9, S1-12, S1-17) 171.0 63 63 | Methodology 104 nan 63 63 | Climate change (ESRS E1) 114 Local communities (ESRS S3) 3.3.2 175.0 63 63 | Transition plan and inclusion of climate objectives in variable compensation and financing schemes 3.3.2.1 Material impacts, risks and opportunities related to local communities (ESRS 2 SBM-3) 175.0 63 63 | opportunities (ESRS 2 and SBM-3) 123 Local and inclusive purchasing: policies, actions, 3.3.2.3 nan 63 63 | Policies, actions, indicators and targets related to climate change mitigation and adaptation metrics and targets (ESRS S3-1, S3-4, S3-5) 177.0 63 63 | Energy consumption and mix (ESRS E1-5) 127 nan 63 63 | Greenhouse gas (GHG) emissions (ESRS E1-6) 129 nan 63 63 | nan nan 64 64 | 185.0 nan 64 64 | 185.0 Report on the certification of 3.7 nan 64 64 | nan requirements under Article 8 of nan 64 64 | nan Ethics Charter 253.0 64 64 | nan Measures to mitigate risk and prevent serious violations 253.0 64 64 | Whistleblowing system 254.0 64 64 | Control and monitoring systems in place 254.0 64 64 | 221.0 Risks identified in relation to duty of care 255.0 64 64 | 228.0 nan 64 64",63,"10,11,12,13,14,15,16,17,64,66,68,77,79,80,86,89,94,100,103,104,114,123,127,129,852","3.1, 3.1.1, 3.1.1.1, 3.1.1.2, 3.1.2, 3.1.2.1, 3.1.2.2, 3.1.2.3, 3.1.2.4, 3.1.3, 3.1.3.1, 3.1.3.2, 3.1.3.3, 3.1.4, 3.1.4.1, 3.1.4.2, 3.2, 3.2.1, 3.2.1.1, 3.2.1.2, 3.2.1.3, 3.2.2, 3.2.2.1, 3.2.2.2 Material climate-related impacts, risks and, 3.2.2.3, 3.2.2.4, 3.2.2.5, 3.2.2.6 GHG removals and GHG mitigation projects (ESRS, 3.2.2.8 Anticipated financial effects from climate-related risks and opportunities (ESRS, 3.2.3 Water management (ESRS, 3.2.3.1 Water management policies, actions, indicators and targets (ESRS, 3.2.3.2 Water consumption (ESRS, 3.2.4.1 Waste management policies, actions, indicators and targets (ESRS, 3.3 Disclosures relating to social, 3.3.1.1 Material impacts, risks and opportunities related to the undertaking’s own workforce, 3.3.1.2 Processes and channels for own employees to, 3.3.1.3 attractiveness and retention of own workforce, 3.3.1.4 Wages and social protection: policies, actions, metrics and targets (ESRS, 3.3.1.5 targets (ESRS, 3.3.1.6 Work-related health, safety and well-being: policies, actions, metrics and targets, 3.3.1.7 Training and skills development: policies, actions, metrics and targets (ESRS, 3.3.1.8, 3.3.1.9 Diversity and inclusion: policies, actions, metrics and targets (ESRS, 3.3.2.1 Material impacts, risks and opportunities related to local communities, 3.3.2.3"
E1-1,(ESRS and ESRS 2 GOV-3),115 3.3.2.2 Processes and channels for local communities to raise concerns (ESRS and S3-3) 176.0 63 63,63,115,3.3.2.2 Processes and channels for local communities to raise concerns (ESRS and
E1-2,"(ESRS , E1-3, E1-4)",124 nan 63 63,63,124,
G1-1,Business conduct policies and corporate 3.4.1 culture (ESRS ),222.0 nan 64 64,64,,3.4.1 culture (ESRS )
G1-2,"Supplier relations and payment practices: 3.4.3 policies, actions and metrics (ESRS and",nan nan 64 64,64,,"3.4.3 policies, actions and metrics (ESRS and"
G1-3,"Corruption and conflicts of interest: policies, 3.4.2 actions and metrics (ESRS and G1-4)",223.0 nan 64 64,64,,3.4.2 actions and metrics (ESRS and
G1-6,),224.0 nan 64 64,64,,
GOV-1,(ESRS 2 and GOV-2),68 3.2.4 Waste management (ESRS E5) 137.0 63 63,63,68,3.2.4 Waste management (ESRS
GOV-3,compensation and financing schemes (ESRS 2 ) 74,3.2.4.2 Resource outflows (ESRS E5-5) 139.0 63 63,63,74,3.2.4.2 Resource outflows (ESRS
S3-1,"3.3.2.4 Local partnerships: policies, actions, metrics and targets (ESRS , S3-4, S3-5) | and targets (ESRS , S3-4, S3-5)",179.0 3.5 Note on methodology 229.0 64 64 | 181.0 3.6 SASB healthcare delivery cross-reference table 243.0 64 64,64,,"3.3.2.4 Local partnerships: policies, actions, metrics and targets (ESRS ,, 3.5 Note on, 3.6 SASB healthcare delivery cross-reference"
