Code,Name,Description,Page Range,Relevant Pages,Section Reference
,"Disclosure Requirement | ESRS 2 General disclosures | Overview of material impacts, risks and opportunities | Details of the material impacts, risks and opportunities | Material impacts, risks and opportunities related to climate change | Material impacts, risks and opportunities related to pollution | Material impacts, risks and opportunities related to biodiversity and ecosystems | Material impacts, risks and opportunities related to own workforce | Material impacts, risks and opportunities related to workers in the value chain | Material impacts, risks and opportunities related to affected communities | Material impacts, risks and opportunities related to consumers and end-users | Material impacts, risks and opportunities related to business conduct and corporate governance | Process for identifying and assessing material IROs | Overviews and indexes in accordance with ESRS 2 | Disclosure Requirement | ESRS E1– Climate change | E1.SBM-3 – Material impacts, risks and opportunities and their interaction with strategy and business model | Resilience analysis | E1.IRO-1 – Description of the processes to identify and assess material climate-related impacts, risks and opportunities | E2.IRO-1 – Description of the processes to identify and assess material pollution-related impacts, risks and opportunities | E3.IRO-1 – Description of the processes to identify and assess material water and marine resources-related impacts, risks and opportunities | E4.SBM-3 – Material impacts, risks and opportunities and their interaction with strategy and business model | E4.IRO-1 – Description of the processes to identify and assess material biodiversity and ecosystem-related impacts, risks and opportunities | E5.IRO-1 – Description of the processes to identify and assess material resource use and circular economy- related impacts, risks and opportunities | Disclosure Requirement | S1.SBM-2 – Interests and views of stakeholders | S1.SBM-3 – Material impacts, risks and opportunities and their interaction with strategy and business model | S2.SBM-2 – Interests and views of stakeholders | S2.SBM-3 – Material impacts, risks and opportunities and their interaction with strategy and business model | Disclosure Requirement | S3.SBM-2 – Interests and views of stakeholders | S3.SBM-3 – Material impacts, risks and opportunities and their interaction with strategy and business model | S4.SBM-2 – Interests and views of stakeholders | S4.SBM-3 – Material impacts, risks and opportunities and their interaction with strategy and business model | of those actions | G1.IRO-1 – Description of the processes to identify and assess material impacts, risks and opportunities","Section/Subsection Page 214 214 | 214 214 | 98; 101 214 214 | 104-107 214 214 | 126-127 214 214 | 146-147 214 214 | 154 214 214 | 170-171 214 214 | 189 214 214 | 195 214 214 | 199 214 214 | 205 214 214 | 99-101 214 214 | 104-105 214 214 | 211-219 214 214 | Section/Subsection Page 215 215 | 215 215 | Material impacts, risks and opportunities related to climate change 126-127 215 215 | 128 215 215 | Specifics of the assessment in relation to climate change 108 215 215 | Specifics of the assessment in relation to pollution 108 215 215 | Specifics of the assessment in relation to water and marine resources 109 215 215 | Further information on the assessment in relation to biodiversity and ecosystems 155 215 215 | Specifics of the assessment in relation to biodiversity and ecosystems 109 215 215 | Specifics of the assessment in relation to resource use and circular economy 109 215 215 | Section/Subsection Page 216 216 | Interests and views of stakeholders relating to own workforce 103 216 216 | Further information on the assessment in relation to the own workforce 172 216 216 | Interests and views of stakeholders relating to workers in the value chain 103 216 216 | Further information on the assessment in relation to workers in the value chain 190 216 216 | Section/Subsection Page 217 217 | Interests and views of stakeholders relating to affected communities 103 217 217 | Further information on the assessment in relation to affected communities 196 217 217 | Interests and views of stakeholders relating to consumers and end-users 103 217 217 | Further information on the assessment in relation to consumers and end-users 200 217 217 | 217 217 | Specifics of the assessment in relation to business conduct and corporate governance 109 217 217",214,"98,99,100,101,103,104,105,106,107,108,109,126,127,128,146,147,154,155,170,171,172,189,190,195,196,199,200,205,211,212,213,215,216,217,218,219",
BP-1,– General basis for preparation of sustainability statements,General basis for preparation of the sustainability report 97 214 214,214,97,
BP-2,– Disclosures in relation to specific circumstances,Disclosures due to other legislation on sustainability reporting 97 214 214,214,97,
E1-1,– Transition plan for climate change mitigation,Transition plan for climate change mitigation 137 215 215,215,137,
E1-2,– Policies related to climate change mitigation and adaptation,"Management approaches to climate change mitigation, climate change adaptation, energy efficiency and renewable energy 129-132 215 215",215,"129,130,131,132",
E1-3,– Actions and resources in relation to climate change policies,Key actions for target achievement 135-136 215 215,215,"135,136",
E1-4,– Targets related to climate change mitigation and adaptation,Targets related to climate change 133-134 215 215,215,"133,134",
E1-5,– Energy consumption and mix,Energy consumption and mix 143-144 215 215,215,"143,144",
E1-6,"– Gross Scopes 1, 2, 3 and Total GHG emissions","Gross Scopes 1, 2 and 3 emissions and total GHG emissions 139-143 215 215",215,"139,140,141,142,143",
E1-7,– GHG removals and GHG mitigation projects financed through carbon credits,GHG removals and GHG mitigation projects financed through CO2 credits 145 215 215,215,145,
E1-8,– Internal carbon pricing,Internal CO2 pricing system 138 215 215,215,138,
E2,– Pollution,215 215,215,,
E2-1,– Policies related to pollution,Management approaches to pollution prevention 148-151 215 215,215,"148,149,150,151",
E2-2,– Actions and resources related to pollution,Key actions for target achievement 151 215 215,215,151,
E2-3,– Targets related to pollution,Targets related to pollution 151 215 215,215,151,
E2-5,– Substances of concern and substances of very high concern,Substances of concern and substances of very high concern 152-153 215 215,215,"152,153",
E3,– Water and marine resources,215 215,215,,
E4,– Biodiversity and ecosystems,215 215,215,,
