Code,Name,Description,Page Range,Relevant Pages,Section Reference
,"Complementary disclosure requirements for specific topical ESRS on the description of the processes to identify and assess | material impacts, risks and opportunities: | Climate | change | as representing a significant proportion of total emissions. | Share of Scope 3 Category 11 - Use of Sold Products emission in total emissions >90% | The Company also identified climate related risks following a TCFD-aligned approach, that included a | screening of its sites and assets potential vulnerabilities to climate hazards (see “– 6.2.2.3 Description of | the processes to identify and assess material climate-related impacts, risks and opportunities (ESRS 2 | IRO-1) and Material impacts, risks and opportunities and their interaction with strategy and business | model (ESRS 2 SBM-3)”. Such analyses considered time horizons, assumptions and scenarios (see “– | description. | Pollution | declarations made by its sites to local authorities in the context of the European Pollutant Release and | Transfer Register (E-PRTR) regulation. | Number of facilities exceeding the 100 tonnes threshold for VOC emissions listed 1 | in the E-PRTR regulation Annex II. (Hamburg) | Impacts in the upstream and downstream value chain have been assessed using the Life Cycle Analysis | (LCA) approach, such as the one in relation with kerosene production. For SOC/SOVHC, risks and | opportunities have also been assessed using the register of the Company’s top company risks, according | to the ERM process. This risk notably applies to aircraft manufacturing and is therefore connected to all | sites with such industrial operations and handling chemicals. The materiality assessment did not involve | direct consultations with affected communities. | Water and | marine | resources | where risks of business disruption linked to restrictions on the use of water are the most significant. This | analysis is based inter alia on the World Resources Institute’s Aqueduct Water Risk Atlas; this analysis | was last updated with the August 2023 update of the Aqueduct Water Risk Atlas (version 4.0), using the | “baseline” data as well as the 2030 scenarios. This analysis allowed to identify that the Company operates | facilities located in high or extremely high water stress areas in Chile, China, France, Germany, India, Italy, | Mexico, Morocco, Portugal, Saudi Arabia, South Africa, Spain, Thailand, Tunisia, UK, US. It includes sites | from Commercial Aircraft, Airbus Helicopters and Airbus Defence and Space. As for ESRS E2, impacts in | the upstream and downstream value chain have been assessed using the Life Cycle Analysis (LCA) | approach. The materiality assessment did not involve consultations with affected communities. | Biodiversity | significant drivers of biodiversity loss: changing use of sea and lands, direct exploitation of organisms, | climate change, pollution, and invasive non-native species. Using these five drivers is also prescribed as a | impacts. It considered a number of sources of information, amongst which the aircraft Life Cycle Analysis - | that notably quantifies impacts related to land use change, soil, water pollution across the value chain. | The indirect impact of climate change appeared as a salient effect on biodiversity as well the indirect | impact of aviation fuel production. | The Company has considered the proximity of its sites relative to biodiversity-sensitive areas and the | nature of operations in the value chain, including existing or potential pollution impacts. | To date, the Company has identified limited dependencies on biodiversity and ecosystems within its value | chain, including by screening its resource inflows and considering its business model, and primarily due to | the fact that manufacturing processes mostly rely on mineral or fossil resources.This limited dependency | on ecosystem services as identified to date has not led to the identification of biodiversity-related material | transition, physical or systemic risks to the Company’s own operations. | The Company is reviewing its assessments on an ongoing basis. Going forward, specific attention will be | given to the development of SAF production, particularly those pathways that use crops as feedstock and | therefore rely on ecosystem services, striving to get a permanent understanding of SAF production | development and perspectives, including by engaging on that matter with relevant players in the SAF | value chain and industry bodies. | Beyond answering to applicable biodiversity related regulatory requirements that may imply to assess and | report to authorities deemed to represent communities’ interests, the Company did not specifically engage | with any community on biodiversity in the frame of its DMA. Nature of impacts identified, essentially linked | to indirect effects of the use of its product on climate change and of the production of kerosene on the | water resource, has not permitted identifying specific communities that would be materially affected. | Consequently no affected communities has been involved in the materiality assessment nor any priority | actions for the avoidance of impacts on ecosystem services relevant to affected communities has been | identified. The Company has identified some sites as being located near biodiversity-sensitive areas | based on whether they were subject to specific biodiversity-related obligations as per local / national | applicable regulations, or otherwise located in or directly adjacent to biodiversity-sensitive areas, including | some with manufacturing and flight test activities. | Number of sites located near biodiversity-sensitive areas 15 | None of these activities have been associated with a material negative impact on local biodiversity. As a | result, measures undertaken in the frame of addressing negative impacts on climate change were deemed | to be equally relevant for biodiversity mitigation. | Resource | use and | circular | economy | related to their sourcing, as well as related airworthiness constraints and certification requirements. It also | ran a detailed analysis of waste generated by the Company, including per nature and per site views, as | well as in the perspective of its manufacturing processes and of their improvements. The assessment was | supported by a number of stakeholders, including a third party expert organisation with experience of | identifying and addressing actual or potential impacts and engaging with potentially impacted | rightsholders. | Business | conduct | on legal entities), taking into consideration, among others, the Corruption Perception Index published by | Transparency International, the size, the activity or the interaction with third parties of the entity. It also | considered relevant statistics derived from its grievance mechanism and from the outcomes of associated | investigations. On other subtopics, the Company notably considered the amount of lobbying expenses, | the amounts spent to its suppliers, related payment terms, as well as the structure of its supply chain. | Table. List of the Disclosure Requirements vs. paragraphs where the related disclosures are located in the sustainability | statement. | DISCLOSURE REQUIREMENTS | ESRS 2 General Disclosures | BASIS FOR PREPARATION | BP-1: General basis for preparation if the sustainability statement | BP-2: Disclosures in relation to specific circumstances | GOVERNANCE | STRATEGY | SBM-1: Strategy, business model and value chain | SBM-2: Interests and views of stakeholders | SBM-3: Material impacts, risks and opportunities and their interaction with strategy and business model(s) | 6.2.2.1 Climate Change IROs 6.2.3.1 Pollution IROs | 6.2.4.1 Water IROs 6.2.5.1 Biodiversity and ecosystems IROs | 6.2.6.1 Resource Use and Circular Economy IROs 6.3.2.1 Own workforce IROs | 6.3.3.1 Workers in the value chain IROs 6.3.4.1 Consumers and end-users IROs | 6.4.1.1 Business Conduct IROs 6.4.2.1 Cybersecurity IROs | DISCLOSURE ON THE MATERIALITY ASSESSMENT PROCESS | IRO-1: Description of processes to identify and assess material IROs | 6.2.2.3 Description of the processes to identify and assess material climate-related impacts, risks and opportunities (ESRS 2 IRO-1) and Material | impacts, risks and opportunities and their interaction with strategy and business model (ESRS 2 SBM-3) | IRO-2: Disclosure requirements in ESRS covered by the undertaking’s sustainability statement | MINIMUM DISCLOSURE REQUIREMENTS ON POLICIES AND ACTIONS | MDR-P: Policies adopted to manage material sustainability matters | MDR-A: Actions and resources in relation to material sustainability matters | 6.3.3.6 Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities | MINIMUM DISCLOSURES REQUIREMENTS ON METRICS AND TARGETS | MDR-M: Metrics in relation to material sustainability matters | MDR-T: Tracking effectiveness of policies and actions through targets | metrics 6.4.2.4 Targets | ESRS 1 - CLIMATE CHANGE | ESRS 2 General disclosures | Governance | Strategy | and business model | impacts, risks and opportunities and their interaction with strategy and business model (ESRS 2 SBM-3) | Impact, risk and opportunity management | impacts, risks and opportunities | Metrics and targets | ESRS 2 General disclosures | resources-related impacts, risks and opportunities | ESRS 2 General disclosures | Strategy | and business model Impact, risk and opportunity management | ecosystem-related impacts, risks and opportunities | Metrics and targets | Impact, risk and opportunity management | circular economy-related impacts, risks and opportunities | and business model Impacts, risks and opportunities management | pursuing material opportunities related to own workforce, and effectiveness of those actions | managing material risks and opportunities | ESRS 2 General disclosures | Strategy | and business model Impact, risk and opportunity management | and pursuing material opportunities related to value chain workers, and effectiveness of those actions | Metrics and targets | ESRS 2 General Disclosures | and business model | interaction with strategy and business model | Impact, risk and opportunity management | concerns | risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions | ESRS 2 General disclosures | Governance | and opportunity management | opportunities | Metrics and targets | COMPANY SPECIFIC - CYBERSECURITY | Strategy | and business model Impacts, risks and opportunities management | o Policies | o Taking action, and effectiveness of those actions | o Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities | o Metrics | Table. Datapoints that derive from other EU legislations | Disclosure Requirement and | related datapoint SFDR (1) reference Pillar 3 (2) reference | paragraph 21 (d) 1 | Annex II | members who are independent paragraph | 21 (e) | diligence paragraph 30","150 150 | consideration of an analysis of GHG emissions from own operations, a screening of all Scope 3 150 150 | categories, that identified the usage of Airbus products (i.e. Scope 3 Category 11 - Use of Sold Products) 150 150 | items specific to the topic, including those mentioned hereafter. The Company has screened the annual 150 150 | environmental data is collected (see “– 6.2.4.5 Metrics (E3-4)” and a number of items specific to the topic, 150 150 | including those mentioned hereafter. The Company analysed current and projected local water stress 150 150 | levels to understand where the Company’s activities have the greatest impact on water resources and 150 150 | chain on biodiversity. identification was informed by the IPBES report's findings that there are five 150 150 | 151 151 | cycle and a number of items specific to the topic, including those mentioned hereafter. For resource use- 151 151 | and circular economy-related matters, the Company used the results of Life Cycle Assessment (LCA) 151 151 | studies conducted on its commercial aircraft products and considered its procurement volumes per nature 151 151 | of materials covering its overall product portfolio compared with the global resources and specificities 151 151 | specific to the topic, including those mentioned hereafter. Specifically on corruption and bribery, the 151 151 | Company annually conducts a thorough business conduct risk assessment across the Company (based 151 151 | 152 152 | Related disclosure(s) 152 152 | 6.1.1.1.1 BP-1: General basis for preparation of the sustainability statement 152 152 | 6.1.1.1.2 BP-2: Disclosures in relation to specific circumstances 152 152 | 6.1.1.3.1 SBM-1: Strategy, business model and value chain 152 152 | 6.1.1.3.2 SBM-2: Interests and views of stakeholders 152 152 | 6.1.1.3.3 SBM-3: Material impacts, risks and opportunities and their interaction with strategy and business model 152 152 | 6.1.1.4.1 IRO-1: Description of the processes to identify and assess material IROs 152 152 | 6.1.1.4.2 IRO-2: Disclosure requirements in ESRS covered by the undertaking’s sustainability statement 152 152 | 6.2.1 Policies 6.2.2.4 Policies (E1-2) 152 152 | 6.2.2.5 Actions and resources (E1-3) 6.2.3.2.2 Actions and resources (E2-2) 153 153 | 153 153 | 6.2.2.7 Energy Consumption and Mix (E1-5) 6.2.2.8 GHG Emissions (E1-6) 153 153 | 6.2.2.6 Targets (E1-4) 6.2.3.2.3 Targets (E2-3) 153 153 | See above 153 153 | 6.2.2.3 Description of the processes to identify and assess material climate-related impacts, risks and opportunities (ESRS 2 IRO-1) and Material 154 154 | 154 154 | See above 154 154 | See above 155 155 | 155 155 | 6.2.5.3 Material impacts, risks and opportunities and their interaction with strategy and business model (SBM-3) 155 155 | 6.3.2.9.2 Actions and resources (S1-4) 155 155 | 6.3.2.9.3 Targets (S1-5) 156 156 | See above 156 156 | 156 156 | 6.3.3.1 Workers in the value chain IROs 156 156 | related to value chain workers, and effectiveness of those action (S2-4) 156 156 | 6.3.4.1 Consumer and end-user IROs 6.3.4.1.2 – Material impacts, risks and opportunities and their 156 156 | related to consumers and end-users, and effectiveness of those actions (S4-4) 156 156 | metrics 156 156 | See above 157 157 | 157 157 | 6.4.2.2 Policies 157 157 | 6.4.2.3 Actions and resources 157 157 | 6.4.2.4 Targets 157 157 | 6.4.2.5 Metrics 157 157 | Benchmark EU Climate Regulation (3) Law (4) 157 157 | reference reference Sustainability Statement 157 157 | Regulation (EU) 2020/1816 (5), supervisory bodies 157 157 | (EU) 2020/1816, Annex II supervisory bodies 157 157",150,"11,15,21,90,100","6.2.2.3 Description of, 6.2.4.5 Metrics"
E1,6.2.2.2 Transition plan for climate mitigation (-1)“). See “– 6.2.2 - Climate Change” chapter for full,150 150,150,,"6.2.2.2 Transition plan for climate mitigation, 6.2.2"
E1-1,o Disclosure Requirement – Transition plan for climate change mitigation,6.2.2.2 Transition plan for climate change mitigation (E1-1) 153 153,153,,6.2.2.2 Transition plan for climate change mitigation
E1-2,o Disclosure Requirement – Policies related to climate change mitigation and adaptation,6.2.1 Policies 6.2.2.4 Policies (E1-2) 154 154,154,,"6.2.1 Policies, 6.2.2.4 Policies"
E1-3,o Disclosure Requirement – Actions and resources in relation to climate change policies,6.2.2.5 Actions and resources (E1-3) 154 154,154,,6.2.2.5 Actions and resources
E1-4,o Disclosure Requirement – Targets related to climate change mitigation and adaptation,6.2.2.6 Targets (E1-4) 154 154,154,,6.2.2.6 Targets
E1-5,o Disclosure Requirement – Energy consumption and mix,6.2.2.7 Energy Consumption and Mix (E1-5) 154 154,154,,6.2.2.7 Energy Consumption and Mix
E1-6,"o Disclosure Requirement – Gross Scopes 1, 2, 3 and Total GHG emissions",6.2.2.8 GHG Emissions (E1-6) 154 154,154,,6.2.2.8 GHG Emissions
E1-7,6.2.2.9 GHG removals and carbon credits () 6.2.3.2.4 Metrics (E2-5) | o Disclosure Requirement – GHG removals and GHG mitigation projects financed through carbon credits,153 153 | 6.2.2.9 GHG removals and carbon credits (E1-7) 154 154,153,,"6.2.2.9 GHG removals and carbon credits (), 6.2.3.2.4 Metrics"
E1-8,o Disclosure Requirement – Internal carbon pricing,6.2.1.10 Internal carbon pricing (E1-8) 154 154,154,,6.2.1.10 Internal carbon pricing
