Code,Name,Description,Page Range,Relevant Pages,Section Reference
,"Disclosure requirements covered by the sustainability statement | ESRS | ESRS 2 | 137-138, 140, 143-144, 151 | 86-88, 91 | 119, 133, 145, 148 | 145, 148 | effectiveness of those actions",152 152 | Title Section Pages 152 152 | General disclosures 152 152 | 153 153 | 154 154,152,"86,87,88,91,119,133,137,138,140,143,144,145,148,151",
BP-1,General basis for preparation of the sustainability statement,GSS1) 93 152 152,152,93,
BP-2,Disclosures in relation to specific circumstances,"GSS 94, 112, 115-116, 118, 121-123, 134, 152 152",152,"94,112,115,116,118,121,122,123,134",
GOV,1,"The role of the administrative, management and supervisory bodies GSS CGS 94, 151 74, 82-83 154 154",154,"74,82,83,94,151",
GOV-1,"The role of the administrative, management and supervisory bodies","GSS CGS2) 94 73-74, 76, 78-83, 152 152",152,"73,74,76,78,79,80,81,82,83,94",
GOV-2,"Information provided to and sustainability matters addressed by Brenntag’s administrative, management and supervisory bodies","CGS 74, 78 152 152",152,"74,78",
GOV-3,Integration of sustainability-related performance in incentive schemes,GSS 94-95 152 152 | GSS 94-95 153 153,152,"94,95",
GOV-4,Statement on due diligence,GSS 152 152 152,152,,
GOV-5,Risk management and internal controls over sustainability reporting,"GSS RR3) 95 55-60, 62, 64-66 152 152",152,"55,56,57,58,59,60,62,64,65,66,95",
IRO-1,"Description of the processes to identify and assess material climate-related impacts, risks and opportunities | Description of the processes to identify and assess material pollution-related impacts, risks and opportunities | Description of the processes to identify and assess material water resources-related impacts, risks and opportunities | Description of processes to identify and assess material biodiversity and ecosystem- related impacts, risks and opportunities | Description of the processes to identify and assess material resource use and circular economy-related impacts, risks and opportunities | Description of the process to identify and assess material impacts, risks and opportunities | Description of the processes to identify and assess material impacts, risks and opportunities","GSS 99, 101-103, 106-107 153 153 | GSS 99-102, 113 153 153 | GSS 99-102, 117 153 153 | GSS 101-102 153 153 | GSS 99-102, 119 153 153 | GSS 99-103, 106-107, 113, 117, 119, 133, 153 153 | GSS 99-102, 148 154 154",153,"99,100,101,102,103,106,107,113,117,119,133,148",
IRO-2,Disclosure requirements in ESRS covered by the sustainability statement,"GSS 100, 152-154 153 153",153,"100,152,154",
SBM-1,"Strategy, business model and value chain","GSS GO 4) 95-98, 134 31-32 152 152",152,"31,32,95,96,97,98,134",
SBM-2,Interests and views of stakeholders,"GSS 99, 136, 138-139 152 152 | GSS 99, 136, 138-139 154 154 | GSS 99, 145-147 154 154",152,"99,136,138,139,145,146,147",
SBM-3,"Material impacts, risks and opportunities and their interaction with strategy and business model","GSS 99-100, 103, 106-107, 113, 117, 152 152 | GSS 99-100, 103, 106-107 153 153 | GSS 99-102, 133-134 154 154 | GSS 99-102, 145 154 154",152,"99,100,101,102,103,106,107,113,117,133,134,145",
