Code,Name,Description,Page Range,Relevant Pages,Section Reference
,"The value | The Terna Group | Financial resources shown and link to the Consolidated Financial Statements | The Terna Group discloses the amount of operating expenditure (OpEx) and capital expenditure (CapEx) attributable | to 2024 within the subject areas that make up this document when they are available and significant, that is, only | when they are above a certain materiality threshold in terms of the value of equity attributable to owners of the | parent. | With respect to the use of future financial resources associated with said actions, these are aligned with the | amounts set forth in the 2024-2028 Industrial Plan. Therefore, no further expenditure is disclosed in detail, taking | into account, among other things, that the distribution of resources may change based on market dynamics, | regulatory developments and the outcome of internal assessments, including the double materiality assessment. | Use of estimates | made, reference should be made to the chapter “Environmental information”, in particular the section on “Climate | change – Metrics related to climate change”. In addition, estimates were made for resource inflows and waste. For | information about the sources of uncertainty and the assumptions made, reference should be made to the chapter | “Environmental information”, in particular the section on “Promoting the circular economy – Metrics related to the | promotion of circular economy”. Further specifications on this are appropriately covered in the relevant sections. | Finally, with regard to the value chain, estimates were applied to determine certain Scope 3 categories. | In order to continuously improve the accuracy of representation, the Terna Group is committed to periodically | updating the methodologies and data underlying the calculation of reported metrics. | Furthermore, the reporting of forward-looking information, such as targets and future objectives, may be subject | to variations based on market and context dynamics, regulatory developments, and the outcomes of internal | assessments. | Information incorporated by reference | In relation to information incorporated by reference, the Group provides appropriate evidence of the section of the | Consolidated Sustainability Statement and/or Report on Operations to which reference is made. For further details, | please see the “ESRS Content Index” table in the “General disclosures” section. | Transitional Provisions (phase-in) | The Group has decided to take advantage of the phase-in provisions listed in Appendix C of ESRS 1 that are | applicable and those that are also envisaged in relation to the value chain, with the exception of the following related | ESRS STANDARD | General disclosures | Basis for preparation | Governance | ESRS 2 | Impact, risk and opportunity management | ESRS Content Index and contents from other EU legislation | Environmental information | EU Taxonomy | Strategy | Change | MDR-A Minimum action reporting requirement | Metrics and targets | MDR-T Minimum measurable target reporting requirement | MDR-M Minimum disclosure requirement regarding metrics | ESRS STANDARD | ecosystems | Strategy | Impact, risk and opportunity management | MDR-P Minimum policy reporting requirement | biodiversity | Metrics and targets | MDR-T Minimum measurable target reporting requirement | MDR-M Minimum disclosure requirement regarding metrics | MDR-A Minimum action reporting requirement | use and circular economy | ESRS STANDARD | Social information | Strategy | Impact, risk and opportunity management | MDR-P Obbligo minimo di rendicontazione sulle politiche | MDR-A Minimum action reporting requirement | workforce, and effectiveness of those actions | Metrics and targets | MDR-T Minimum measurable target reporting requirement | workforce | workers) | MDR-P Minimum policy reporting requirement | the value chain | chain workers, and effectiveness of those actions | ESRS STANDARD | Strategy | Impact, risk and opportunity management | MDR-P Minimum policy reporting requirement | communities | MDR-A Minimum action reporting requirement | related to affected communities, and effectiveness of those actions | Metrics and targets | MDR-T Minimum measurable target reporting requirement | and end users | related to consumers and end users, and effectiveness of those actions | Governance information | Governance | conduct",The Terna Remarks on the results Consolidated Certification of The independent report on the limited audit of the 165 165 | creation strategy Group’s business and other information Sustainability Statement 2024 Sustainability Statement Consolidated Sustainability Statement 2024 Annexes 165 165 | 165 165 | DISCLOSURE REQUIREMENT PHASE-IN INCORPORATION BY REFERENCE PAGE 166 166 | 166 166 | Strategy 166 166 | 164-167; 168-173 166 166 | Policies related to climate change mitigation and adaptation 234 166 166 | 238 166 166 | 241 166 166 | 244-245 166 166 | DISCLOSURE REQUIREMENT PHASE-IN INCORPORATION BY REFERENCE PAGE 167 167 | to 167 167 | 167 167 | 247 167 167 | MDR-A Minimum action reporting requirement 254 167 167 | 257 167 167 | 259 167 167 | 260 167 167 | 264 167 167 | Metrics and targets 167 167 | 268 167 167 | 269-270 167 167 | DISCLOSURE REQUIREMENT PHASE-IN INCORPORATION BY REFERENCE PAGE 168 168 | 168 168 | 275 168 168 | 287 168 168 | 307 168 168 | MDR-M Minimum disclosure requirement regarding metrics 308-312 168 168 | 313 168 168 | Processes to remedy negative impacts and channels for value chain workers to raise concerns 285; 315 168 168 | 315 168 168 | 317 168 168 | DISCLOSURE REQUIREMENT PHASE-IN INCORPORATION BY REFERENCE PAGE 169 169 | 169 169 | 318 169 169 | Processes to remediate negative impacts and channels for affected communities to raise concerns 285; 320 169 169 | 320 169 169 | 322 169 169 | 323 169 169 | Processes to remedy negative impacts and channels for consumers and end users to raise concerns 285; 325 169 169 | 325 169 169 | 327 169 169 | 329; 339; 341 169 169 | MDR-A Minimum action reporting requirement 329; 339; 341 169 169 | 347 169 169,165,"164,165,167,168,169,170,171,172,173,234,238,241,244,245,247,254,257,259,260,264,268,269,270,275,285,287,307,308,309,310,311,312,313,315,317,318,320,322,323,325,327,329,339,341,347","2024-2028 Industrial Plan. Therefore, no further expenditure is disclosed in detail, taking"
BP-1,General basis for preparation of sustainability statements,160 166 166,166,160,
BP-2,Disclosures in relation to specific circumstances,160 166 166,166,160,
E1,"Integration of sustainability-related performance in incentive schemes | Material impacts, risks and opportunities and their interaction with strategy and business model | Description of the processes to identify and assess climate-related material impacts, risks and opportunities | Climate",216 166 166 | 188 166 166 | MDR-P Minimum policy reporting requirement 234 166 166,166,"188,216,234",
E1-1,Transition plan for climate change mitigation,232 166 166,166,232,
E1-3,Actions and resources in relation to climate change policies,238 166 166,166,238,
E1-4,Targets related to climate change mitigation and adaptation,241 166 166,166,241,
E1-5,The Group used estimates for performance metrics in relation to metric for indirect electricity consumption | Energy consumption and mix,165 165 | 244 166 166,165,244,
E1-6,"and metric for Scope 2 emissions. For information about the sources of uncertainty and the assumptions | Gross scopes 1, 2, 3 and total GHG emissions",165 165 | 245 166 166,165,245,
E1-9,Anticipated financial effects from material physical and transition-related risks and potential climate-related opportunities,Phase-in 166 166,166,,
E2,Pollution,Not material. For further detail see paragraph “Double Materiality” with reference to 166 166,166,,
E3,Water and marine,Not material. For further detail see paragraph “Double Materiality” with reference 167 167,167,,
E4,"Material impacts, risks and opportunities and their interaction with strategy and business model | Description of processes to identify and assess material biodiversity- and ecosystem-related impacts, risks and opportunities | Protecting",196 167 167 | Policies related to biodiversity and ecosystems 247 167 167,167,"196,247",
E4-3,Actions and resources related to biodiversity and ecosystems,254 167 167,167,254,
E4-4,Targets related to biodiversity and ecosystems,257 167 167,167,257,
E4-5,Impact metrics related to biodiversity and ecosystems change,259 167 167,167,259,
E4-6,Anticipated financial effects from biodiversity- and ecosystem-related risks and opportunities,Phase-in 167 167,167,,
E5,"Description of the processes to identify and assess material resource use and circular economy-related impacts, risks and opportunities | Resource",198 167 167 | Actions and resources in relation to resource use and circular economy 264 167 167,167,"198,264",
E5-1,Policies related to resource use and circular economy,260 167 167,167,260,
E5-3,Targets related to resource use and circular economy,268 167 167,167,268,
E5-4,Resource inflows,269 167 167,167,269,
E5-5,Resource outflows,270 167 167,167,270,
E5-6,Anticipated financial effects from resource use and circular economy- related risks and opportunities,Phase-in 167 167,167,,
G1,"The role of the administrative, management and supervisory bodies | Description of the processes to identify and assess material impacts, risks and opportunities | Business",206 169 169 | 203 169 169 | Corporate culture and business conduct policies 329 169 169,169,"203,206,329",
G1-2,Management of relationships with suppliers,339 169 169,169,339,
G1-3,Prevention and detection of corruption and bribery,341 169 169,169,341,
G1-4,Incidents of corruption or bribery,347 169 169,169,347,
G1-6,Payment practices,348 169 169,169,348,
GOV-1,"The role of the administrative, management and supervisory bodies",204; 210 166 166,166,"204,210",
GOV-2,"Information provided to and sustainability matters addressed by the undertaking’s administrative, management and supervisory bodies",204; 210 166 166,166,"204,210",
GOV-3,Integration of sustainability-related performance in incentive schemes,216 166 166,166,216,
GOV-4,Statement on due diligence,215 166 166,166,215,
GOV-5,Risk management and internal controls over Consolidated Sustainability Statement,210 166 166,166,210,
IRO-1,"Description of the processes to identify and assess material impacts, risks and opportunities",179 166 166,166,179,
IRO-2,Disclosure Requirements in ESRS covered by the undertaking’s sustainability statement,164 166 166,166,164,
S1,"Interests and views of stakeholders | Material impacts, risks and opportunities and their interaction with strategy and business model | Own","198 168 168 | Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities 307 168 168",168,"198,307",
S1-1,Policies related to own workforce,275 168 168,168,275,
S1-10,Adequate wages,309 168 168,168,309,
S1-11,for employees in non-EEA states’; ‘Social protection’; ‘Proportion of employees with disabilities’; | Social protection,165 165 | 309 168 168,165,309,
S1-12,Persons with disabilities,310 168 168,168,310,
S1-13,‘Metrics related to training and skills development’; ‘Cases of occupational illness and number of | Training and skills development metrics,165 165 | 310 168 168,165,310,
S1-14,Health and safety metrics,Phase-in par. 88 (non-employee 310 168 168,168,"88,310",
