Code,Name,Description,Page Range,Relevant Pages,Section Reference
,Table of | contents | Financial materiality | change | Climate | measures | Water | ent | Reputational improvement due to Acerinox’s adherence to the UN CEO | resources | operations | Resource outflows | services Waste | Circular | resource use | Working conditions | Other labor rights | Table of | contents | Equal treatment | and opportunities | Training and | skills development | workforce | Workers | chain | Customers | of groups | the referenced content of the disclosure requirements related to these topics. | Contents | ESRS | ESRS 2 | European taxonomy on sustainable finance | Disclosure of information under Article 8 of Regulation (EU) 2020/852 (Taxonomy Regulation). | Consolidated Management Report Fiscal Year 2024 | Table of | contents | ESRS | Consolidated Management Report Fiscal Year 2024 | Table of | contents | ESRS,"1. Acerinox 2. 3. About 2024: a 4. 5. 6. Economic Corporate Risk 7. Consolidated 8. 167 167 | in figures the Group transformational year performance governance management NFIS Appendices 167 167 | 167 167 | attributed to its business model 167 167 | of renewable origin (PPAs and GoOs) 167 167 | Increase in costs derived from the purchase of electricity due to poor 167 167 | heat recovery 167 167 | adaptation compliance with CO2 rates 167 167 | mitigation compliance with CO2 rates 167 167 | mitigation meet emission reduction targets 167 167 | Water Production stoppages have occurred due to water consumption limitations 167 167 | resources Columbus, South Africa, and Algeciras (Spain). 167 167 | Water and Water Water Mandate as a cornerstone for 167 167 | management of water resources in our 167 167 | Circular Resource input, Increased costs due to price volatility 167 167 | Circular Resource input, Cost reductions stemming from the reuse of scrap due to the optimization 167 167 | recycled materials 167 167 | All sub- subtopics Improved reputation and increased 167 167 | All sub- subtopics conditions compared to competitors 167 167 | 1. Acerinox 2. 3. About 2024: a 4. 5. 6. Economic Corporate Risk 7. Consolidated 8. 168 168 | in figures the Group transformational year performance governance management NFIS Appendices 168 168 | 168 168 | All sub- subtopics 168 168 | conditions safety companies 168 168 | Reputational loss by having a commercial relationship with suppliers 168 168 | fundamental human rights as well as environmental and social protection. 168 168 | Affected Economic, social and All sub- Loss of customers due to missed 168 168 | nan 169 169 | Description Page nan 169 169 | General disclosures nan 169 169 | 73, 160 nan 169 169 | 169.0 169 169 | 1. 2. 3. 4. 5. 6. 7. Acerinox About 2024: a Economic Corporate Risk Consolidated 8. 170 170 | transformational year performance governance management NFIS in figures the Group Appendices 170 170 | Description Page 170 170 | 170 170 170 | 1. 2. 3. 4. 5. 6. 7. Acerinox About 2024: a Economic Corporate Risk Consolidated 8. 171 171 | transformational year performance governance management NFIS in figures the Group Appendices 171 171 | Description Page 171 171",167,"73,160,852",
BP-1,General basis for preparation of the sustainability statements,58 nan 169 169,169,58,
BP-2,Disclosures in relation to specific circumstances,58 nan 169 169,169,58,
GOV-1,"The role of the administrative, management and supervisory bodies",66 nan 169 169 | 125 171 171,169,"66,125",
GOV-2,"Information provided to and sustainability matters addressed by the undertaking’s administrative, management and supervisory bodies","62, 66 nan 169 169",169,"62,66",
GOV-3,Integration of sustainability-related performance in incentive schemes,69 nan 169 169,169,69,
GOV-4,Statement on sustainability due diligence,70 nan 169 169,169,70,
GOV-5,Risk management and internal controls over sustainability reporting,70 nan 169 169,169,70,
IRO-1,"Description of the processes to identify and assess material impacts, risks and opportunities | Description of the processes to identify and assess material climate-related impacts, risks and opportunities | Description of the processes to identify and assess material climate-related impacts, risks and opportunities | Description of the processes to identify and assess material water and marine resources-related impacts, risks and opportunities | Description of the processes to identify and assess material resource use and circular economy-related impacts, risks and opportunities | Description of the processes to identify and assess material climate-related impacts, risks and opportunities | Description of the processes to identify and assess material business conduct-related impacts, risks and opportunities","62, 66 nan 169 169 | 82 nan 169 169 | 62, 63 170 170 | 95 170 170 | 100 170 170 | 62, 64 171 171 | 62, 66 171 171",169,"62,63,64,66,82,95,100",
IRO-2,Disclosure Requirements in ESRS covered by the undertaking’s sustainability statements,169 nan 169 169,169,,
S,ER,Acerinox topic CSRD topic CSRD subtopic CSRD sub- subtopic Description Scope Risk / opportunity 167 167 | Acerinox topic CSRD topic CSRD subtopic CSRD sub- subtopic Description Scope Risk / opportunity 168 168,167,,
SBM-1,"Strategy, business model and value chain",59 nan 169 169,169,59,
SBM-2,Interests and views of stakeholders,64 nan 169 169 | 117 171 171 | 122 171 171,169,"64,117,122",
SBM-3,"Material impacts, risks and opportunities and their interaction with strategy and business model","59, 62 nan 169 169 | 80 nan 169 169 | 106 170 170 | 117 171 171 | 122 171 171",169,"59,62,80,106,117,122",
