Code,Name,Description,Page Range,Relevant Pages,Section Reference
,"Annual Report 2024 | • | Sustainability Statement | sustainability matters for which we do not have a formal policy in place. | mapping | This section provides a mapping of where we have covered the relevant | ESRS disclosure requirements relating to our material impacts, risks and | opportunities throughout this Sustainability Statement. | We determined the material information to be disclosed in our | Sustainability Statement by applying the criteria outlined in ESRS 1, | section 3.2, which focuses on material matters and materiality of | information. Specifically, we used paragraph 31 of ESRS 1 to assess the | significance of information and whether it would influence the decision | making needs of users of the Sustainability Statement. For example, we | consider key policies and key actions to be those that drive significant, | material change regarding the sustainability topics that matter most for | our stakeholders. | Consolidated Financial Statements. | Entity-specific disclosures | behind our metrics in each section. Unless otherwise specified in the | Given Adyen’s business model, value-chain positioning, and our | distinctive approach to building our business for the long term, a number | of our material sustainability matters identified through the DMA process | are entity-specific. Sustainability matters such as social impact and | Impact technology are specific to Adyen as they represent our unique | opportunity to create positive impact through the combined strengths of | our talent, technology, and network. Further, as ESRS sector-specific | standards are not yet available — and do not yet capture the breadth or | specificity of activities within our industry — we have identified a number | of entity-specific matters that relate to the nature of our sector, such as | anti-financial crime, information security, and data privacy for which | topical standards are not yet available. | Although we recognize that entity-specific disclosures may limit | comparability between undertakings, we have reported on six entity | specific matters, consisting of several metrics. These entity-specific | metrics are included to support our stakeholders to better understand | our impacts and performance on the related sustainability matter. | In line with the relevant application requirements of ESRS, we have | considered the relevance and comparability of these disclosures. Some | general notes hold across all disclosures, including entity specific ones: | Annual Report 2024 | ESRS content index Disclosure | ESRS 2 - General disclosures | (b) DEI Sustainability Statement - Diversity within our workforce (c) Corporate Governance report | administrative, management, and supervisory bodies | Report | DEI Sustainability Statement - ‘Our approach to prevention of discrimination and channels to raise concerns’ | Company culture Sustainability Statement - ‘Adyen Formula’ Company culture Sustainability Statement - ‘Normal Course of Life’ | Company culture Sustainability Statement - ‘Remuneration Policy’ Learning & development Sustainability Statement - ‘Our policy and approach’ | survey’ Learning & development Sustainability Statement - ‘Stakeholder consideration and | engagement’ | Annual Report 2024 | Business Conduct Sustainability Statement - ‘Protection of whistleblowers’ | those actions | E1- Climate change | Entity specific disclosures | Social impact | ESRS 2 | Impact technology | Annual Report 2024 | ESRS 2 | Company culture Sustainability Statement | Responsible tax | Information security | Data privacy | Anti-financial crime","111 111 111 | Policies and approach: Since we prioritize flexibility and The following sustainability matters are entity-specific, and do not use 111 111 | responsiveness over rigid guidelines and processes, there are some any ESRS topical disclosure requirements but rather follow the entity- 111 111 | specific disclosure requirements. For these topics, we have disclosed 111 111 | In these instances, we have instead disclosed our approach, which Minimum Disclosure Requirements (MDRs) only: 111 111 | encompasses a set of objectives and principles put in place to manage • Social impact 111 111 | our material IROs. 111 111 | • Actions: The majority of actions taken in 2024 were driven by our • Impact technology 111 111 | internal teams, reflecting our culture of autonomy, as well as the • Information security 111 111 | expertise and dedication of our workforce. Just as we focus on • Data privacy 111 111 | building our platform entirely in-house, so too do we aim to minimize 111 111 | third-party involvement and the use of third parties in running our • Anti-financial crime 111 111 | business and furthering our growth. Unless otherwise specified in the • Responsible tax practices (as part of Business conduct) 111 111 | respective sections, our actions are executed internally and did not 111 111 | require significant investment to complete. This means that related The following topics are disclosed using ESRS topical standards: 111 111 | capital and operational expenditure primarily relate to cost accounted • Climate change (E1) 111 111 | for as part of ‘Wages and Salaries;’ details of which can be found in our 111 111 | • Company culture (S1 & G1) 111 111 | • Metrics: We have disclosed relevant assumptions and methodologies • DEI (S1) 111 111 | 111 111 | respective section, metrics are not validated by a third party, that isn’t • Learning & development (S1) 111 111 | our assurance provider. • Business conduct (G1) 111 111 | • Targets: Rather than setting fixed or arbitrary targets, there are some 111 111 | sustainability matters for which we prefer to adopt an approach of To support readers to navigate these disclosures, the following table sets 111 111 | flexibility and continuous improvement. Wherever this is the case, we out a mapping of which ESRS topical disclosure requirements have been 111 111 | have provided a clear and transparent explanation for not having included in these sections, and the relevant page references. 111 111 | targets in place. In addition, we also provide the reader with how we 111 111 | measure the effectiveness of our policy in the absence of time-bound 111 111 | targets. For the targets that we have set, to continually measure our 111 111 | progress, a quarterly Management Report, which is also made 111 111 | available to our Supervisory Board, is provided with pertinent data 111 111 | relating to the target and progress of the related priorities. Both 111 111 | qualitative and quantitative updates, including metrics, are provided in 111 111 | order to assess progress against the targets and provide an 111 111 | opportunity to assess if corrective actions need to be taken. 111 111 | 112.0 112 112 | Description Reference in the report Explanatory note nan 112 112 | nan 112 112 | 113 113 113 | 113 113 | Learning & development Sustainability Statement - ‘Actions’ 113 113 | MDR-P: Policies adopted to manage material sustainability matters Social impact Sustainability Statement - ‘Our policy and approach’ ESRS-2 68: The approach on social impact does not require specific actions 113 113 | MDR-A: Actions and resources in relation to material sustainability matters Social impact Sustainability Statement - ‘Actions’ ESRS-2 69: Social impact activities are part of normal operational planning meaning that costs are planned for and allocated on the current financial year 113 113 | MDR-M: Metrics in relation to material sustainability matters Social impact Sustainability Statement - ‘Metrics’ ESRS-2 77b: Metrics in the section on Social impact are not validated by an external body other than our external assurance provider 113 113 | MDR-T: Tracking effectiveness of policies and actions through targets Social impact Sustainability Statement - ‘Targets’ ESRS-2 81: Not applicable as time-bound, measurable targets have been set 113 113 | MDR-P: Policies adopted to manage material sustainability matters Impact technology Sustainability Statement - ‘Our policy and approach’ ESRS-2 68: The approach on Impact technology does not require specific actions 113 113 | 114 114 114 | MDR-A: Actions and resources in relation to material sustainability matters Impact technology Sustainability Statement - ‘Actions’ ESRS-2 69: Impact technology activities are part of normal operational planning meaning that costs are planned for and allocated on the current financial year 114 114 | MDR-M: Metrics in relation to material sustainability matters Impact technology Sustainability Statement - ‘Metrics’ ESRS-2 77b: Metrics in the section on Impact technology are not validated by an external body other than our external assurance provider 114 114 | MDR-T: Tracking effectiveness of policies and actions through targets Impact technology Sustainability Statement - ‘Targets’ ESRS-2 81: Not applicable as time-bound, measurable targets have been set 114 114 | 114 114 | MDR-P: Policies adopted to manage material sustainability matters Responsible tax Sustainability Statement - ‘Our policy and approach’ ESRS-2 68: The approach does not require specific actions 114 114 | MDR-A: Actions and resources in relation to material sustainability matters Responsible tax Sustainability Statement - ‘Actions’ ESRS-2 69: Activities performed are part of normal operational planning meaning that costs are planned for and allocated on the current financial year 114 114 | MDR-M: Metrics in relation to material sustainability matters Responsible tax Sustainability Statement - ‘Metrics’ ESRS-2 77b: Metrics are not validated by an external body other than our external assurance provider 114 114 | MDR-T: Tracking effectiveness of policies and actions through targets Responsible tax Sustainability Statement - ‘Targets’ ESRS-2 80: Not applicable as no targets have been set for this topic 114 114 | MDR-P: Policies adopted to manage material sustainability matters Information security Sustainability Statement - ‘Our policy and approach’ ESRS-2 68: The approach does not require specific actions 114 114 | MDR-A: Actions and resources in relation to material sustainability matters Information security Sustainability Statement - ‘Actions’ ESRS-2 69: Activities performed are part of normal operational planning meaning that costs are planned for and allocated on the current financial year 114 114 | MDR-M: Metrics in relation to material sustainability matters Information security Sustainability Statement - ‘Metrics’ ESRS-2 77b: Metrics are not validated by an external body other than our external assurance provider 114 114 | MDR-T: Tracking effectiveness of policies and actions through targets Information security Sustainability Statement - ‘Targets’ ESRS-2 80: Not applicable as no targets have been set for this topic 114 114 | MDR-P: Policies adopted to manage material sustainability matters Data privacy Sustainability Statement - ‘Our policy and approach’ ESRS-2 68: The approach does not require specific actions 114 114 | MDR-A: Actions and resources in relation to material sustainability matters Data privacy Sustainability Statement - ‘Actions’ ESRS-2 69: Activities performed are part of normal operational planning meaning that costs are planned for and allocated on the current financial year 114 114 | MDR-M: Metrics in relation to material sustainability matters Data privacy Sustainability Statement - ‘Metrics’ ESRS-2 77b: Metrics are not validated by an external body other than our external assurance provider 114 114 | MDR-T: Tracking effectiveness of policies and actions through targets Data privacy Sustainability Statement - ‘Targets’ ESRS-2 80: Not applicable as no targets have been set for this topic 114 114 | MDR-P: Policies adopted to manage material sustainability matters Anti-financial crime Sustainability Statement - ‘Our policy and approach’ ESRS-2 68: The approach does not require specific actions 114 114 | MDR-A: Actions and resources in relation to material sustainability matters Anti-financial crime Sustainability Statement - ‘Actions’ ESRS-2 69: Activities performed are part of normal operational planning meaning that costs are planned for and allocated on the current financial year 114 114",111,"68,69,80,81",paragraph 31 of
BP-1,General basis of preparation for the Sustainability Statement,Basis of preparation nan 112 112,112,,
BP-2,Disclosures in relation to specific circumstances,Disclosures in relation to specific circumstances nan 112 112,112,,
G1,- Business conduct,114 114,114,,
GOV-1,"The role of the administrative, management, and supervisory bodies","(a)The role of the administrative, management and supervisory bodies: ESG governance and oversight nan 112 112",112,,
GOV-2,"Information provided to, and sustainability matters addressed by, the undertaking’s","The role of the administrative, management, and supervisory bodies: ESG governance and oversight nan 112 112",112,,
GOV-3,Integration of sustainability-related performance in incentive schemes,Sustainability-related performance in incentive schemes nan 112 112,112,,
GOV-4,Statement on due diligence,Statement on due diligence nan 112 112,112,,
GOV-5,Risk management and internal controls over sustainability reporting,Risk management and internal controls over sustainability reporting nan 112 112,112,,
IRO-1,"Description of the process to identify and assess material impacts, risks, and opportunities",Double Materiality Assessment nan 112 112,112,,
