Code,Name,Description,Page Range,Relevant Pages,Section Reference
,"3.5 Sustainability Notes | 3.5.1 List of Material Disclosure Requirements (ESRS Context Index) | General disclosures | ESRS disclosure requirement | Environment | Climate change | Sustainable Products and Services, including training | ESRS 2 MDR-P | ESRS 2 MDR-A | ESRS 2 MDR-M | ESRS 2 MDR-T | 3.0 | nan","131 131 | Section Page 131 131 | Policies adopted to manage material sustainability matters 3.2.3.2.1. 107 131 131 | Actions and resources in relation to material sustainability matters 3.2.3.2.2. 107 - 108 131 131 | Metrics in relation to Sustainable products 3.2.3.3.1. 109 131 131 | Metrics in relation to Sustainable services 3.2.3.3.2. 109 131 131 | Tracking effectiveness of policies and actions 3.2.3.3.3. 109 131 131 | Empower Sustainable Finance 132 132 | Social 132 132 | ESRS disclosure requirement Section Page 132 132 | Own workforce 132 132 | Interests and views of stakeholders 3.3.1.1. 111 132 132 | Material impacts, risks and opportunities and their interaction with strategy and business model 3.3.1.2. 111 - 113 132 132 | ESRS 2 MDR-P Policies adopted to manage material sustainability matters Policies related to own workforce 3.3.2.1. 113 132 132 | Processes for engaging with own workers and workers’ representatives about impacts 3.3.2.2. 113 - 114 132 132 | Processes to remediate negative impacts and channels for own workers to raise concerns 3.3.2.3. 114 - 115 132 132 | ESRS 2 MDR-A Actions and resources in relation to material sustainability matters Taking action on material impacts on own workforce, and approaches to mitigating material 3.3.2.4. 115 - 118 132 132 | risks and pursuing material opportunities related to own workforce, and effectiveness of those actions 132 132 | ESRS 2 MDR-T Tracking effectiveness of policies and actions 3.3.3.5. 122 132 132 | Characteristics of the undertaking’s employees 3.3.3.1. 119 - 120 132 132 | Collective bargaining coverage and social dialogue 3.3.3.4. 121 - 122 132 132 | Diversity metrics 3.3.3.2. 120 - 121 132 132 | Adequate wages 3.3.3.4. 121 - 122 132 132 | Persons with disabilities 3.3.3.2.3. 120 - 121 132 132 | Training and skills development metrics 3.3.3.3. 121 132 132 | Remuneration metrics 3.3.3.2. 120 - 121 132 132 | Incidents, complaints and severe human rights impacts 3.3.3.2. 120 - 121 132 132 | Governance 132 132 | Business conduct 132 132 | The role of the administrative, supervisory and management bodies 3.4.1. 125 132 132 | Description of the processes to identify and assess material impacts, risks and opportunities 3.4.2. 125 132 132 | ESRS 2 MDR-P Policies adopted to manage material sustainability matters Corporate culture and business conduct policies 3.4.2.2 . 125 132 132 | ESRS 2 MDR-A and Actions and resources in relation to material sustainability matters Prevention and detection of corruption and bribery 3.4.2.3. 126 - 128 132 132 | Confirmed incidents of corruption or bribery 3.4.3.1. 128 132 132 | ESRS 2 MDR -T Tracking effectiveness of policies and actions 3.4.3.2. 128 132 132 | 3.5.2 Disclosure requirements that derive from other EU legislations 132 132 | The tables below provides an overview ESRS data points that derive from other EU legislation, based on ESRS 2 Appendix B and 132 132 | where this information can be found if deemed material. 132 132 | General disclosures 132 132 | ESRS data point Information Regulation Page 132 132 | 21 (d) Board's gender diversity SFDR, Benchmark Regulation 90 - 91 132 132 | 21 (e) Percentage of board members who are independent Benchmark Regulation 90 - 91 132 132 | 30 Statement on due diligence SFDR 93 132 132 | 40 (d) i,ii,iii, Activities related to fossil fuel, chemical production, tobacco weapons SFDR; Pillar 3; Benchmark Regulation 132 132 | iv 132 132 | 130 2024 UNIVERSAL REGISTRATION DOCUMENT 132 132",131,"21,30,40,90,91,93,107,108,109,111,112,113,114,115,116,117,118,119,120,121,122,125,126,127,128,130","3.5 Sustainability Notes, 3.5.1 List of Material Disclosure Requirements (ESRS Context Index)"
BP-1,General basis for preparation of sustainability statements,3.1.1.1. 77 131 131,131,77,
BP-2,Disclosures in relation to specific circumstances,3.1.1.2. 77 - 78 131 131,131,"77,78",
E1-2,ESRS 2 MDR-P,Policies adopted to manage material sustainability matters Policies related to climate change mitigation and adaptation 3.2.2.3.1. 99 131 131,131,99,
E1-3,ESRS 2 MDR-A,Actions and resources in relation to material sustainability matters Actions and resources in relation to climate change policies 3.2.2.3.2. 99 - 100 131 131,131,"99,100",
GOV-1,"The role of the administrative, management and supervisory bodies",3.1.4.1. and 3.1.4.2. 89 - 91 131 131,131,"89,90,91",
GOV-2,"Information provided to and sustainability matters addressed by the undertaking’s administrative, management and supervisory bodies",3.1.4.3. 91 - 92 131 131,131,"91,92",
GOV-3,Integration of sustainability-related performance in incentive schemes,3.2.2.1. 97 131 131 | 3.1.4.4. 92 131 131,131,"92,97",
GOV-4,Statement on due diligence,3.1.4.5. 92 131 131,131,92,
GOV-5,Risk management and internal controls over sustainability reporting,3.1.4.6. 92 - 93 131 131,131,"92,93",
IRO-1,"Description of the processes to identify and assess material climate-related impacts, risks and opportunities | Description of the processes to identify and assess material impacts, risks and opportunities",3.2.2.3. 99 131 131 | 3.1.3.1. 86 - 89 131 131,131,"86,87,88,89,99",
IRO-2,Disclosure requirements in ESRS covered by the undertaking’s sustainability statement,3.1.3.3. and 3.5.1 89 and 129 - 132 131 131,131,"89,129,130,132",
SBM-1,"Strategy, business model and value chain",3.1.2.1. 78 - 84 131 131,131,"78,79,80,81,82,83,84",
SBM-2,Interests and views of stakeholders,3.1.2.2. 85 - 86 131 131,131,"85,86",
SBM-3,"Material impacts, risks and opportunities and their interaction with strategy and business model",3.2.2.2.2. 98 - 99 131 131 | 3.2.3.1.1. 106 - 107 131 131 | 3.1.3.2. 89 131 131,131,"89,98,99,106,107",
