Code,Name,Description,Page Range,Relevant Pages,Section Reference
,"the implementation of the ESRSs. In the table below, we explain where we have applied phased-in provisions or where a disclosure requirement is not applicable. | Reference index table | Requirement | General disclosure requirements - ESRS 2 | Appendix to the Executive Board report | 21. d 23. a,b | 20. b 22. c(i) | 22. d | 21. b | 22. c(i) | 21. c 22. a | 23. a,b | 22. c(ii) | 22. c(iii) | 26. b | 29.b | table: 6. 2025 Target areas | 29.d | Reference index table | Requirement | 48.b-d,f | 48.e | 48.h | 48.g | 53.e | 53.g | 57 | 59 | MDR-P | MDR-A | MDR-M | Contents | Reference index table | Requirement | MDR-T | 64-65 66.b-d | 67.a,b,d,e 68-70 | Our nature strategy | Reference index table | Requirement | 364 | 66.b | Reference index table | Requirement | 365 | Contents ING at a glance Strategy, business model Our financial performance Our leadership and Sustainability Statement and value creation corporate governance | Financial Disclosures (TNFD). As nature-related impacts and dependencies are the ultimate sources of the | environmental transition and physical risks, the assessment of the environmental risk is designed as follows. | The assessment of the environmental transition risks corresponds to the evaluation of the environmental | impacts. The assessment of the environmental physical risks corresponds to the evaluation of the | environmental dependencies. | Systemic risks, such as ecosystem collapse risk and aggregated risk, are considered as part of the data | sources used for the assessment. ING assesses the 'Impacts on the extent and condition of ecosystems' from | UNEP-FI, which is described as the ability of an industry 'to protect, restore and promote sustainable use of | terrestrial and non-terrestrial ecosystems, sustainably manage forests, combat desertification, halt and | reverse land degradation and halt biodiversity loss' (and the impact could be positive or negative). ING uses | the 'Impacts on ecosystem services' with the BIA-GBS metrics. They describe the changes caused by | corporate businesses to biodiversity loss. The severity of the driver impact on nature is expressed in Mean | Species Abundance (MSA) that reflects the biodiversity intactness. | Used to assess sectors' association with negative impacts and dependencies on the sustainability matters. | Overview of external data sources | The DMA leverages on renowned external data sources, whose reliability is supported by scientific research, | consistent with known benchmarks, business standards and formats. Additionally, internal data (risk- and | HR-related), voluntary reports (human rights report, Climate Progress Update) and other external regulatory | disclosures are used. All data is subject to quality checks, in particular with regard to completeness, | uniqueness, integrity, accuracy and timeliness. To assess sectors’ association with negative impacts and | dependency on the various sustainability matters, multiple data sources are used, as summarised in the | below table per sustainability matter. | ▪ Eurostat: The annual enterprise statistics for special aggregates of activities Eurostat (2023) is a | compilation of statistics providing a comprehensive overview of the economic landscape. It is provided by | ESRS topic Impact Dependency | – ENCORE – ENCORE | – UNEP-FI – Eurostat | – PCAF – ING assessment | – EU High impact climate sectors | – UNEP-FI | – BIA-GBS | – + as for direct drivers above","360 360 | Description Art. Reference Pages Remarks 360 360 | 356 360 360 | SB Committee meetings and composition 40 Incorporated by reference 360 360 | Works councils 91 Incorporated by reference 360 360 | Our leadership and corporate governance 36 Incorporated by reference 360 360 | Our sustainability governance 103 Incorporated by reference 360 360 | Business model and strategy 96 Incorporated by reference 360 360 | Our sustainability governance 103 360 360 | 2024 Executive Board performance and remuneration 69 Incorporated by reference 360 360 | 79 Incorporated by reference 360 360 | table: 1. 2024 variable remuneration outcomes 69 Incorporated by reference 360 360 | 362 362 | Description Art. Reference Pages Remarks 362 362 | Identified impacts, risks and opportunities 105 362 362 | Disclosure omitted due to application of ESRS 1 transitional provision / phase-in 362 362 | No entity specific disclosures reported 362 362 | Our double materiality assessment 97 No entity specific disclosures reported 362 362 | Environmental, social and governance risk 211 362 362 | Overview of external data sources 367 362 362 | Climate change is deemed material, hence this disclosure requirement is not applicable 362 362 | Reporting on the material impacts, risks and opportunities 101 362 362 | Policies adopted to manage material sustainability matters Climate change - policies, actions and performance 127 362 362 | Actions and resources in relation to material sustainability matters Climate change - policies, actions and performance 127 362 362 | Metrics in relation to material sustainability matters Our Terra approach 109 362 362 | ING at a glance Strategy, business model Our financial performance and value creation Our leadership and corporate governance Sustainability Statement Capital management Risk management Consolidated Parent company Other information financial statements financial statements and appendices 363 363 | 363 363 | Description Art. Reference Pages Remarks 363 363 | Tracking of effectiveness of policies and actions through targets Our Terra approach 109 363 363 | Disclosure partly omitted due to application of ESRS 1 transitional provision / phase-in 363 363 | 130 363 363 | 364 364 | Description Art. Reference Pages Remarks 364 364 | 364 | Workforce characteristics 138 364 364 | 365 365 | Description Art. Reference Pages Remarks 365 365 | 365 | Capital management Risk management Consolidated Parent company Other information financial statements financial statements and appendices 367 367 | - Circular economy ENCORE – Encore 367 367 | – UNEP-FI 367 367 | - Own workforce UNEP-FI - 367 367 | - Workers in the value chain UNEP-FI - 367 367 | - Affected communities UNEP-FI - 367 367 | - Consumers and end-users UNEP-FI - 367 367 | - Business conduct - - 367 367 | 367 367 | The definitions of the data sources are as follows: 367 367 | ▪ UNEP-FI (United Nations Environmental Program Finance Initiative): the Radar Impact Analysis Tool is 367 367 | designed to provide a means to holistically understand the sustainability matters financial institutions 367 367 | may be impacting, positively or negatively, through the products and services rendered to their customers. 367 367 | ▪ ENCORE (Exploring Natural Capital Opportunities, Risks and Exposure): Using sector research and expert 367 367 | interviews, the dataset describes how production processes impact and depend on nature, and how 367 367 | environmental changes can lead to risks for businesses and financial institutions. 367 367 | ▪ BIA-GBS (Biodiversity Impact Analytics – Global): A model that measures the biodiversity impact in Mean 367 367 | Species Abundance (MSAAppb* intensity) for the direct drivers of biodiversity loss. 367 367 | ▪ EU high impact climate sectors: The ESRS refers to ‘high climate impact sectors’ (see Disclosure 367 367 | Requirement E1-5, paragraph 38): “High climate impact sectors are those listed in NACE Sections A to H 367 367 | and Section L (as defined in Commission Delegated Regulation (EU) 2022/1288)”, also known as SFDR. 367 367 | Eurostat and uses the NACE Rev. 2 classification to detail the different statistics by sectors and industries. 367 367 | work together to develop and implement a harmonised approach to assess and disclose the greenhouse 367 367 | gas (GHG) emissions associated with their loans and investments. 367 367",360,"20,21,22,23,26,29,36,40,48,53,57,59,64,65,66,67,68,69,70,79,91,96,97,101,103,105,109,127,130,138,211,356,367,1288",
BP-1,General basis for preparation of the sustainability statement,General information - Basis for preparation 94 360 360,360,94,
BP-2,Disclosures in relation to specific circumstances,General information - Basis for preparation 94 360 360,360,94,
E1,"Climate change - policies, actions and performance | Climate change - policies, actions and performance | Environment - Climate | - Climate change Climate change mitigation: Climate change adaptation:",127 362 362 | 127 363 363 | 363 363 | ▪ Partnership for Carbon Accounting Financials (PCAF) is a global partnership of financial institutions that 367 367,362,127,
E2,Pollution | - Pollution ENCORE – Encore,366 366 | 367 367,366,,
E3,Water & marine resources | - Water ENCORE – Encore,366 366 | 367 367,366,,
E4,"Identified impacts, risks and opportunities | Biodiversity and ecosystems - policies, actions and performance | Biodiversity and ecosystems - policies, actions and performance | Environment - Biodiversity and ecosystems | Biodiversity & ecosystems | - Biodiversity and ecosystems ENCORE – Encore",130 362 362 | 131 362 362 | 131 363 363 | 363 363 | 366 366 | 367 367,362,"130,131",
E5,Circular economy,366 366,366,,
G1,"Identified impacts, risks and opportunities | Business conduct - policies, actions and performance | Business conduct - policies, actions and performance | Governance - Business conduct",149 362 362 | 149 363 363 | 365 365,362,149,
GOV-1,"The role of the administrative, management and supervisory bodies","20. a,c 21. a,c Diversity and competence matrix 45 Incorporated by reference 360 360 | Our sustainability governance 103 365 365",360,"20,21,45,103",
