0,1,2,3
2024 Financial Report,,,"Management, Sustainability and Governance Report 
Consolidated financial statements"
,Separate financial,,
,,,statements
"ESRS 2, SBM 2","Interests 
and 
views 
of","• 
 C.3.4.2 Interests 
and",
,stakeholders,views of stakeholders,
"ESRS 2, SBM 3","Material impacts, risks and","• 
 C.3.4.3 Management 
of",
,"opportunities 
and 
their",the IRO’s,
,"interaction  with 
strategy",,
,and business model,,
S4-1,"Policies 
related 
to","• 
 C.3.4.4. Policies related to",
,consumers and end-users,consumers and end-users,
,,"• 
 C.1.4.1 Policies adopted to",
,,"manage 
material 
sustainability",
,,matters,
ESRS 2 MDR-P,"ESRS 
2  MDR-P Policies","• 
 C.3.4.4. Policies related to",
,"adopted 
to 
manage",consumers and end-users,
,"material 
sustainability",,
,matters,,
S4-2,"Processes 
for 
engaging","• 
 C.3.4.4. Policies related to",
,with  consumers  and  end-,consumers and end-users,
,users about impacts,,
S4-3,"Processes 
to 
remediate","• 
 C.3.4.4. Policies related to",
,"negative 
impacts 
and",consumers and end-users,
,"channels 
for 
consumers",,
,"and 
end-users 
to 
raise",,
,concerns,,
S4-4,Taking  action  on  material,"• 
 C.3.4.5 Actions 
and",
,impacts on consumers and,resources on the material impacts,
,"end-users, 
and",,
,"approaches 
to  managing",,
,material risks and pursuing,,
,"material 
opportunities",,
,related  to  consumers  and,,
,"end-users, 
and",,
,"effectiveness 
of 
those",,
,actions,,
"ESRS 2, MDR-A","ESRS 
2  MDR-A Actions","• 
 C.3.4.5 Actions 
and",
,and resources in relation to,resources on the material impacts,
,"material 
sustainability",,
,matters,,
S4-5,"Targets 
related 
to","• 
 C.3.4.6 Targets  related  to",
,"managing 
material","managing 
material 
negative",
,"negative 
impacts,","impacts, advancing positive impacts,",
,"advancing 
positive","and  managing  material 
risks  and",
,"impacts, 
and  managing",opportunities,
,"material 
risks 
and",,
,opportunities,,
"ESRS 2, MDR-T",ESRS  2  MDR-T Tracking,"• 
 C.3.4.6 Targets  related  to",
,"effectiveness 
of 
policies","managing 
material 
negative",
,and actions through targets,"impacts, advancing positive impacts,",
,,"and  managing  material 
risks  and",
