0,1
Disclosure Requirements in ESRS Covered by the Undertaking’s Sustainability Statement [IRO-2],
General Disclosures [ESRS 2],Section
Own workforce [ESRS S1],
"Disclosure Requirement related to ESRS 2 SBM-3 – Material 
impacts, risks and opportunities and their interaction with","4.3.1 Own Workforce – Material impacts, risks and opportunities and 
their interaction with strategy and business model [S1.SBM-3]"
strategy and business model [S1.SBM-3],
Policies related to own workforce [S1-1],"4.3.1 Own Workforce – Our  principles regarding our own workforce 
[S1-1] as well as Policies related to fairness and respect at work [S1-1]"
,"as well as Policies related to training and development [S1-1] as well 
as Policies related to adequate wages [S1-1] as well as Policies related"
,"to preventive health [S1-1] as well as Policies related to work-life 
balance [S1-1] as well as Policies related to pensions [S1-1] as well as"
,Policies related to health & safety [S1-1]
"Processes to remediate negative impacts and channels for own 
workforce to raise concerns [S1-3]","4.3.1 Own Workforce – Processes to remediate negative impacts and 
channels for own workers to raise concerns [S1-3]"
"Processes for engaging with own workforce and workers’ 
representatives about impacts [S1-2]","4.3.1 Own Workforce – Processes for engaging with the company’s 
own workers and workers’ representatives about impacts related to"
,"the freedom of association, existence of works councils and the 
employees’ rights to information, consultation and codetermination as"
,well as social dialogue [S1-2]
"Taking action on material impacts on own workforce, and 
approaches to managing material risks and pursuing material","4.3.1 Own Workforce – Actions related to fairness and respect at work 
[S1-4] as well as Actions related to training and development [S1-4] as"
"opportunities related to own workforce, and effectiveness of 
those actions [S1-4]","well as Actions related to adequate wages [S1-4] as well as Actions 
related to preventive health [S1-4] as well as Actions related to health"
,& safety [S1-4]
"Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","4.3.1 Own Workforce – Targets related to workforce: global gender 
balance commitments [S1-5]"
[S1-5],
Characteristics of the undertaking’s employees [S1-6],"4.3.1 Own Workforce – Characteristics of the undertaking’s employees 
[S1-6]"
Collective bargaining coverage and social dialogue [S1-8],"4.3.1 Own Workforce – Collective bargaining coverage and social 
dialogue [S1-8]"
Diversity metrics [S1-9],4.3.1 Own Workforce – Diversity metrics [S1-9]
Adequate wages [S1-10],4.3.1 Own Workforce – Adequate wages [S1-10]
Health and safety metrics [S1-14],4.3.1 Own Workforce – Health and safety metrics [S1-14]
Remuneration metrics (pay gap and total remuneration) [S1-16],4.3.1 Own Workforce – Compensation metrics [S1-16]
"Incidents, complaints and severe human rights impacts [S1-17]","4.3.1 Own Workforce – Incidents, complaints and severe human rights 
impacts [S1-17]"
Workers in the value chain [ESRS S2],
"Disclosure Requirement related to ESRS 2 SBM-3 Material 
impacts, risks and opportunities and their interaction with","4.3.2 Workers in the Value Chain – Material impacts, risks and 
opportunities and their interaction with strategy and business model"
strategy and business model [S2.SBM-3],related to workers in the value chain [S2.SBM-3]
Policies related to value chain workers [S2-1],"4.3.2 Workers in the Value Chain – Policies related to value chain 
workers [S2-1]"
"Taking action on material impacts on value chain workers, and 
approaches to managing material risks and pursuing material","4.3.2 Workers in the Value Chain – Prevention and mitigation through 
measures related to value chain workers [S2-4]"
"opportunities related to value chain workers, and effectiveness of 
those actions [S2-4]",
"Processes for engaging with value chain workers about impacts 
[S2-2]","4.3.2 Workers in the Value Chain – Processes for engaging with value 
chain workers about impacts [S2-2]"
"Processes to remediate negative impacts and channels for value 
chain workers to raise concerns [S2-3]","4.3.2 Workers in the Value Chain – Processes to remediate negative 
impacts and channels for value chain workers to raise concerns [S2-3]"
"Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","4.3.2 Workers in the Value Chain – Targets related to managing 
material negative impacts, advancing positive impacts, and managing"
[S2-5],material risks and opportunities [S2-5]
