0,1,2,3
S1-3,"Processes 
to 
remove","• 
 C.3.1.3  IRO  management",
,"negative 
impacts 
and","and 
their 
interaction  with  strategy",
,"channels 
for 
own",and business model,
,"workforce 
to 
raise",,
,concerns,,
S1-4,Taking  action  on  material,"• 
 C.3.1.5  Actions  related  to",
,"impacts on own workforce,",own workforce,
,"and 
approaches 
to","• 
 D.3.5.2.5 Data Protection",
,"mitigating  material 
risks","• 
 D.3.5.2.6 Data privacy,",
,"and 
pursuing 
material","cybersecurity 
and",business
,"opportunities 
related 
to",continuity,
,"own 
workforce, 
and","• 
 D.3.6.4 Composition",and
,"effectiveness 
of 
those","diversity, 
independence,  skills  and",
,actions,expertise,
,,"• 
 B.1 Major events",
ESRS 2 MDR-A,"ESRS 
2  MDR-A Actions","• 
 C.3.1.5  Actions related",to
,and resources in relation to,own workforce,
,"material 
sustainability",,
,matters,,
S1-5,"Targets 
related 
to","• 
 C.3.1.6 Metrics",and
,"managing 
material",targets,
,"negative 
impacts,","• 
 C.1.4.3 Measure of actions",
,"advancing 
positive",effectiveness through targets,
,"impacts, 
and  managing",,
,"material 
risks 
and",,
,opportunities,,
ESRS 2 MDR-T,ESRS  2  MDR-T Tracking,"• 
 C.3.1.6 Metrics",and
,"effectiveness 
of 
policies",targets,
,and actions through targets,,
S1-6,"Characteristics 
of 
the","• 
 C.3.1.1 Characteristics",
,undertaking’s employees,of own workforce,
S1-7,"Characteristics 
of 
non-","• 
 C.3.1.1 Characteristics",
,"employees 
in 
the",of own workforce,
,"undertaking’s 
own",,
,workforce,,
S1-8,"Collective 
bargaining","• 
 C.3.1.5 Actions related",to
,"coverage 
and 
social",own workforce,
,dialogue,,
S1-9,Diversity metrics,"• 
 C.3.1.5 Actions related",to
,,own workforce,
S1-10,Adequate wages,"• 
 C.3.1.5 Actions related",to
,,own workforce,
S1-11,Social protection,"• 
 C.3.1.5 Actions related",to
,,own workforce,
S1-12,Persons with disabilities,"• 
 C.3.1.5 Actions related",to
,,own workforce,
S1-13,"Training 
and 
skills","• 
 C.3.1.5 Actions related",to
,development metrics,own workforce,
S1-14,Health and safety metrics,"• 
 C.3.1.5 Actions related",to
,,own workforce,
