0,1,2,3,4
ESRS Code,ESRS Description,"Reference(s) 
- page","Notes, if any","Derived from 
other EU 
legislation"
2 BP-1,"General basis for preparation of the 
sustainability statement",127-128,,
2 BP-2,"Datapoints that derive from other EU 
legislation",190-196,,
2 GOV-1,"The role of the administrative, management 
and supervisory bodies",151-152,,
2 GOV-1,Board's gender diversity paragraph 21 (d),152-154,,X
2 GOV-1,"Percentage of board members who are 
independent paragraph 21 (e)",151-152,,X
2 GOV-4,Statement on due diligence paragraph 30,158,,X
2GOV-2,"Information provided to and sustainability 
matters addressed by the undertaking’s 
administrative, management and supervisory 
bodies",156-157,,
2 GOV-3,"Integration of sustainability-related 
performance in incentive schemes",157-158,,
2 GOV-4,Statement on sustainability due diligence,157-158,,X
2 GOV-5,"Risk management and internal controls over 
sustainability reporting",158-160,,
2 SBM-1,"Strategy, business model and value chain 
(products, markets, customers)",143-146,,
2 SBM-1,"Strategy, business model and value chain 
(headcount by country)",143-146,,
2 SBM-1,"Strategy, business model and value chain 
(breakdown of revenue)",145,,
2 SBM-2,Interests and views of stakeholders,146-149,,
2SBM-3,"Material impacts, risks and opportunities and 
their interaction with strategy and business 
model",164-172,,
2 IRO-1,"Description of the process to identify and 
assess material impacts, risks and 
opportunities",161-163,,
2 IRO-2,"Disclosure requirements in ESRS covered by 
the undertaking’s sustainability statement",190-196,,
2 GOV-3,"Integration of sustainability-related 
performance in incentive schemes",197,,
E1-1,Transition plan for climate change mitigation,198-201,,
E1-1,"Undertakings excluded from Paris-aligned 
Benchmarks paragraph 16 (g)",201,,X
