0,1,2,3
Cross-cutting standards – ESRS 2 “General disclosures”,,,
"Standard 
section",Disclosure requirement,Section/report,"Additional 
information"
BP-1,"General basis for preparation of the 
sustainability report","BP-1 General basis for preparation of 
sustainability report",
BP-2,"Disclosures in relation to 
specific circumstances","BP-2 Disclosures in relation to 
specific circumstances",
GOV-1,"The role of the administrative, management 
and supervisory bodies","GOV-1, GOV-2 The role of, information 
provided to and sustainability matters 
addressed by the administrative, management 
and supervisory bodies",
GOV-2,"Information provided to and sustainability 
matters addressed by the undertaking’s 
administrative, management and 
supervisory bodies","GOV-1, GOV-2 The role of, information 
provided to and sustainability matters 
addressed by the administrative, management 
and supervisory bodies",
GOV-3,"Integration of sustainability-related 
performance in incentive schemes","GOV-3 Integration of sustainability-related 
performance in incentive schemes",
GOV-4,Statement on sustainability due diligence,GOV-4 Statement on due diligence,
GOV-5,"Risk management and internal controls over 
sustainability reporting","GOV-5 Risk management and internal controls 
over sustainability reporting",
SBM-1,"Strategy, business model and value chain","SBM-1 Strategy, business model and 
value chain","See also 
Business model 
and value chain"
SBM-2,Interests and views of stakeholders,SBM-2 Interests and views of stakeholders,
