0,1,2,3
Standard,Disclosure Requirement,Location,Comment
S4 - Consumers and end-users,ESRS 2 SBM-2 – Interests and views of stakeholders,44,
,"ESRS 2 SBM-3 – Material impacts, risks and opportunities and their interaction with strategy and business model",89,
,S4-1 – Policies related to consumers and end-users,89,
,S4-2 – Processes for engaging with consumers and end-users about impacts,90,
,S4-3 – Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,91,
,"S4-4 – Taking action on material impacts on consumers and end-users, and approaches to managing material risks and pursuing material opportunities",91,
,"related to consumers and end-users, and effectiveness of those actions",,
,"S4-5 – Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",91,
G1 - Business Conduct,"ESRS 2 GOV-1 – The role of the administrative, supervisory and management bodies",92,
,"ESRS 2 IRO-1 – Description of the processes to identify and assess material impacts, risks and opportunities",47,
,G1-1– Business conduct policies and corporate culture,92,
,G1-2 – Management of relationships with suppliers,94,
,G1-3 – Prevention and detection of corruption and bribery,92,
,G1-4 – Incidents of corruption or bribery,93,
Entity Specific,"Material impacts, risks and opportunities and their interaction with strategy and business model",95,
,Policies related to entity specific topic,95,
,Actions and resources related to entity specific topic,96,
,Targets related to entity specific topic,96,
