0,1,2
DISCLOSURE REQUIREMENT AND RELATED DATAPOINT,MATERIAL/NOT MATERIAL,PARAGRAPH
ESRS 2 GOV-1 Board's gender diversity paragraph 21 (d),,
ESRS 2 GOV-1 Percentage of board members who are independent paragraph 21 (e),,
"ESRS 2 GOV-4 Statement on due diligence paragraph 30 ESRS 2 SBM-1 Involvement in activities related 
to fossil fuel activities paragraph 40 (d) i",,
ESRS 2 SBM-1 Involvement in activities related to chemical production paragraph 40 (d) ii,,
ESRS 2 SBM-1 Involvement in activities related to controversial weapons paragraph 40 (d) iii,,
ESRS 2 SBM-1 Involvement in activities related to cultivation and production of tobacco paragraph 40 (d) iv,,
ESRS E1-1 Transition plan to reach climate neutrality by 2050 paragraph 14,material,
ESRS E1-1 Undertakings excluded from Paris-aligned Benchmarks paragraph 16 (g),material,
ESRS E1-4 GHG emission reduction targets paragraph 34,material,
"ESRS E1-5 Energy consumption from fossil sources disaggregated by sources (only high climate impact 
sectors) paragraph 38",material,
ESRS E1-5 Energy consumption and mix paragraph 37,material,
ESRS E1-5 Energy intensity associated with activities in high climate impact sectors paragraphs 40 to 43,material,
"ESRS E1-6 Gross Scope 1, 2, 3 and Total GHG emissions paragraph 44",material,
ESRS E1-6 Gross GHG emissions intensity paragraphs 53 to 55,material,
ESRS E1-7 GHG removals and carbon credits paragraph 56,material,
ESRS E1-9 Exposure of the benchmark portfolio to climate-related physical risks paragraph 66,material,subject to phase in
"ESRS E1-9 Disaggregation of monetary amounts by acute and chronic physical risk paragraph 66 (a) ESRS 
E1-9 Location of significant assets at material physical risk paragraph 66 (c).",material,subject to phase in
"ESRS E1-9 Breakdown of the carrying value of its real estate assets by energy-efficiency classes paragraph 
67 (c).",material,subject to phase in
ESRS E1-9 Degree of exposure of the portfolio climate-relate to opportunities paragraph 69,material,subject to phase in
"ESRS E2-4 Amount of each pollutant listed in Annex E-PRT II of the Regulation (European Pollutant 
Release and Transfer Register) emitted to air, water and soil, paragraph 28",not material,
ESRS E3-1 Water and marine resources paragraph 9,material (only water),
ESRS E3-1 Dedicated policy paragraph 13,material,
ESRS E3-1 Sustainable oceans and seas paragraph 14,not material,
ESRS E3-4 Total water recycled and reused paragraph 28 (c),not material,
ESRS E3-4 Total water consumption in m3 per net revenue on own operations paragraph 29,not material,
ESRS 2 - IRO 1 - E4 paragraph 16 (a) i,material,
ESRS 2 - IRO 1 - E4 paragraph 16 (b),material,
ESRS 2 - IRO 1 - E4 paragraph 16 (c),material,
ESRS E4-2 Sustainable land/agriculture practices or policies paragraph 24 (b),not material,
"ESRS E4-2 Sustainable oceans/seas practices or policies paragraph 24 (c) ESRS E4-2 Policies to address 
deforestation paragraph 24 (d)",not material,
ESRS E5-5 Non-recycled waste paragraph 37 (d),not material,
ESRS E5-5 Hazardous waste and radioactive waste paragraph 39,not material,
ESRS 2 - SBM3 - S1 Risk of incidents of forced labour paragraph 14 (f),not material,
ESRS 2 - SBM3 - S1 Risk of incidents of child labour paragraph 14 (g),not material,
ESRS S1-1 Human rights policy commitments paragraph 20,material,
"ESRS S1-1 Due diligence policies on issues addressed by the fundamental International Labor Organisation 
Conventions 1 to 8, paragraph 21",material,
