0,1,2,3,4
ESRS STANDARD,DISCLOSURE REQUIREMENT,PHASE-IN,"INCORPORATION 
BY REFERENCE",PAGE
General disclosures,,,,
,Basis for preparation,,,
,BP-1 General basis for preparation of sustainability statements,,,160
,BP-2 Disclosures in relation to specific circumstances,,,160
,Governance,,,
,"GOV-1 The role of the administrative, management and supervisory bodies",,,204; 210
,"GOV-2 Information provided to and sustainability matters addressed by the 
undertaking’s administrative, management and supervisory bodies",,,204; 210
,GOV-3 Integration of sustainability-related performance in incentive schemes,,,216
,GOV-4 Statement on due diligence,,,215
,"GOV-5 Risk management and internal controls over Consolidated Sustainability 
Statement",,,210
ESRS 2,Strategy,,,
,"SBM-1 Strategy, business model and value chain",Par. 40 b) and c),"Rep. on oper. 
p. 61-62; 66-67",
,SBM-2 Interests and views of stakeholders,,,174
,"SBM-3 Material impacts, risks and opportunities and their interaction with 
strategy and business model",,,179
,"Impact, risk and opportunity management",,,
,"IRO-1 Description of the processes to identify and assess material impacts, risks 
and opportunities",,,179
,ESRS Content Index and contents from other EU legislation,,,"164-167; 
168-173"
,"IRO-2 Disclosure Requirements in ESRS covered by the undertaking’s 
sustainability statement",,,164
Environmental information,,,,
EU Taxonomy,,,,
,Governance,,,
,E1 GOV-3 Integration of sustainability-related performance in incentive schemes,,,216
,Strategy,,,
,E1-1 Transition plan for climate change mitigation,,,232
,"E1 SBM-3 Material impacts, risks and opportunities and their interaction with 
strategy and business model",,,188
,"Impact, risk and opportunity management",,,
,"E1 IRO-1 Description of the processes to identify and assess climate-related 
material impacts, risks and opportunities",,,188
E1 Climate,MDR-P Minimum policy reporting requirement,,,234
Change,E1-2 Policies related to climate change mitigation and adaptation,,,234
,MDR-A Minimum action reporting requirement,,,238
,E1-3 Actions and resources in relation to climate change policies,,,238
,Metrics and targets,,,
,MDR-T Minimum measurable target reporting requirement,,,241
,E1-4 Targets related to climate change mitigation and adaptation,,,241
,MDR-M Minimum disclosure requirement regarding metrics,,,244-245
,E1-5 Energy consumption and mix,,,244
,"E1-6 Gross scopes 1, 2, 3 and total GHG emissions",,,245
,"E1-9 Anticipated financial effects from material physical and transition-related 
risks and potential climate-related opportunities",Phase-in,,
E2 Pollution,"Not material. For further detail see paragraph “Double Materiality” with reference 
to ESRS 2 IRO-1",,,
